1;2;;;3;4;4a;4b;5;5a;5b;6;6a;6b;7;7a;7b;8;8a;8b;9;9a;9b;10;10a;10b;11;11a;11b;12;12a;12b;13;13a;13b;14;14a;14b;15;15a;15b;16;16a;16b;17;17a;17b;18;18a;18b;19;19a;19b;20;20a;20b;21;21a;21b;22;22a;22b;23;23a;23b;24;24a;24b
Schluesselzahl der Tat;Straftat;Gemeindeschlüssel;Stadt;Fallstatus;Opfer insgesamt - Anzahl;Opfer insgesamt männlich- Anzahl;Opfer insgesamt weiblich- Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder bis unter 6 Jahre männlich- Anzahl;Kinder bis unter 6 Jahre weiblich - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 6 bis unter 8 Jahre männlich - Anzahl;Kinder 6 bis unter 8 Jahre weiblich - Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 8 bis unter 10 Jahre männlich - Anzahl;Kinder 8 bis unter 10 Jahre weiblich - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre männlich- Anzahl;Kinder 10 bis unter 12 Jahre weiblich - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre männlich - Anzahl;Kinder 12 bis unter 14 Jahre weiblich - Anzahl;Kinder bis unter 14 Jahre insgesamt;Kinder bis unter 14 Jahre insgesamt männlich;Kinder bis unter 14 Jahre insgesamt weiblich;Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 14 bis unter 16 Jahre männlich - Anzahl;Jugendliche 14 bis unter 16 Jahre weiblich - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre männlich - Anzahl;Jugendliche 16 bis unter 18 Jahre weiblich - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt;Jugendliche 14 bis unter 18 Jahre insgesamt - männlich;Jugendliche 14 bis unter 18 Jahre insgesamt - weiblich;Heranwachsende 18 bis unter 21 Jahre - Anzahl;Heranwachsende 18 bis unter 21 Jahre männlich - Anzahl;Heranwachsende 18 bis unter 21 Jahre weiblich - Anzahl;Opfer insgesamt unter 21 Jahre;Opfer insgesamt unter 21 Jahre - männlich;Opfer insgesamt unter 21 Jahre - weiblich;Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 21 bis unter 23 Jahre männlich - Anzahl;Erwachsene 21 bis unter 23 Jahre weiblich - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre männlich- Anzahl;Erwachsene 23 bis unter 25 Jahre weiblich - Anzahl;Erwachsene 21 bis unter 25 Jahre;Erwachsene 21 bis unter 25 Jahre - männlich;Erwachsene 21 bis unter 25 Jahre - weiblich;Erwachsene 25 bis unter 30 Jahre;Erwachsene 25 bis unter 30 Jahre - männlich;Erwachsene 25 bis unter 30 Jahre - weiblich;Erwachsene 30 bis unter 40 Jahre;Erwachsene 30 bis unter 40 Jahre - männlich;Erwachsene 30 bis unter 40 Jahre - weiblich;Erwachsene 40 bis unter 50 Jahre;Erwachsene 40 bis unter 50 Jahre - männlich;Erwachsene 40 bis unter 50 Jahre - weiblich;Erwachsene 50 bis unter 60 Jahre;Erwachsene 50 bis unter 60 Jahre - männlich;Erwachsene 50 bis unter 60 Jahre - weiblich;Erwachsene 60 Jahre und aelter;Erwachsene 60 Jahre und aelter - männlich;Erwachsene 60 Jahre und aelter - weiblich;Erwachsene ab 21 Jahre;Erwachsene ab 21 Jahre - männlich;Erwachsene ab 21 Jahre - weiblich
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;9161000;Ingolstadt;voll.;380;197;183;4;2;2;2;0;2;5;3;2;4;1;3;3;2;1;18;8;10;8;6;2;9;4;5;17;10;7;35;19;16;70;37;33;22;11;11;27;14;13;49;25;24;52;26;26;74;32;42;57;29;28;46;30;16;32;18;14;310;160;150
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;9161000;Ingolstadt;vers.;23;13;10;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1;1;0;1;3;0;3;1;0;1;2;1;1;3;1;2;2;1;1;4;3;1;4;2;2;5;4;1;2;2;0;20;13;7
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;9161000;Ingolstadt;insg.;403;210;193;4;2;2;2;0;2;6;3;3;4;1;3;3;2;1;19;8;11;8;6;2;10;4;6;18;10;8;36;19;17;73;37;36;23;11;12;29;15;14;52;26;26;54;27;27;78;35;43;61;31;30;51;34;17;34;20;14;330;173;157
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;16053000;Jena;voll.;306;161;145;1;1;0;1;0;1;4;0;4;5;1;4;4;1;3;15;3;12;13;9;4;8;4;4;21;13;8;15;5;10;51;21;30;12;9;3;27;14;13;39;23;16;52;22;30;64;32;32;49;29;20;28;15;13;23;19;4;255;140;115
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;16053000;Jena;vers.;6;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;2;2;0;2;2;0;0;0;0;2;1;1;1;1;0;0;0;0;0;0;0;5;4;1
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;16053000;Jena;insg.;312;165;147;1;1;0;1;0;1;4;0;4;5;1;4;4;1;3;15;3;12;13;9;4;9;4;5;22;13;9;15;5;10;52;21;31;12;9;3;29;16;13;41;25;16;52;22;30;66;33;33;50;30;20;28;15;13;23;19;4;260;144;116
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;8212000;Karlsruhe;voll.;491;263;228;1;1;0;0;0;0;1;1;0;0;0;0;5;4;1;7;6;1;9;0;9;10;2;8;19;2;17;21;9;12;47;17;30;19;7;12;25;14;11;44;21;23;59;31;28;115;56;59;113;65;48;68;40;28;45;33;12;444;246;198
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;8212000;Karlsruhe;vers.;14;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;0;2;5;4;1;2;1;1;3;2;1;14;9;5
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;8212000;Karlsruhe;insg.;505;272;233;1;1;0;0;0;0;1;1;0;0;0;0;5;4;1;7;6;1;9;0;9;10;2;8;19;2;17;21;9;12;47;17;30;19;7;12;25;14;11;44;21;23;61;33;28;117;56;61;118;69;49;70;41;29;48;35;13;458;255;203
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;6611000;Kassel;voll.;462;261;201;1;1;0;2;2;0;3;3;0;1;1;0;6;2;4;13;9;4;5;1;4;13;6;7;18;7;11;29;5;24;60;21;39;25;12;13;28;19;9;53;31;22;44;19;25;110;68;42;97;57;40;59;40;19;39;25;14;402;240;162
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;6611000;Kassel;vers.;13;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;2;1;1;2;1;1;2;2;0;0;0;0;5;3;2;3;2;1;0;0;0;12;8;4
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;6611000;Kassel;insg.;475;269;206;1;1;0;2;2;0;3;3;0;1;1;0;6;2;4;13;9;4;5;1;4;13;6;7;18;7;11;30;5;25;61;21;40;25;12;13;30;20;10;55;32;23;46;21;25;110;68;42;102;60;42;62;42;20;39;25;14;414;248;166
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;1002000;Kiel;voll.;606;309;297;2;0;2;3;1;2;4;3;1;6;3;3;12;6;6;27;13;14;11;4;7;27;9;18;38;13;25;44;14;30;109;40;69;29;13;16;31;18;13;60;31;29;80;41;39;140;66;74;113;58;55;67;49;18;37;24;13;497;269;228
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;1002000;Kiel;vers.;9;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;1;0;1;2;0;2;2;2;0;0;0;0;3;2;1;1;1;0;0;0;0;8;5;3
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;1002000;Kiel;insg.;615;315;300;2;0;2;3;1;2;4;3;1;6;3;3;12;6;6;27;13;14;11;4;7;27;9;18;38;13;25;45;15;30;110;41;69;30;13;17;32;18;14;62;31;31;82;43;39;140;66;74;116;60;56;68;50;18;37;24;13;505;274;231
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;7111000;Koblenz;voll.;396;247;149;0;0;0;2;1;1;2;0;2;0;0;0;4;3;1;8;4;4;14;2;12;18;11;7;32;13;19;30;21;9;70;38;32;21;14;7;19;10;9;40;24;16;64;37;27;71;46;25;70;45;25;50;36;14;31;21;10;326;209;117
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;7111000;Koblenz;vers.;9;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;2;2;1;0;1;2;2;0;1;0;1;9;5;4
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;7111000;Koblenz;insg.;405;252;153;0;0;0;2;1;1;2;0;2;0;0;0;4;3;1;8;4;4;14;2;12;18;11;7;32;13;19;30;21;9;70;38;32;21;14;7;19;10;9;40;24;16;65;38;27;75;48;27;71;45;26;52;38;14;32;21;11;335;214;121
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5315000;Köln;voll.;5081;2557;2524;4;3;1;5;1;4;19;11;8;35;20;15;62;34;28;125;69;56;113;33;80;148;63;85;261;96;165;265;106;159;651;271;380;205;79;126;226;107;119;431;186;245;668;316;352;1207;572;635;1101;595;506;636;388;248;387;229;158;4430;2286;2144
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5315000;Köln;vers.;131;70;61;1;0;1;0;0;0;1;0;1;4;1;3;2;0;2;8;1;7;7;5;2;3;0;3;10;5;5;8;4;4;26;10;16;9;2;7;4;1;3;13;3;10;10;4;6;27;15;12;31;20;11;18;13;5;6;5;1;105;60;45
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5315000;Köln;insg.;5212;2627;2585;5;3;2;5;1;4;20;11;9;39;21;18;64;34;30;133;70;63;120;38;82;151;63;88;271;101;170;273;110;163;677;281;396;214;81;133;230;108;122;444;189;255;678;320;358;1234;587;647;1132;615;517;654;401;253;393;234;159;4535;2346;2189
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5114000;Krefeld;voll.;594;265;329;0;0;0;1;1;0;2;1;1;3;1;2;12;2;10;18;5;13;13;7;6;17;5;12;30;12;18;33;13;20;81;30;51;29;6;23;29;8;21;58;14;44;80;32;48;127;56;71;116;61;55;74;44;30;58;28;30;513;235;278
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5114000;Krefeld;vers.;9;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;2;1;1;2;0;2;3;1;2;1;1;0;9;3;6
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5114000;Krefeld;insg.;603;268;335;0;0;0;1;1;0;2;1;1;3;1;2;12;2;10;18;5;13;13;7;6;17;5;12;30;12;18;33;13;20;81;30;51;30;6;24;29;8;21;59;14;45;80;32;48;129;57;72;118;61;57;77;45;32;59;29;30;522;238;284
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;14713000;Leipzig;voll.;2136;1015;1121;12;8;4;8;4;4;17;5;12;25;15;10;31;10;21;93;42;51;71;36;35;54;15;39;125;51;74;112;43;69;330;136;194;84;27;57;97;30;67;181;57;124;309;122;187;584;286;298;370;204;166;245;141;104;117;69;48;1806;879;927
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;14713000;Leipzig;vers.;31;19;12;0;0;0;1;1;0;1;1;0;3;2;1;0;0;0;5;4;1;1;1;0;0;0;0;1;1;0;2;0;2;8;5;3;0;0;0;1;1;0;1;1;0;2;1;1;7;5;2;5;1;4;3;3;0;5;3;2;23;14;9
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;14713000;Leipzig;insg.;2167;1034;1133;12;8;4;9;5;4;18;6;12;28;17;11;31;10;21;98;46;52;72;37;35;54;15;39;126;52;74;114;43;71;338;141;197;84;27;57;98;31;67;182;58;124;311;123;188;591;291;300;375;205;170;248;144;104;122;72;50;1829;893;936
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5316000;Leverkusen;voll.;676;328;348;1;0;1;1;0;1;2;0;2;2;1;1;5;3;2;11;4;7;10;4;6;32;18;14;42;22;20;39;17;22;92;43;49;34;8;26;32;12;20;66;20;46;88;41;47;151;60;91;140;75;65;102;66;36;37;23;14;584;285;299
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5316000;Leverkusen;vers.;11;6;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;4;1;3;4;1;3;2;1;1;7;3;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;0;0;0;1;1;0;4;3;1
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5316000;Leverkusen;insg.;687;334;353;1;0;1;1;0;1;2;0;2;2;1;1;6;4;2;12;5;7;10;4;6;36;19;17;46;23;23;41;18;23;99;46;53;34;8;26;32;12;20;66;20;46;88;41;47;152;61;91;142;76;66;102;66;36;38;24;14;588;288;300
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;1003000;Lübeck;voll.;903;468;435;1;0;1;0;0;0;4;2;2;4;2;2;16;7;9;25;11;14;20;12;8;37;18;19;57;30;27;64;23;41;146;64;82;49;23;26;39;13;26;88;36;52;123;49;74;199;102;97;174;100;74;104;71;33;69;46;23;757;404;353
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;1003000;Lübeck;vers.;11;8;3;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;0;0;0;2;2;0;2;1;1;6;5;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;2;2;0;0;0;0;1;1;0;5;3;2
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;1003000;Lübeck;insg.;914;476;438;1;0;1;2;2;0;4;2;2;4;2;2;16;7;9;27;13;14;22;14;8;37;18;19;59;32;27;66;24;42;152;69;83;50;23;27;39;13;26;89;36;53;123;49;74;200;102;98;176;102;74;104;71;33;70;47;23;762;407;355
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;7314000;Ludwigshafen am Rhein;voll.;912;485;427;1;1;0;3;1;2;11;4;7;17;10;7;15;7;8;47;23;24;22;10;12;23;13;10;45;23;22;68;35;33;160;81;79;56;29;27;45;22;23;101;51;50;110;52;58;180;87;93;167;89;78;106;64;42;88;61;27;752;404;348
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;7314000;Ludwigshafen am Rhein;vers.;10;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;2;1;1;0;0;0;2;1;1;1;0;1;0;0;0;3;0;3;2;0;2;1;0;1;9;1;8
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;7314000;Ludwigshafen am Rhein;insg.;922;486;436;1;1;0;3;1;2;11;4;7;17;10;7;15;7;8;47;23;24;23;10;13;23;13;10;46;23;23;68;35;33;161;81;80;58;30;28;45;22;23;103;52;51;111;52;59;180;87;93;170;89;81;108;64;44;89;61;28;761;405;356
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;15003000;Magdeburg;voll.;876;423;453;2;1;1;1;1;0;4;3;1;10;5;5;17;13;4;34;23;11;25;12;13;27;11;16;52;23;29;47;15;32;133;61;72;27;11;16;51;19;32;78;30;48;127;54;73;205;82;123;150;89;61;111;68;43;72;39;33;743;362;381
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;15003000;Magdeburg;vers.;21;8;13;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;3;0;3;0;0;0;3;0;3;8;3;5;12;4;8;1;1;0;1;0;1;2;1;1;1;0;1;1;1;0;3;1;2;0;0;0;2;1;1;9;4;5
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;15003000;Magdeburg;insg.;897;431;466;2;1;1;1;1;0;5;4;1;10;5;5;17;13;4;35;24;11;28;12;16;27;11;16;55;23;32;55;18;37;145;65;80;28;12;16;52;19;33;80;31;49;128;54;74;206;83;123;153;90;63;111;68;43;74;40;34;752;366;386
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;7315000;Mainz;voll.;606;325;281;3;2;1;3;3;0;2;2;0;3;2;1;9;6;3;20;15;5;19;9;10;19;8;11;38;17;21;34;9;25;92;41;51;17;6;11;33;12;21;50;18;32;88;41;47;133;83;50;119;67;52;71;40;31;53;35;18;514;284;230
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;7315000;Mainz;vers.;7;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1;3;1;2;1;1;0;1;1;0;0;0;0;0;0;0;6;3;3
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;7315000;Mainz;insg.;613;328;285;3;2;1;3;3;0;2;2;0;3;2;1;9;6;3;20;15;5;20;9;11;19;8;11;39;17;22;34;9;25;93;41;52;17;6;11;34;12;22;51;18;33;91;42;49;134;84;50;120;68;52;71;40;31;53;35;18;520;287;233
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;8222000;Mannheim;voll.;707;343;364;7;6;1;0;0;0;1;1;0;5;4;1;6;1;5;19;12;7;13;6;7;20;3;17;33;9;24;43;18;25;95;39;56;32;9;23;42;12;30;74;21;53;84;37;47;187;95;92;152;88;64;71;38;33;44;25;19;612;304;308
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;8222000;Mannheim;vers.;24;19;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;1;1;3;1;2;0;0;0;0;0;0;0;0;0;3;2;1;6;6;0;6;6;0;5;3;2;1;1;0;21;18;3
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;8222000;Mannheim;insg.;731;362;369;7;6;1;0;0;0;1;1;0;5;4;1;6;1;5;19;12;7;13;6;7;21;3;18;34;9;25;45;19;26;98;40;58;32;9;23;42;12;30;74;21;53;87;39;48;193;101;92;158;94;64;76;41;35;45;26;19;633;322;311
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5170024;Moers;voll.;367;194;173;0;0;0;0;0;0;2;2;0;6;4;2;3;1;2;11;7;4;9;6;3;12;5;7;21;11;10;31;12;19;63;30;33;24;11;13;14;6;8;38;17;21;42;19;23;65;31;34;76;43;33;53;34;19;30;20;10;304;164;140
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5170024;Moers;vers.;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;1;0;1;3;1;2
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5170024;Moers;insg.;371;195;176;0;0;0;0;0;0;2;2;0;6;4;2;3;1;2;11;7;4;9;6;3;12;5;7;21;11;10;32;12;20;64;30;34;24;11;13;14;6;8;38;17;21;42;19;23;67;32;35;76;43;33;53;34;19;31;20;11;307;165;142
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5116000;Mönchengladbach;voll.;719;342;377;3;2;1;2;1;1;1;0;1;5;5;0;12;8;4;23;16;7;25;13;12;21;8;13;46;21;25;60;30;30;129;67;62;34;8;26;41;11;30;75;19;56;86;36;50;134;56;78;135;69;66;101;64;37;59;31;28;590;275;315
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5116000;Mönchengladbach;vers.;18;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;3;0;3;1;1;0;4;1;3;1;0;1;1;0;1;2;0;2;2;1;1;5;3;2;2;1;1;3;2;1;0;0;0;14;7;7
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5116000;Mönchengladbach;insg.;737;350;387;3;2;1;2;1;1;1;0;1;5;5;0;12;8;4;23;16;7;27;13;14;22;8;14;49;21;28;61;31;30;133;68;65;35;8;27;42;11;31;77;19;58;88;37;51;139;59;80;137;70;67;104;66;38;59;31;28;604;282;322
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5117000;Mülheim an der Ruhr;voll.;437;206;231;0;0;0;0;0;0;3;1;2;2;1;1;6;3;3;11;5;6;10;4;6;9;3;6;19;7;12;37;10;27;67;22;45;14;4;10;26;14;12;40;18;22;53;27;26;75;36;39;89;46;43;79;40;39;34;17;17;370;184;186
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5117000;Mülheim an der Ruhr;vers.;10;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1;2;2;0;2;1;1;2;2;0;2;1;1;0;0;0;9;6;3
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;5117000;Mülheim an der Ruhr;insg.;447;212;235;0;0;0;0;0;0;3;1;2;2;1;1;6;3;3;11;5;6;10;4;6;10;3;7;20;7;13;37;10;27;68;22;46;14;4;10;27;14;13;41;18;23;55;29;26;77;37;40;91;48;43;81;41;40;34;17;17;379;190;189
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;9162000;München;voll.;2716;1530;1186;9;4;5;4;3;1;7;5;2;13;6;7;26;15;11;59;33;26;65;32;33;63;26;37;128;58;70;151;79;72;338;170;168;131;64;67;131;60;71;262;124;138;338;182;156;632;355;277;547;328;219;351;211;140;248;160;88;2378;1360;1018
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;9162000;München;vers.;156;92;64;1;1;0;0;0;0;0;0;0;0;0;0;5;1;4;6;2;4;3;2;1;5;2;3;8;4;4;12;9;3;26;15;11;5;2;3;3;1;2;8;3;5;22;11;11;31;18;13;28;20;8;23;14;9;18;11;7;130;77;53
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;9162000;München;insg.;2872;1622;1250;10;5;5;4;3;1;7;5;2;13;6;7;31;16;15;65;35;30;68;34;34;68;28;40;136;62;74;163;88;75;364;185;179;136;66;70;134;61;73;270;127;143;360;193;167;663;373;290;575;348;227;374;225;149;266;171;95;2508;1437;1071
