1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68
Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Opfer insgesamt - Anzahl;Opfer insgesamt maennlich- Anzahl;Opfer insgesamt weiblich- Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder bis unter 6 Jahre maennlich- Anzahl;Kinder bis unter 6 Jahre weiblich - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 6 bis unter 8 Jahre maennlich - Anzahl;Kinder 6 bis unter 8 Jahre weiblich - Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 8 bis unter 10 Jahre maennlich - Anzahl;Kinder 8 bis unter 10 Jahre weiblich - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre maennlich- Anzahl;Kinder 10 bis unter 12 Jahre weiblich - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre maennlich - Anzahl;Kinder 12 bis unter 14 Jahre weiblich - Anzahl;Kinder bis unter 14 Jahre insgesamt;Kinder bis unter 14 Jahre insgesamt maennlich;Kinder bis unter 14 Jahre insgesamt weiblich;Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 14 bis unter 16 Jahre maennlich - Anzahl;Jugendliche 14 bis unter 16 Jahre weiblich - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre maennlich - Anzahl;Jugendliche 16 bis unter 18 Jahre weiblich - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt;Jugendliche 14 bis unter 18 Jahre insgesamt - maennlich;Jugendliche 14 bis unter 18 Jahre insgesamt - weiblich;Heranwachsende 18 bis unter 21 Jahre - Anzahl;Heranwachsende 18 bis unter 21 Jahre maennlich - Anzahl;Heranwachsende 18 bis unter 21 Jahre weiblich - Anzahl;Opfer insgesamt unter 21 Jahre;Opfer insgesamt unter 21 Jahre - maennlich;Opfer insgesamt unter 21 Jahre - weiblich;Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 21 bis unter 23 Jahre maennlich - Anzahl;Erwachsene 21 bis unter 23 Jahre weiblich - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre maennlich- Anzahl;Erwachsene 23 bis unter 25 Jahre weiblich - Anzahl;Erwachsene 21 bis unter 25 Jahre;Erwachsene 21 bis unter 25 Jahre - maennlich;Erwachsene 21 bis unter 25 Jahre - weiblich;Erwachsene 25 bis unter 30 Jahre;Erwachsene 25 bis unter 30 Jahre - maennlich;Erwachsene 25 bis unter 30 Jahre - weiblich;Erwachsene 30 bis unter 40 Jahre;Erwachsene 30 bis unter 40 Jahre - maennlich;Erwachsene 30 bis unter 40 Jahre - weiblich;Erwachsene 40 bis unter 50 Jahre;Erwachsene 40 bis unter 50 Jahre - maennlich;Erwachsene 40 bis unter 50 Jahre - weiblich;Erwachsene 50 bis unter 60 Jahre;Erwachsene 50 bis unter 60 Jahre - maennlich;Erwachsene 50 bis unter 60 Jahre - weiblich;Erwachsene 60 Jahre und aelter;Erwachsene 60 Jahre und aelter - maennlich;Erwachsene 60 Jahre und aelter - weiblich;Erwachsene ab 21 Jahre;Erwachsene ab 21 Jahre - maennlich;Erwachsene ab 21 Jahre - weiblich
------;Straftaten insgesamt;7111000;Koblenz;voll.;2,319;1,506;813;25;13;12;9;2;7;16;6;10;29;23;6;40;24;16;119;68;51;57;30;27;131;80;51;188;110;78;233;156;77;540;334;206;197;136;61;176;119;57;373;255;118;373;244;129;469;305;164;259;164;95;185;131;54;120;73;47;1,779;1,172;607
------;Straftaten insgesamt;5315000;Köln;voll.;22,376;13,196;9,180;128;58;70;80;46;34;127;76;51;226;119;107;415;201;214;976;500;476;664;326;338;893;498;395;1,557;824;733;1,794;1,040;754;4,327;2,364;1,963;1,260;755;505;1,426;846;580;2,686;1,601;1,085;3,513;2,079;1,434;4,915;2,890;2,025;3,490;2,098;1,392;2,310;1,488;822;1,135;676;459;18,049;10,832;7,217
------;Straftaten insgesamt;5114000;Krefeld;voll.;3,688;2,020;1,668;19;11;8;24;14;10;25;17;8;53;38;15;130;69;61;251;149;102;159;87;72;195;109;86;354;196;158;289;157;132;894;502;392;170;97;73;216;105;111;386;202;184;526;291;235;756;418;338;546;289;257;359;207;152;221;111;110;2,794;1,518;1,276
------;Straftaten insgesamt;14713000;Leipzig;voll.;8,416;5,096;3,320;91;45;46;44;25;19;82;44;38;124;66;58;215;77;138;556;257;299;252;133;119;354;205;149;606;338;268;636;372;264;1,798;967;831;399;227;172;411;262;149;810;489;321;1,331;846;485;2,146;1,350;796;1,068;683;385;781;511;270;482;250;232;6,618;4,129;2,489
------;Straftaten insgesamt;5316000;Leverkusen;voll.;2,695;1,485;1,210;24;15;9;14;10;4;23;14;9;27;14;13;75;38;37;163;91;72;96;36;60;133;80;53;229;116;113;211;125;86;603;332;271;131;70;61;188;102;86;319;172;147;388;196;192;565;298;267;359;200;159;303;192;111;158;95;63;2,092;1,153;939
------;Straftaten insgesamt;1003000;Lübeck;voll.;4,397;2,746;1,651;32;21;11;18;13;5;21;6;15;62;29;33;94;44;50;227;113;114;161;90;71;202;107;95;363;197;166;360;233;127;950;543;407;253;160;93;255;162;93;508;322;186;598;399;199;1,006;627;379;639;417;222;469;300;169;227;138;89;3,447;2,203;1,244
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;voll.;3,716;2,121;1,595;37;19;18;15;12;3;57;40;17;87;62;25;120;59;61;316;192;124;162;88;74;171;104;67;333;192;141;318;189;129;967;573;394;186;115;71;228;129;99;414;244;170;520;283;237;714;378;336;511;286;225;364;229;135;226;128;98;2,749;1,548;1,201
------;Straftaten insgesamt;15003000;Magdeburg;voll.;3,811;2,262;1,549;43;23;20;21;9;12;50;18;32;62;38;24;112;52;60;288;140;148;145;83;62;176;109;67;321;192;129;324;201;123;933;533;400;249;141;108;202;126;76;451;267;184;532;319;213;867;529;338;437;281;156;354;202;152;237;131;106;2,878;1,729;1,149
------;Straftaten insgesamt;7315000;Mainz;voll.;3,427;2,227;1,200;23;11;12;13;8;5;23;14;9;32;20;12;63;35;28;154;88;66;89;47;42;166;98;68;255;145;110;373;251;122;782;484;298;257;153;104;267;188;79;524;341;183;585;401;184;664;457;207;415;244;171;300;200;100;157;100;57;2,645;1,743;902
------;Straftaten insgesamt;8222000;Mannheim;voll.;4,621;2,789;1,832;42;28;14;12;9;3;39;20;19;47;27;20;82;43;39;222;127;95;119;53;66;177;96;81;296;149;147;415;235;180;933;511;422;322;196;126;310;197;113;632;393;239;705;435;270;996;603;393;659;402;257;446;296;150;250;149;101;3,688;2,278;1,410
------;Straftaten insgesamt;5170024;Moers;voll.;1,301;718;583;9;5;4;10;6;4;11;4;7;14;8;6;38;21;17;82;44;38;79;40;39;67;36;31;146;76;70;111;77;34;339;197;142;60;33;27;85;58;27;145;91;54;176;98;78;229;100;129;164;92;72;148;89;59;100;51;49;962;521;441
------;Straftaten insgesamt;5116000;Mönchengladbach;voll.;3,459;1,877;1,582;26;13;13;15;7;8;22;12;10;42;28;14;86;44;42;191;104;87;132;78;54;166;96;70;298;174;124;298;147;151;787;425;362;218;123;95;184;99;85;402;222;180;487;268;219;706;356;350;525;285;240;351;211;140;201;110;91;2,672;1,452;1,220
------;Straftaten insgesamt;5117000;Mülheim an der Ruhr;voll.;1,671;832;839;17;9;8;7;7;0;17;8;9;40;28;12;61;29;32;142;81;61;48;28;20;71;35;36;119;63;56;131;65;66;392;209;183;97;47;50;94;37;57;191;84;107;237;111;126;344;154;190;230;115;115;144;95;49;133;64;69;1,279;623;656
------;Straftaten insgesamt;9162000;München;voll.;16,531;10,450;6,081;175;86;89;81;37;44;136;86;50;173;110;63;286;149;137;851;468;383;305;174;131;544;312;232;849;486;363;1,391;872;519;3,091;1,826;1,265;1,096;708;388;1,121;749;372;2,217;1,457;760;2,779;1,859;920;3,835;2,475;1,360;2,226;1,383;843;1,459;958;501;924;492;432;13,440;8,624;4,816
------;Straftaten insgesamt;5515000;Münster;voll.;4,210;2,524;1,686;24;15;9;11;5;6;21;11;10;55;37;18;80;52;28;191;120;71;138;76;62;198;119;79;336;195;141;386;243;143;913;558;355;250;151;99;248;151;97;498;302;196;591;361;230;910;505;405;621;385;236;453;274;179;224;139;85;3,297;1,966;1,331
------;Straftaten insgesamt;5162024;Neuss;voll.;2,282;1,265;1,017;16;10;6;12;6;6;13;12;1;31;16;15;69;38;31;141;82;59;77;43;34;116;61;55;193;104;89;188;105;83;522;291;231;135;80;55;134;71;63;269;151;118;355;202;153;460;248;212;308;162;146;236;139;97;132;72;60;1,760;974;786
------;Straftaten insgesamt;9564000;Nürnberg;voll.;7,611;4,724;2,887;51;23;28;41;22;19;45;21;24;107;58;49;178;74;104;422;198;224;231;118;113;333;187;146;564;305;259;738;480;258;1,724;983;741;533;353;180;502;334;168;1,035;687;348;1,283;829;454;1,575;1,000;575;952;573;379;657;434;223;385;218;167;5,887;3,741;2,146
------;Straftaten insgesamt;5119000;Oberhausen;voll.;2,970;1,638;1,332;26;15;11;18;11;7;18;11;7;35;25;10;67;37;30;164;99;65;119;52;67;163;103;60;282;155;127;276;159;117;722;413;309;158;96;62;203;110;93;361;206;155;425;243;182;643;330;313;373;186;187;278;169;109;168;91;77;2,248;1,225;1,023
------;Straftaten insgesamt;6413000;Offenbach am Main;voll.;1,472;795;677;16;10;6;8;5;3;12;6;6;12;3;9;32;17;15;80;41;39;46;28;18;60;32;28;106;60;46;85;37;48;271;138;133;80;38;42;59;27;32;139;65;74;217;112;105;366;196;170;236;129;107;152;96;56;91;59;32;1,201;657;544
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);voll.;2,211;1,310;901;19;10;9;13;9;4;17;11;6;23;14;9;47;20;27;119;64;55;64;37;27;106;64;42;170;101;69;278;171;107;567;336;231;152;98;54;136;84;52;288;182;106;375;221;154;413;245;168;263;148;115;191;110;81;114;68;46;1,644;974;670
------;Straftaten insgesamt;3404000;Osnabrück;voll.;2,831;1,733;1,098;26;11;15;17;10;7;14;7;7;42;20;22;50;19;31;149;67;82;60;34;26;148;79;69;208;113;95;301;174;127;658;354;304;190;123;67;207;136;71;397;259;138;482;320;162;585;368;217;340;204;136;225;149;76;144;79;65;2,173;1,379;794
------;Straftaten insgesamt;5774032;Paderborn;voll.;1,960;1,189;771;19;8;11;8;4;4;9;5;4;21;17;4;46;24;22;103;58;45;53;23;30;73;32;41;126;55;71;193;139;54;422;252;170;140;89;51;121;80;41;261;169;92;284;177;107;446;271;175;223;127;96;230;137;93;94;56;38;1,538;937;601
------;Straftaten insgesamt;8231000;Pforzheim;voll.;1,685;1,016;669;16;8;8;8;7;1;18;10;8;25;15;10;48;28;20;115;68;47;34;18;16;83;51;32;117;69;48;174;108;66;406;245;161;113;71;42;113;72;41;226;143;83;250;168;82;318;174;144;247;150;97;158;93;65;80;43;37;1,279;771;508
------;Straftaten insgesamt;12054000;Potsdam;voll.;2,262;1,316;946;23;14;9;21;9;12;36;21;15;55;32;23;103;56;47;238;132;106;73;40;33;106;69;37;179;109;70;197;114;83;614;355;259;105;70;35;109;59;50;214;129;85;306;174;132;563;338;225;266;142;124;184;115;69;115;63;52;1,648;961;687
------;Straftaten insgesamt;5562032;Recklinghausen;voll.;2,233;1,285;948;15;9;6;9;6;3;14;10;4;26;15;11;52;30;22;116;70;46;62;23;39;125;67;58;187;90;97;193;120;73;496;280;216;105;68;37;117;69;48;222;137;85;320;173;147;549;322;227;306;160;146;216;133;83;124;80;44;1,737;1,005;732
------;Straftaten insgesamt;9362000;Regensburg;voll.;2,149;1,424;725;15;7;8;6;3;3;8;5;3;28;18;10;21;9;12;78;42;36;43;20;23;91;63;28;134;83;51;234;151;83;446;276;170;182;122;60;145;97;48;327;219;108;368;283;85;461;306;155;273;171;102;177;118;59;97;51;46;1,703;1,148;555
------;Straftaten insgesamt;5120000;Remscheid;voll.;1,631;894;737;11;3;8;11;9;2;11;6;5;30;25;5;46;24;22;109;67;42;67;41;26;78;46;32;145;87;58;156;83;73;410;237;173;76;41;35;81;39;42;157;80;77;229;125;104;342;164;178;222;135;87;182;101;81;89;52;37;1,221;657;564
------;Straftaten insgesamt;8415061;Reutlingen;voll.;1,482;877;605;15;11;4;9;7;2;15;12;3;20;12;8;30;15;15;89;57;32;54;28;26;86;47;39;140;75;65;201;133;68;430;265;165;97;63;34;84;54;30;181;117;64;216;125;91;288;159;129;174;88;86;116;77;39;77;46;31;1,052;612;440
------;Straftaten insgesamt;13003000;Rostock;voll.;3,002;1,862;1,140;34;13;21;32;16;16;47;22;25;76;47;29;129;69;60;318;167;151;119;58;61;167;111;56;286;169;117;240;149;91;844;485;359;148;100;48;152;99;53;300;199;101;406;270;136;682;451;231;313;178;135;298;190;108;159;89;70;2,158;1,377;781
------;Straftaten insgesamt;10041100;Saarbrücken;voll.;4,476;2,816;1,660;31;13;18;22;13;9;27;15;12;65;44;21;104;64;40;249;149;100;158;88;70;189;123;66;347;211;136;397;252;145;993;612;381;302;183;119;310;201;109;612;384;228;802;532;270;880;558;322;508;306;202;413;267;146;268;157;111;3,483;2,204;1,279
------;Straftaten insgesamt;3102000;Salzgitter;voll.;1,338;738;600;18;9;9;16;10;6;21;12;9;34;23;11;29;12;17;118;66;52;65;25;40;98;56;42;163;81;82;115;70;45;396;217;179;78;44;34;64;35;29;142;79;63;177;87;90;252;139;113;178;103;75;106;62;44;87;51;36;942;521;421
------;Straftaten insgesamt;13004000;Schwerin;voll.;1,847;1,167;680;24;16;8;17;12;5;23;13;10;36;21;15;48;29;19;148;91;57;72;47;25;102;66;36;174;113;61;153;104;49;475;308;167;86;49;37;96;55;41;182;104;78;227;155;72;433;266;167;231;149;82;181;120;61;118;65;53;1,372;859;513
------;Straftaten insgesamt;5970040;Siegen;voll.;1,951;1,152;799;10;4;6;9;5;4;9;5;4;14;12;2;29;17;12;71;43;28;68;47;21;103;55;48;171;102;69;198;122;76;440;267;173;125;60;65;129;78;51;254;138;116;336;204;132;393;224;169;269;156;113;157;96;61;102;67;35;1,511;885;626
------;Straftaten insgesamt;5122000;Solingen;voll.;1,737;910;827;19;10;9;12;8;4;16;12;4;30;20;10;51;34;17;128;84;44;82;49;33;99;51;48;181;100;81;140;70;70;449;254;195;88;57;31;104;58;46;192;115;77;241;132;109;324;134;190;264;125;139;156;91;65;111;59;52;1,288;656;632
------;Straftaten insgesamt;8111000;Stuttgart;voll.;11,159;7,403;3,756;76;43;33;56;32;24;87;43;44;130;74;56;199;102;97;548;294;254;271;148;123;401;228;173;672;376;296;1,016;706;310;2,236;1,376;860;788;538;250;878;583;295;1,666;1,121;545;2,181;1,577;604;2,374;1,556;818;1,410;921;489;845;576;269;447;276;171;8,923;6,027;2,896
------;Straftaten insgesamt;7211000;Trier;voll.;1,890;1,171;719;10;9;1;7;3;4;10;4;6;23;10;13;33;20;13;83;46;37;76;33;43;82;51;31;158;84;74;224;139;85;465;269;196;140;95;45;171;98;73;311;193;118;329;211;118;322;210;112;200;121;79;166;111;55;97;56;41;1,425;902;523
------;Straftaten insgesamt;8421000;Ulm;voll.;1,678;1,093;585;20;13;7;15;7;8;13;6;7;15;10;5;32;14;18;95;50;45;38;25;13;68;40;28;106;65;41;159;111;48;360;226;134;140;92;48;105;75;30;245;167;78;278;193;85;349;238;111;222;142;80;141;88;53;83;39;44;1,318;867;451
------;Straftaten insgesamt;6414000;Wiesbaden;voll.;4,208;2,354;1,854;44;27;17;22;8;14;40;17;23;56;30;26;92;44;48;254;126;128;157;89;68;201;121;80;358;210;148;404;234;170;1,016;570;446;264;147;117;194;111;83;458;258;200;564;325;239;898;486;412;595;323;272;420;255;165;257;137;120;3,192;1,784;1,408
------;Straftaten insgesamt;3103000;Wolfsburg;voll.;1,421;841;580;17;8;9;11;5;6;11;8;3;26;16;10;20;7;13;85;44;41;45;23;22;52;34;18;97;57;40;121;69;52;303;170;133;99;63;36;95;60;35;194;123;71;226;147;79;302;164;138;194;107;87;118;79;39;84;51;33;1,118;671;447
------;Straftaten insgesamt;5124000;Wuppertal;voll.;6,785;3,899;2,886;68;44;24;34;17;17;76;42;34;122;77;45;204;106;98;504;286;218;264;141;123;286;156;130;550;297;253;639;364;275;1,693;947;746;426;251;175;405;238;167;831;489;342;1,017;547;470;1,342;777;565;928;539;389;629;412;217;345;188;157;5,092;2,952;2,140
------;Straftaten insgesamt;9663000;Würzburg;voll.;1,817;1,190;627;7;4;3;7;6;1;11;8;3;10;7;3;27;17;10;62;42;20;58;31;27;101;66;35;159;97;62;243;167;76;464;306;158;175;120;55;135;79;56;310;199;111;329;235;94;317;200;117;170;120;50;141;89;52;86;41;45;1,353;884;469
------;Straftaten insgesamt;5334002;Aachen;vers.;293;167;126;1;0;1;2;1;1;1;0;1;2;1;1;8;5;3;14;7;7;5;2;3;11;6;5;16;8;8;19;10;9;49;25;24;16;8;8;22;14;8;38;22;16;50;33;17;54;27;27;37;23;14;42;28;14;23;9;14;244;142;102
------;Straftaten insgesamt;9761000;Augsburg;vers.;501;347;154;3;1;2;2;0;2;4;3;1;11;8;3;7;2;5;27;14;13;13;7;6;15;9;6;28;16;12;42;24;18;97;54;43;36;22;14;27;22;5;63;44;19;85;62;23;115;86;29;65;46;19;49;35;14;27;20;7;404;293;111
------;Straftaten insgesamt;5378004;Bergisch Gladbach;vers.;70;43;27;0;0;0;0;0;0;0;0;0;3;2;1;3;2;1;6;4;2;4;3;1;6;5;1;10;8;2;5;5;0;21;17;4;3;0;3;2;1;1;5;1;4;8;4;4;10;7;3;13;6;7;3;2;1;10;6;4;49;26;23
------;Straftaten insgesamt;11000000;Berlin;vers.;7,110;4,936;2,174;64;27;37;31;18;13;40;25;15;88;52;36;127;73;54;350;195;155;217;145;72;213;148;65;430;293;137;354;223;131;1,134;711;423;250;172;78;317;232;85;567;404;163;1,001;719;282;1,996;1,486;510;1,101;758;343;856;578;278;455;280;175;5,976;4,225;1,751
------;Straftaten insgesamt;5711000;Bielefeld;vers.;288;159;129;0;0;0;0;0;0;2;1;1;3;2;1;8;3;5;13;6;7;14;10;4;13;9;4;27;19;8;31;17;14;71;42;29;13;6;7;16;5;11;29;11;18;34;20;14;64;36;28;41;26;15;32;13;19;17;11;6;217;117;100
------;Straftaten insgesamt;5911000;Bochum;vers.;434;293;141;3;2;1;0;0;0;6;4;2;8;5;3;15;8;7;32;19;13;20;12;8;16;12;4;36;24;12;39;27;12;107;70;37;19;13;6;17;10;7;36;23;13;51;32;19;113;83;30;62;45;17;38;24;14;27;16;11;327;223;104
------;Straftaten insgesamt;5314000;Bonn;vers.;333;210;123;1;0;1;0;0;0;4;4;0;5;3;2;6;4;2;16;11;5;10;6;4;9;6;3;19;12;7;23;13;10;58;36;22;11;8;3;20;10;10;31;18;13;48;34;14;81;57;24;54;30;24;37;21;16;24;14;10;275;174;101
------;Straftaten insgesamt;5512000;Bottrop;vers.;76;48;28;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;3;1;2;3;3;0;4;3;1;7;6;1;9;6;3;19;13;6;6;4;2;4;4;0;10;8;2;6;4;2;12;5;7;14;11;3;13;7;6;2;0;2;57;35;22
------;Straftaten insgesamt;3101000;Braunschweig;vers.;228;151;77;1;0;1;1;0;1;1;1;0;0;0;0;5;4;1;8;5;3;6;2;4;15;6;9;21;8;13;23;18;5;52;31;21;14;9;5;16;10;6;30;19;11;34;25;9;42;31;11;33;19;14;25;19;6;12;7;5;176;120;56
------;Straftaten insgesamt;4011000;Bremen;vers.;631;436;195;4;2;2;0;0;0;4;0;4;6;4;2;8;4;4;22;10;12;11;7;4;37;24;13;48;31;17;52;42;10;122;83;39;51;35;16;34;27;7;85;62;23;87;67;20;141;104;37;85;60;25;67;39;28;44;21;23;509;353;156
------;Straftaten insgesamt;4012000;Bremerhaven;vers.;125;86;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;2;2;2;0;9;7;2;15;9;6;24;16;8;10;6;4;5;4;1;15;10;5;16;11;5;23;19;4;21;15;6;16;11;5;10;4;6;101;70;31
------;Straftaten insgesamt;14511000;Chemnitz;vers.;194;137;57;1;1;0;0;0;0;1;1;0;2;1;1;7;7;0;11;10;1;12;10;2;9;4;5;21;14;7;21;14;7;53;38;15;9;7;2;7;6;1;16;13;3;27;21;6;41;27;14;31;23;8;14;8;6;12;7;5;141;99;42
------;Straftaten insgesamt;12052000;Cottbus;vers.;114;66;48;1;1;0;0;0;0;1;0;1;2;1;1;3;2;1;7;4;3;6;4;2;7;3;4;13;7;6;12;8;4;32;19;13;5;4;1;5;2;3;10;6;4;11;7;4;32;18;14;10;3;7;11;7;4;8;6;2;82;47;35
------;Straftaten insgesamt;6411000;Darmstadt;vers.;65;39;26;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;5;1;4;5;1;4;5;4;1;11;5;6;0;0;0;4;3;1;4;3;1;10;8;2;22;15;7;5;2;3;7;2;5;6;4;2;54;34;20
------;Straftaten insgesamt;5913000;Dortmund;vers.;756;490;266;4;1;3;4;2;2;4;1;3;18;10;8;17;13;4;47;27;20;20;11;9;33;24;9;53;35;18;88;58;30;188;120;68;32;24;8;44;23;21;76;47;29;114;85;29;135;92;43;100;70;30;70;40;30;73;36;37;568;370;198
------;Straftaten insgesamt;14612000;Dresden;vers.;493;367;126;4;1;3;0;0;0;5;4;1;4;1;3;8;4;4;21;10;11;10;7;3;16;12;4;26;19;7;35;28;7;82;57;25;25;14;11;23;17;6;48;31;17;69;54;15;141;116;25;65;50;15;56;44;12;32;15;17;411;310;101
------;Straftaten insgesamt;5112000;Duisburg;vers.;479;290;189;2;1;1;1;1;0;3;3;0;10;7;3;14;8;6;30;20;10;15;9;6;16;7;9;31;16;15;33;18;15;94;54;40;24;15;9;27;16;11;51;31;20;70;43;27;77;48;29;78;49;29;60;40;20;49;25;24;385;236;149
------;Straftaten insgesamt;5111000;Düsseldorf;vers.;712;515;197;2;2;0;1;1;0;4;3;1;2;2;0;16;9;7;25;17;8;11;5;6;21;18;3;32;23;9;45;32;13;102;72;30;42;33;9;30;22;8;72;55;17;119;87;32;203;150;53;122;88;34;67;47;20;27;16;11;610;443;167
------;Straftaten insgesamt;16051000;Erfurt;vers.;496;348;148;0;0;0;0;0;0;8;6;2;4;2;2;6;0;6;18;8;10;14;8;6;18;11;7;32;19;13;33;27;6;83;54;29;17;10;7;22;18;4;39;28;11;94;78;16;129;88;41;65;48;17;56;38;18;30;14;16;413;294;119
------;Straftaten insgesamt;9562000;Erlangen;vers.;76;50;26;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;3;2;1;7;4;3;10;6;4;8;6;2;19;13;6;4;3;1;11;6;5;15;9;6;5;4;1;19;12;7;11;7;4;3;2;1;4;3;1;57;37;20
------;Straftaten insgesamt;5113000;Essen;vers.;421;261;160;2;1;1;1;1;0;3;2;1;1;1;0;10;5;5;17;10;7;10;7;3;25;14;11;35;21;14;34;21;13;86;52;34;25;16;9;16;13;3;41;29;12;52;26;26;81;53;28;65;42;23;64;43;21;32;16;16;335;209;126
------;Straftaten insgesamt;6412000;Frankfurt am Main;vers.;834;545;289;10;6;4;0;0;0;5;3;2;9;3;6;10;6;4;34;18;16;13;8;5;24;14;10;37;22;15;62;40;22;133;80;53;41;28;13;39;24;15;80;52;28;118;86;32;216;138;78;137;94;43;95;62;33;55;33;22;701;465;236
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;vers.;314;226;88;18;17;1;1;0;1;0;0;0;2;2;0;5;4;1;26;23;3;6;5;1;10;7;3;16;12;4;23;17;6;65;52;13;12;10;2;19;11;8;31;21;10;39;30;9;63;44;19;62;40;22;37;27;10;17;12;5;249;174;75
------;Straftaten insgesamt;9563000;Fürth;vers.;66;45;21;1;1;0;0;0;0;1;0;1;0;0;0;3;3;0;5;4;1;3;1;2;3;3;0;6;4;2;5;3;2;16;11;5;1;1;0;5;2;3;6;3;3;6;5;1;15;10;5;13;11;2;6;3;3;4;2;2;50;34;16
------;Straftaten insgesamt;5513000;Gelsenkirchen;vers.;271;170;101;2;0;2;4;3;1;5;2;3;8;3;5;12;5;7;31;13;18;11;9;2;12;11;1;23;20;3;19;15;4;73;48;25;15;10;5;14;7;7;29;17;12;33;23;10;47;27;20;38;25;13;33;18;15;18;12;6;198;122;76
------;Straftaten insgesamt;3159016;Göttingen;vers.;178;114;64;1;0;1;0;0;0;2;2;0;2;1;1;1;0;1;6;3;3;5;1;4;4;2;2;9;3;6;23;15;8;38;21;17;10;7;3;10;9;1;20;16;4;28;16;12;32;19;13;24;16;8;18;15;3;18;11;7;140;93;47
------;Straftaten insgesamt;5914000;Hagen;vers.;170;102;68;2;2;0;1;1;0;1;0;1;5;4;1;11;6;5;20;13;7;4;3;1;10;6;4;14;9;5;9;6;3;43;28;15;9;6;3;8;4;4;17;10;7;18;9;9;39;22;17;19;13;6;21;12;9;13;8;5;127;74;53
------;Straftaten insgesamt;15002000;Halle (Saale);vers.;427;306;121;5;3;2;3;3;0;3;1;2;5;2;3;14;8;6;30;17;13;3;1;2;16;10;6;19;11;8;36;28;8;85;56;29;17;11;6;12;9;3;29;20;9;70;52;18;101;80;21;75;53;22;44;33;11;23;12;11;342;250;92
------;Straftaten insgesamt;2000000;Hamburg;vers.;1,907;1,277;630;8;6;2;7;6;1;8;4;4;19;12;7;36;24;12;78;52;26;52;33;19;63;40;23;115;73;42;134;86;48;327;211;116;96;65;31;87;57;30;183;122;61;261;166;95;503;357;146;320;223;97;200;134;66;113;64;49;1,580;1,066;514
------;Straftaten insgesamt;5915000;Hamm;vers.;151;93;58;1;1;0;0;0;0;1;1;0;2;2;0;8;5;3;12;9;3;2;1;1;12;10;2;14;11;3;9;2;7;35;22;13;12;8;4;10;7;3;22;15;7;17;9;8;28;18;10;23;12;11;16;11;5;10;6;4;116;71;45
------;Straftaten insgesamt;3241001;Hannover;vers.;857;602;255;4;2;2;1;0;1;0;0;0;2;0;2;5;2;3;12;4;8;21;15;6;28;18;10;49;33;16;74;44;30;135;81;54;65;49;16;54;36;18;119;85;34;148;111;37;195;140;55;128;95;33;81;61;20;51;29;22;722;521;201
------;Straftaten insgesamt;8221000;Heidelberg;vers.;152;106;46;2;1;1;0;0;0;0;0;0;0;0;0;1;1;0;3;2;1;3;2;1;3;2;1;6;4;2;13;10;3;22;16;6;12;7;5;9;7;2;21;14;7;24;18;6;33;25;8;25;17;8;17;10;7;10;6;4;130;90;40
------;Straftaten insgesamt;8121000;Heilbronn;vers.;111;71;40;2;1;1;0;0;0;0;0;0;2;1;1;3;1;2;7;3;4;2;0;2;2;1;1;4;1;3;8;8;0;19;12;7;7;5;2;7;3;4;14;8;6;20;13;7;22;15;7;17;10;7;7;6;1;12;7;5;92;59;33
------;Straftaten insgesamt;5916000;Herne;vers.;188;119;69;2;2;0;3;1;2;2;2;0;2;1;1;0;0;0;9;6;3;12;8;4;10;6;4;22;14;8;12;8;4;43;28;15;8;5;3;9;3;6;17;8;9;25;13;12;39;27;12;30;19;11;21;15;6;13;9;4;145;91;54
------;Straftaten insgesamt;3254021;Hildesheim;vers.;125;82;43;0;0;0;0;0;0;0;0;0;2;1;1;4;4;0;6;5;1;5;3;2;5;4;1;10;7;3;11;8;3;27;20;7;13;7;6;8;7;1;21;14;7;12;7;5;24;17;7;22;10;12;13;10;3;6;4;2;98;62;36
