Schluessel,Straftat,Gemeindeschluessel,Stadt,Faelle,HZ,Versuche,Versuche_Prozent,Schusswaffe_gedroht,Schusswaffe_geschossen,aufgeklaert,Aufklaerungsquote,Tatverdaechtige,Tatverdaechtige_maennlich,Tatverdaechtige_weiblich,Nichtdeutsche,Nichtdeutsche_Prozent,Jahr
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5170024,Moers,34,33,0,0.0,0,0,33,97.1,32,27,5,9,28.1,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5116000,Mönchengladbach,176,68,0,0.0,1,0,175,99.4,167,133,34,64,38.3,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5117000,Mülheim an der Ruhr,52,30,0,0.0,1,0,52,100.0,56,42,14,18,32.1,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,9162000,München,841,57,0,0.0,2,0,829,98.6,757,661,96,329,43.5,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5515000,Münster,208,66,0,0.0,0,0,208,100.0,187,163,24,60,32.1,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5162024,Neuss,54,35,0,0.0,0,0,54,100.0,53,45,8,19,35.8,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,9564000,Nürnberg,339,66,0,0.0,0,0,334,98.5,303,249,54,109,36.0,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5119000,Oberhausen,105,50,0,0.0,1,0,105,100.0,101,77,24,33,32.7,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,6413000,Offenbach am Main,56,43,0,0.0,0,0,55,98.2,56,51,5,23,41.1,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,3403000,Oldenburg (Oldenburg),92,54,0,0.0,0,0,91,98.9,84,76,8,22,26.2,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,3404000,Osnabrück,112,68,0,0.0,0,0,112,100.0,101,78,23,30,29.7,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5774032,Paderborn,89,59,0,0.0,0,0,89,100.0,86,69,17,21,24.4,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,8231000,Pforzheim,95,75,0,0.0,0,0,94,98.9,84,66,18,29,34.5,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,12054000,Potsdam,96,53,0,0.0,0,0,93,96.9,85,73,12,20,23.5,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5562032,Recklinghausen,69,62,0,0.0,0,0,69,100.0,65,54,11,20,30.8,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,9362000,Regensburg,89,58,0,0.0,0,0,89,100.0,83,61,22,15,18.1,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5120000,Remscheid,53,48,0,0.0,0,1,53,100.0,47,36,11,11,23.4,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,8415061,Reutlingen,58,50,0,0.0,0,0,55,94.8,48,39,9,19,39.6,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,13003000,Rostock,144,69,0,0.0,0,0,142,98.6,120,97,23,21,17.5,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,10041100,Saarbrücken,160,89,0,0.0,0,0,157,98.1,150,125,25,43,28.7,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,3102000,Salzgitter,43,41,0,0.0,0,0,43,100.0,39,31,8,9,23.1,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,13004000,Schwerin,102,107,0,0.0,0,0,102,100.0,90,77,13,25,27.8,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5970040,Siegen,69,68,0,0.0,0,0,68,98.6,61,51,10,18,29.5,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5122000,Solingen,62,39,0,0.0,0,0,62,100.0,61,47,14,25,41.0,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,8111000,Stuttgart,768,122,0,0.0,0,0,761,99.1,680,555,125,300,44.1,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,7211000,Trier,85,77,0,0.0,0,0,84,98.8,76,60,16,28,36.8,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,8421000,Ulm,79,62,0,0.0,0,0,79,100.0,74,65,9,24,32.4,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,6414000,Wiesbaden,130,47,0,0.0,0,0,130,100.0,112,94,18,40,35.7,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,3103000,Wolfsburg,64,52,0,0.0,0,0,64,100.0,55,46,9,23,41.8,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,5124000,Wuppertal,200,56,0,0.0,0,0,194,97.0,187,150,37,80,42.8,2021
621100,Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB,9663000,Würzburg,53,42,0,0.0,0,0,52,98.1,48,43,5,17,35.4,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5334002,Aachen,130,52,0,0.0,0,0,129,99.2,131,108,23,51,38.9,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",9761000,Augsburg,122,41,0,0.0,0,0,122,100.0,112,98,14,41,36.6,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5378004,Bergisch Gladbach,41,37,0,0.0,0,0,41,100.0,43,36,7,14,32.6,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",11000000,Berlin,"2,645",72,0,0.0,2,0,"2,613",98.8,"2,395","2,014",381,902,37.7,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5711000,Bielefeld,104,31,0,0.0,1,0,104,100.0,110,93,17,28,25.5,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5911000,Bochum,173,47,0,0.0,0,0,172,99.4,166,136,30,44,26.5,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5314000,Bonn,159,48,0,0.0,1,0,158,99.4,148,123,25,43,29.1,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5512000,Bottrop,28,24,0,0.0,0,0,28,100.0,26,19,7,4,15.4,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",3101000,Braunschweig,116,47,0,0.0,1,0,116,100.0,113,96,17,30,26.5,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",4011000,Bremen,288,51,0,0.0,0,1,262,91.0,248,221,27,105,42.3,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",4012000,Bremerhaven,65,57,0,0.0,0,0,63,96.9,59,51,8,11,18.6,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",14511000,Chemnitz,107,44,0,0.0,0,0,106,99.1,98,92,6,26,26.5,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",12052000,Cottbus,36,36,0,0.0,0,0,36,100.0,35,32,3,11,31.4,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",6411000,Darmstadt,42,26,0,0.0,0,0,42,100.0,40,35,5,13,32.5,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5913000,Dortmund,274,47,0,0.0,0,0,274,100.0,263,227,36,89,33.8,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",14612000,Dresden,177,32,0,0.0,0,0,174,98.3,174,145,29,43,24.7,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5112000,Duisburg,200,40,0,0.0,1,1,200,100.0,202,158,44,63,31.2,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5111000,Düsseldorf,301,49,0,0.0,0,0,299,99.3,298,262,36,112,37.6,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",16051000,Erfurt,134,63,0,0.0,0,0,129,96.3,120,106,14,30,25.0,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",9562000,Erlangen,12,11,0,0.0,0,0,12,100.0,10,7,3,3,30.0,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5113000,Essen,202,35,0,0.0,0,1,198,98.0,201,169,32,70,34.8,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",6412000,Frankfurt am Main,281,37,0,0.0,0,0,279,99.3,263,233,30,129,49.0,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",8311000,Freiburg im Breisgau,148,64,0,0.0,0,0,144,97.3,140,127,13,53,37.9,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",9563000,Fürth,17,13,0,0.0,0,0,17,100.0,17,15,2,2,11.8,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5513000,Gelsenkirchen,119,46,0,0.0,0,0,117,98.3,118,101,17,49,41.5,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",3159016,Göttingen,55,47,0,0.0,0,0,55,100.0,53,47,6,11,20.8,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5754008,Gütersloh,81,80,0,0.0,0,0,81,100.0,77,67,10,27,35.1,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5914000,Hagen,104,55,0,0.0,0,0,104,100.0,97,87,10,43,44.3,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",15002000,Halle (Saale),133,56,0,0.0,0,0,132,99.2,119,101,18,40,33.6,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",2000000,Hamburg,610,33,0,0.0,0,0,605,99.2,588,507,81,249,42.3,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5915000,Hamm,83,46,0,0.0,0,0,83,100.0,79,61,18,30,38.0,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",3241001,Hannover,317,59,0,0.0,0,0,317,100.0,294,267,27,117,39.8,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",8221000,Heidelberg,46,29,0,0.0,0,0,46,100.0,47,39,8,19,40.4,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",8121000,Heilbronn,24,19,0,0.0,0,0,24,100.0,25,24,1,12,48.0,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5916000,Herne,53,34,0,0.0,0,0,53,100.0,50,43,7,13,26.0,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",3254021,Hildesheim,32,32,0,0.0,0,0,31,96.9,31,29,2,7,22.6,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",9161000,Ingolstadt,38,28,0,0.0,0,0,38,100.0,33,29,4,14,42.4,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",16053000,Jena,52,47,0,0.0,0,0,52,100.0,45,36,9,6,13.3,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",7312000,Kaiserslautern,40,40,0,0.0,0,0,40,100.0,38,36,2,13,34.2,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",8212000,Karlsruhe,73,24,0,0.0,0,0,72,98.6,70,63,7,21,30.0,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",6611000,Kassel,123,61,0,0.0,0,0,120,97.6,112,98,14,45,40.2,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",1002000,Kiel,61,25,0,0.0,0,0,61,100.0,67,53,14,12,17.9,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",7111000,Koblenz,63,56,0,0.0,0,0,62,98.4,58,45,13,11,19.0,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5315000,Köln,507,47,0,0.0,1,0,503,99.2,475,412,63,164,34.5,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5114000,Krefeld,66,29,0,0.0,1,0,66,100.0,68,57,11,24,35.3,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",14713000,Leipzig,271,45,0,0.0,0,0,266,98.2,252,218,34,61,24.2,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5316000,Leverkusen,37,23,0,0.0,0,0,36,97.3,34,26,8,6,17.6,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",1003000,Lübeck,114,53,0,0.0,0,0,112,98.2,99,83,16,26,26.3,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",7314000,Ludwigshafen am Rhein,47,27,0,0.0,0,0,47,100.0,44,40,4,19,43.2,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",15003000,Magdeburg,98,42,0,0.0,0,0,98,100.0,96,88,8,23,24.0,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",7315000,Mainz,49,23,0,0.0,0,0,49,100.0,48,43,5,11,22.9,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",8222000,Mannheim,51,16,0,0.0,0,0,51,100.0,48,44,4,27,56.3,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5170024,Moers,27,26,0,0.0,0,0,26,96.3,25,21,4,7,28.0,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5116000,Mönchengladbach,133,51,0,0.0,1,0,133,100.0,125,104,21,50,40.0,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5117000,Mülheim an der Ruhr,41,24,0,0.0,1,0,41,100.0,45,36,9,13,28.9,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",9162000,München,382,26,0,0.0,2,0,379,99.2,373,343,30,158,42.4,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5515000,Münster,160,51,0,0.0,0,0,160,100.0,152,134,18,50,32.9,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5162024,Neuss,45,29,0,0.0,0,0,45,100.0,45,40,5,17,37.8,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",9564000,Nürnberg,95,18,0,0.0,0,0,93,97.9,91,85,6,35,38.5,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5119000,Oberhausen,76,36,0,0.0,1,0,76,100.0,84,65,19,31,36.9,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",6413000,Offenbach am Main,16,12,0,0.0,0,0,16,100.0,17,17,0,6,35.3,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",3403000,Oldenburg (Oldenburg),45,27,0,0.0,0,0,45,100.0,44,41,3,10,22.7,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",3404000,Osnabrück,50,30,0,0.0,0,0,50,100.0,47,42,5,16,34.0,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5774032,Paderborn,62,41,0,0.0,0,0,62,100.0,60,51,9,13,21.7,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",8231000,Pforzheim,36,29,0,0.0,0,0,36,100.0,36,33,3,13,36.1,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",12054000,Potsdam,42,23,0,0.0,0,0,42,100.0,39,34,5,12,30.8,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5562032,Recklinghausen,43,39,0,0.0,0,0,43,100.0,42,36,6,13,31.0,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",9362000,Regensburg,28,18,0,0.0,0,0,28,100.0,27,24,3,3,11.1,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5120000,Remscheid,38,34,0,0.0,0,1,38,100.0,31,25,6,7,22.6,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",8415061,Reutlingen,23,20,0,0.0,0,0,23,100.0,22,20,2,8,36.4,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",13003000,Rostock,84,40,0,0.0,0,0,83,98.8,77,68,9,14,18.2,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",10041100,Saarbrücken,97,54,0,0.0,0,0,97,100.0,101,87,14,30,29.7,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",3102000,Salzgitter,25,24,0,0.0,0,0,25,100.0,24,19,5,7,29.2,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",13004000,Schwerin,64,67,0,0.0,0,0,64,100.0,58,51,7,14,24.1,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5970040,Siegen,34,33,0,0.0,0,0,33,97.1,31,27,4,9,29.0,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5122000,Solingen,51,32,0,0.0,0,0,51,100.0,53,40,13,23,43.4,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",8111000,Stuttgart,355,56,0,0.0,0,0,354,99.7,351,313,38,155,44.2,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",7211000,Trier,36,33,0,0.0,0,0,36,100.0,37,31,6,12,32.4,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",8421000,Ulm,26,21,0,0.0,0,0,26,100.0,26,26,0,5,19.2,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",6414000,Wiesbaden,63,23,0,0.0,0,0,63,100.0,60,54,6,19,31.7,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",3103000,Wolfsburg,30,24,0,0.0,0,0,30,100.0,30,25,5,11,36.7,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",5124000,Wuppertal,152,43,0,0.0,0,0,147,96.7,147,116,31,58,39.5,2021
621110,"Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB",9663000,Würzburg,18,14,0,0.0,0,0,18,100.0,18,17,1,9,50.0,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",5334002,Aachen,39,16,0,0.0,0,0,39,100.0,39,31,8,13,33.3,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",9761000,Augsburg,189,64,0,0.0,0,0,187,98.9,168,134,34,47,28.0,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",5378004,Bergisch Gladbach,5,4,0,0.0,0,0,5,100.0,5,4,1,2,40.0,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",11000000,Berlin,"1,621",44,0,0.0,1,1,"1,535",94.7,"1,403","1,100",303,480,34.2,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",5711000,Bielefeld,34,10,0,0.0,0,0,34,100.0,34,27,7,15,44.1,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",5911000,Bochum,128,35,0,0.0,0,0,116,90.6,112,91,21,16,14.3,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",5314000,Bonn,77,23,0,0.0,0,0,75,97.4,74,60,14,24,32.4,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",5512000,Bottrop,9,8,0,0.0,0,0,8,88.9,8,7,1,3,37.5,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",3101000,Braunschweig,94,38,0,0.0,1,0,93,98.9,91,73,18,26,28.6,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",4011000,Bremen,191,34,0,0.0,0,0,182,95.3,157,119,38,60,38.2,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",4012000,Bremerhaven,17,15,0,0.0,0,0,15,88.2,15,13,2,7,46.7,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",14511000,Chemnitz,51,21,0,0.0,0,0,51,100.0,50,41,9,11,22.0,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",12052000,Cottbus,40,41,0,0.0,0,0,40,100.0,36,32,4,8,22.2,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",6411000,Darmstadt,14,9,0,0.0,0,0,13,92.9,13,11,2,5,38.5,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",5913000,Dortmund,314,53,0,0.0,1,0,308,98.1,324,263,61,102,31.5,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",14612000,Dresden,115,21,0,0.0,0,0,110,95.7,106,89,17,28,26.4,2021
