Schluessel,Straftat,Gemeindeschluessel,Stadt,Faelle,HZ,Versuche,Versuche_Prozent,Schusswaffe_gedroht,Schusswaffe_geschossen,aufgeklaert,Aufklaerungsquote,Tatverdaechtige,Tatverdaechtige_maennlich,Tatverdaechtige_weiblich,Nichtdeutsche,Nichtdeutsche_Prozent,Jahr
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",3103000,Wolfsburg,34,27,0,0.0,0,0,34,100.0,30,25,5,14,46.7,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",5124000,Wuppertal,48,14,0,0.0,0,0,47,97.9,49,40,9,27,55.1,2021
621120,"Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB",9663000,Würzburg,35,28,0,0.0,0,0,34,97.1,30,26,4,8,26.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5334002,Aachen,153,61,8,5.2,0,0,142,92.8,150,115,35,81,54.0,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",9761000,Augsburg,77,26,13,16.9,0,0,74,96.1,78,55,23,38,48.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5378004,Bergisch Gladbach,25,22,2,8.0,0,0,22,88.0,28,24,4,3,10.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",11000000,Berlin,"2,245",61,165,7.3,0,0,"1,990",88.6,"1,902","1,433",469,"1,031",54.2,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5711000,Bielefeld,97,29,8,8.2,0,0,83,85.6,103,82,21,45,43.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5911000,Bochum,131,36,5,3.8,0,0,117,89.3,120,92,28,58,48.3,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5314000,Bonn,128,39,8,6.3,0,0,115,89.8,130,104,26,46,35.4,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5512000,Bottrop,35,30,2,5.7,0,0,30,85.7,40,33,7,17,42.5,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",3101000,Braunschweig,101,41,6,5.9,0,0,98,97.0,88,70,18,30,34.1,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",4011000,Bremen,588,104,23,3.9,0,0,532,90.5,560,417,143,265,47.3,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",4012000,Bremerhaven,69,61,8,11.6,0,0,67,97.1,76,50,26,27,35.5,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",14511000,Chemnitz,62,25,8,12.9,0,0,62,100.0,66,41,25,22,33.3,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",12052000,Cottbus,39,40,1,2.6,0,0,36,92.3,40,32,8,12,30.0,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",6411000,Darmstadt,62,39,3,4.8,0,0,63,101.6,73,60,13,34,46.6,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5913000,Dortmund,310,53,19,6.1,0,0,246,79.4,233,173,60,131,56.2,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",14612000,Dresden,244,44,13,5.3,0,0,237,97.1,220,173,47,71,32.3,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5112000,Duisburg,218,44,12,5.5,0,0,171,78.4,228,185,43,127,55.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5111000,Düsseldorf,331,53,15,4.5,0,0,284,85.8,399,317,82,188,47.1,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",16051000,Erfurt,265,124,6,2.3,0,0,256,96.6,201,154,47,39,19.4,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",9562000,Erlangen,40,36,1,2.5,0,0,38,95.0,38,28,10,24,63.2,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5113000,Essen,282,48,17,6.0,0,0,221,78.4,256,192,64,140,54.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",6412000,Frankfurt am Main,585,77,11,1.9,0,0,541,92.5,572,439,133,303,53.0,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",8311000,Freiburg im Breisgau,124,54,12,9.7,0,0,124,100.0,136,112,24,77,56.6,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",9563000,Fürth,50,39,8,16.0,0,0,48,96.0,49,30,19,20,40.8,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5513000,Gelsenkirchen,78,30,6,7.7,0,0,71,91.0,89,64,25,55,61.8,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",3159016,Göttingen,50,43,1,2.0,0,0,48,96.0,49,40,9,18,36.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5754008,Gütersloh,64,64,2,3.1,0,0,59,92.2,67,59,8,25,37.3,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5914000,Hagen,76,40,8,10.5,0,0,68,89.5,105,83,22,66,62.9,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",15002000,Halle (Saale),157,66,5,3.2,0,0,150,95.5,142,108,34,40,28.2,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",2000000,Hamburg,609,33,62,10.2,0,0,535,87.8,577,482,95,304,52.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5915000,Hamm,65,36,3,4.6,0,0,58,89.2,76,61,15,37,48.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",3241001,Hannover,387,72,20,5.2,0,0,366,94.6,404,292,112,208,51.5,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",8221000,Heidelberg,47,30,2,4.3,0,0,45,95.7,49,37,12,22,44.9,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",8121000,Heilbronn,59,47,6,10.2,0,0,57,96.6,57,41,16,27,47.4,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5916000,Herne,41,26,4,9.8,0,0,33,80.5,37,26,11,14,37.8,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",3254021,Hildesheim,34,34,2,5.9,0,0,33,97.1,28,20,8,10,35.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",9161000,Ingolstadt,59,43,8,13.6,0,0,58,98.3,63,37,26,25,39.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",16053000,Jena,21,19,1,4.8,0,0,20,95.2,23,17,6,7,30.4,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",7312000,Kaiserslautern,35,35,3,8.6,0,0,32,91.4,36,23,13,15,41.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",8212000,Karlsruhe,150,49,19,12.7,0,0,148,98.7,153,109,44,61,39.9,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",6611000,Kassel,85,42,6,7.1,0,0,83,97.6,95,82,13,46,48.4,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",1002000,Kiel,65,26,8,12.3,0,0,63,96.9,74,53,21,33,44.6,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",7111000,Koblenz,59,52,6,10.2,0,0,57,96.6,61,44,17,26,42.6,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5315000,Köln,617,57,55,8.9,0,0,551,89.3,643,503,140,313,48.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5114000,Krefeld,152,67,5,3.3,0,0,148,97.4,170,114,56,68,40.0,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",14713000,Leipzig,186,31,11,5.9,0,0,179,96.2,195,146,49,54,27.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5316000,Leverkusen,45,27,5,11.1,0,0,36,80.0,37,25,12,14,37.8,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",1003000,Lübeck,47,22,2,4.3,0,0,47,100.0,50,38,12,10,20.0,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",7314000,Ludwigshafen am Rhein,79,46,4,5.1,0,0,75,94.9,75,54,21,29,38.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",15003000,Magdeburg,79,34,4,5.1,0,0,76,96.2,77,53,24,18,23.4,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",7315000,Mainz,69,32,6,8.7,0,0,69,100.0,67,46,21,27,40.3,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",8222000,Mannheim,145,47,11,7.6,0,0,135,93.1,142,101,41,71,50.0,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5170024,Moers,19,18,0,0.0,0,0,19,100.0,17,13,4,3,17.6,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5116000,Mönchengladbach,166,64,4,2.4,0,0,158,95.2,198,151,47,72,36.4,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5117000,Mülheim an der Ruhr,56,33,5,8.9,0,0,52,92.9,67,45,22,36,53.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",9162000,München,434,29,44,10.1,0,0,411,94.7,421,296,125,276,65.6,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5515000,Münster,82,26,6,7.3,0,0,77,93.9,84,70,14,34,40.5,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5162024,Neuss,52,34,1,1.9,0,0,44,84.6,65,47,18,24,36.9,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",9564000,Nürnberg,234,45,30,12.8,0,0,228,97.4,236,169,67,106,44.9,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5119000,Oberhausen,74,35,4,5.4,0,0,74,100.0,67,41,26,27,40.3,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",6413000,Offenbach am Main,144,110,1,0.7,0,0,141,97.9,156,124,32,67,42.9,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",3403000,Oldenburg (Oldenburg),76,45,14,18.4,0,0,58,76.3,69,54,15,30,43.5,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",3404000,Osnabrück,43,26,3,7.0,0,0,39,90.7,45,30,15,15,33.3,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5774032,Paderborn,55,36,3,5.5,0,0,53,96.4,61,43,18,14,23.0,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",8231000,Pforzheim,93,74,7,7.5,0,0,92,98.9,67,51,16,27,40.3,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",12054000,Potsdam,45,25,0,0.0,0,0,45,100.0,49,38,11,16,32.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5562032,Recklinghausen,32,29,1,3.1,0,0,30,93.8,38,33,5,11,28.9,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",9362000,Regensburg,56,37,5,8.9,0,0,54,96.4,53,35,18,19,35.8,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5120000,Remscheid,84,75,1,1.2,0,0,82,97.6,31,22,9,15,48.4,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",8415061,Reutlingen,37,32,6,16.2,0,0,37,100.0,44,38,6,18,40.9,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",13003000,Rostock,32,15,3,9.4,0,0,29,90.6,31,25,6,11,35.5,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",10041100,Saarbrücken,66,37,6,9.1,0,0,63,95.5,63,49,14,25,39.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",3102000,Salzgitter,31,30,3,9.7,0,0,30,96.8,33,25,8,14,42.4,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",13004000,Schwerin,33,35,1,3.0,0,0,29,87.9,28,17,11,6,21.4,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5970040,Siegen,34,33,1,2.9,0,0,33,97.1,35,22,13,14,40.0,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5122000,Solingen,57,36,5,8.8,0,0,51,89.5,68,47,21,29,42.6,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",8111000,Stuttgart,253,40,23,9.1,0,0,228,90.1,229,180,49,118,51.5,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",7211000,Trier,40,36,4,10.0,0,0,39,97.5,40,31,9,18,45.0,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",8421000,Ulm,63,50,4,6.3,0,0,62,98.4,64,48,16,29,45.3,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",6414000,Wiesbaden,153,55,7,4.6,0,0,152,99.3,157,112,45,56,35.7,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",3103000,Wolfsburg,46,37,6,13.0,0,0,44,95.7,39,28,11,16,41.0,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5124000,Wuppertal,124,35,5,4.0,0,0,111,89.5,136,98,38,70,51.5,2021
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",9663000,Würzburg,50,39,2,4.0,0,0,48,96.0,52,37,15,18,34.6,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5334002,Aachen,70,28,16,22.9,0,0,24,34.3,24,15,9,8,33.3,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",9761000,Augsburg,32,11,4,12.5,0,0,23,71.9,24,17,7,1,4.2,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5378004,Bergisch Gladbach,20,18,1,5.0,0,0,8,40.0,9,6,3,2,22.2,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",11000000,Berlin,"1,040",28,171,16.4,0,0,352,33.8,380,303,77,116,30.5,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5711000,Bielefeld,92,28,21,22.8,0,0,55,59.8,51,34,17,12,23.5,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5911000,Bochum,44,12,7,15.9,0,1,20,45.5,22,14,8,4,18.2,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5314000,Bonn,52,16,4,7.7,0,0,17,32.7,18,14,4,7,38.9,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5512000,Bottrop,15,13,3,20.0,0,0,7,46.7,9,5,4,0,0.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",3101000,Braunschweig,37,15,10,27.0,0,0,20,54.1,18,16,2,4,22.2,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",4011000,Bremen,114,20,17,14.9,0,0,31,27.2,33,27,6,12,36.4,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",4012000,Bremerhaven,23,20,5,21.7,0,0,8,34.8,5,5,0,1,20.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",14511000,Chemnitz,121,50,4,3.3,0,0,72,59.5,52,37,15,12,23.1,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",12052000,Cottbus,32,32,9,28.1,0,0,16,50.0,15,11,4,3,20.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",6411000,Darmstadt,20,13,3,15.0,0,0,18,90.0,20,11,9,6,30.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5913000,Dortmund,100,17,8,8.0,0,0,48,48.0,47,35,12,15,31.9,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",14612000,Dresden,144,26,8,5.6,0,0,65,45.1,74,56,18,14,18.9,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5112000,Duisburg,113,23,14,12.4,0,0,57,50.4,64,46,18,15,23.4,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5111000,Düsseldorf,68,11,4,5.9,0,0,33,48.5,39,31,8,11,28.2,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",16051000,Erfurt,36,17,10,27.8,0,0,16,44.4,20,15,5,1,5.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",9562000,Erlangen,11,10,1,9.1,0,0,8,72.7,11,9,2,3,27.3,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5113000,Essen,181,31,20,11.0,0,0,69,38.1,76,55,21,20,26.3,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",6412000,Frankfurt am Main,187,24,14,7.5,0,0,70,37.4,84,60,24,30,35.7,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",8311000,Freiburg im Breisgau,44,19,4,9.1,0,0,17,38.6,18,14,4,4,22.2,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",9563000,Fürth,8,6,1,12.5,0,0,5,62.5,5,3,2,2,40.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5513000,Gelsenkirchen,57,22,6,10.5,0,0,24,42.1,26,20,6,5,19.2,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",3159016,Göttingen,27,23,9,33.3,0,0,15,55.6,13,10,3,3,23.1,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5754008,Gütersloh,5,5,2,40.0,0,0,4,80.0,3,3,0,0,0.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5914000,Hagen,45,24,6,13.3,0,0,14,31.1,17,13,4,6,35.3,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",15002000,Halle (Saale),61,26,9,14.8,0,0,20,32.8,22,19,3,5,22.7,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",2000000,Hamburg,235,13,48,20.4,0,0,80,34.0,81,64,17,18,22.2,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5915000,Hamm,81,45,12,14.8,0,0,27,33.3,36,28,8,9,25.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",3241001,Hannover,91,17,36,39.6,0,1,56,61.5,32,29,3,9,28.1,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",8221000,Heidelberg,25,16,3,12.0,0,0,10,40.0,14,12,2,4,28.6,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",8121000,Heilbronn,19,15,0,0.0,0,0,10,52.6,11,6,5,3,27.3,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5916000,Herne,17,11,2,11.8,0,0,8,47.1,13,12,1,1,7.7,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",3254021,Hildesheim,23,23,2,8.7,0,0,18,78.3,17,11,6,2,11.8,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",9161000,Ingolstadt,33,24,12,36.4,0,0,18,54.5,22,12,10,7,31.8,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",16053000,Jena,20,18,3,15.0,0,0,8,40.0,7,4,3,2,28.6,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",7312000,Kaiserslautern,36,36,6,16.7,0,0,19,52.8,15,11,4,1,6.7,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",8212000,Karlsruhe,41,13,10,24.4,0,0,24,58.5,26,22,4,4,15.4,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",6611000,Kassel,46,23,4,8.7,0,0,22,47.8,25,21,4,7,28.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",1002000,Kiel,49,20,15,30.6,0,0,21,42.9,25,17,8,1,4.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",7111000,Koblenz,42,37,2,4.8,0,0,15,35.7,19,18,1,4,21.1,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5315000,Köln,195,18,22,11.3,0,0,62,31.8,65,44,21,17,26.2,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5114000,Krefeld,86,38,15,17.4,0,0,32,37.2,35,21,14,8,22.9,2021
