Schluessel,Straftat,Gemeindeschluessel,Stadt,Faelle,HZ,Versuche,Versuche_Prozent,Schusswaffe_gedroht,Schusswaffe_geschossen,aufgeklaert,Aufklaerungsquote,Tatverdaechtige,Tatverdaechtige_maennlich,Tatverdaechtige_weiblich,Nichtdeutsche,Nichtdeutsche_Prozent,Jahr
621020,Widerstand gegen Vollstreckungsbeamte,5114000,Krefeld,140,62,0,0.0,0,0,140,100.0,142,115,27,36,25.4,2017
621020,Widerstand gegen Vollstreckungsbeamte,14713000,Leipzig,207,36,0,0.0,0,0,207,100.0,192,175,17,47,24.5,2017
621020,Widerstand gegen Vollstreckungsbeamte,5316000,Leverkusen,84,51,0,0.0,0,0,84,100.0,84,70,14,28,33.3,2017
621020,Widerstand gegen Vollstreckungsbeamte,1003000,Lübeck,126,58,0,0.0,0,0,125,99.2,128,114,14,29,22.7,2017
621020,Widerstand gegen Vollstreckungsbeamte,7314000,Ludwigshafen am Rhein,35,21,0,0.0,0,0,35,100.0,34,31,3,15,44.1,2017
621020,Widerstand gegen Vollstreckungsbeamte,15003000,Magdeburg,85,36,0,0.0,0,0,85,100.0,98,86,12,23,23.5,2017
621020,Widerstand gegen Vollstreckungsbeamte,7315000,Mainz,99,46,0,0.0,0,0,97,98.0,90,72,18,30,33.3,2017
621020,Widerstand gegen Vollstreckungsbeamte,8222000,Mannheim,77,25,0,0.0,0,0,77,100.0,78,69,9,40,51.3,2017
621020,Widerstand gegen Vollstreckungsbeamte,5170024,Moers,26,25,0,0.0,0,0,26,100.0,29,24,5,11,37.9,2017
621020,Widerstand gegen Vollstreckungsbeamte,5116000,Mönchengladbach,112,43,0,0.0,0,0,108,96.4,117,98,19,34,29.1,2017
621020,Widerstand gegen Vollstreckungsbeamte,5117000,Mülheim an der Ruhr,46,27,0,0.0,0,0,46,100.0,45,35,10,14,31.1,2017
621020,Widerstand gegen Vollstreckungsbeamte,9162000,München,248,17,0,0.0,1,0,246,99.2,243,227,16,115,47.3,2017
621020,Widerstand gegen Vollstreckungsbeamte,5515000,Münster,139,45,0,0.0,0,0,138,99.3,134,109,25,35,26.1,2017
621020,Widerstand gegen Vollstreckungsbeamte,5162024,Neuss,55,36,0,0.0,0,0,54,98.2,52,40,12,15,28.8,2017
621020,Widerstand gegen Vollstreckungsbeamte,9564000,Nürnberg,113,22,0,0.0,0,0,113,100.0,111,100,11,31,27.9,2017
621020,Widerstand gegen Vollstreckungsbeamte,5119000,Oberhausen,53,25,0,0.0,0,0,53,100.0,53,50,3,13,24.5,2017
621020,Widerstand gegen Vollstreckungsbeamte,6413000,Offenbach am Main,37,30,0,0.0,0,0,37,100.0,41,35,6,18,43.9,2017
621020,Widerstand gegen Vollstreckungsbeamte,3403000,Oldenburg (Oldenburg),42,25,0,0.0,0,0,41,97.6,39,36,3,10,25.6,2017
621020,Widerstand gegen Vollstreckungsbeamte,3404000,Osnabrück,64,39,0,0.0,0,0,62,96.9,69,62,7,22,31.9,2017
621020,Widerstand gegen Vollstreckungsbeamte,5774032,Paderborn,84,56,0,0.0,0,0,83,98.8,79,70,9,25,31.6,2017
621020,Widerstand gegen Vollstreckungsbeamte,8231000,Pforzheim,15,12,0,0.0,0,0,15,100.0,15,14,1,7,46.7,2017
621020,Widerstand gegen Vollstreckungsbeamte,12054000,Potsdam,70,41,0,0.0,0,0,70,100.0,67,50,17,13,19.4,2017
621020,Widerstand gegen Vollstreckungsbeamte,5562032,Recklinghausen,75,66,0,0.0,0,0,75,100.0,74,64,10,26,35.1,2017
621020,Widerstand gegen Vollstreckungsbeamte,9362000,Regensburg,41,28,0,0.0,0,0,37,90.2,36,35,1,10,27.8,2017
621020,Widerstand gegen Vollstreckungsbeamte,5120000,Remscheid,50,45,0,0.0,0,0,50,100.0,49,42,7,11,22.4,2017
621020,Widerstand gegen Vollstreckungsbeamte,8415061,Reutlingen,16,14,0,0.0,0,0,16,100.0,15,14,1,7,46.7,2017
621020,Widerstand gegen Vollstreckungsbeamte,13003000,Rostock,75,36,0,0.0,0,0,75,100.0,71,63,8,7,9.9,2017
621020,Widerstand gegen Vollstreckungsbeamte,10041100,Saarbrücken,107,60,0,0.0,0,0,106,99.1,106,89,17,40,37.7,2017
621020,Widerstand gegen Vollstreckungsbeamte,3102000,Salzgitter,21,20,0,0.0,0,0,21,100.0,19,16,3,3,15.8,2017
621020,Widerstand gegen Vollstreckungsbeamte,13004000,Schwerin,54,56,0,0.0,0,0,54,100.0,55,50,5,9,16.4,2017
621020,Widerstand gegen Vollstreckungsbeamte,5970040,Siegen,38,37,0,0.0,0,0,38,100.0,41,37,4,11,26.8,2017
621020,Widerstand gegen Vollstreckungsbeamte,5122000,Solingen,52,33,0,0.0,0,0,52,100.0,49,41,8,13,26.5,2017
621020,Widerstand gegen Vollstreckungsbeamte,8111000,Stuttgart,335,53,0,0.0,0,0,331,98.8,315,292,23,123,39.0,2017
621020,Widerstand gegen Vollstreckungsbeamte,7211000,Trier,46,42,0,0.0,0,0,46,100.0,45,37,8,9,20.0,2017
621020,Widerstand gegen Vollstreckungsbeamte,8421000,Ulm,22,18,0,0.0,0,0,21,95.5,23,22,1,9,39.1,2017
621020,Widerstand gegen Vollstreckungsbeamte,6414000,Wiesbaden,80,29,0,0.0,1,0,80,100.0,76,61,15,27,35.5,2017
621020,Widerstand gegen Vollstreckungsbeamte,3103000,Wolfsburg,28,23,0,0.0,0,0,28,100.0,28,22,6,3,10.7,2017
621020,Widerstand gegen Vollstreckungsbeamte,5124000,Wuppertal,209,59,0,0.0,0,0,206,98.6,206,171,35,81,39.3,2017
621020,Widerstand gegen Vollstreckungsbeamte,9663000,Würzburg,10,8,0,0.0,0,0,10,100.0,10,8,2,4,40.0,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5334002,Aachen,163,67,0,0.0,0,1,163,100.0,189,161,28,67,35.4,2017
621021,Widerstand gegen Polizeivollzugsbeamte,9761000,Augsburg,96,33,0,0.0,0,0,96,100.0,92,84,8,44,47.8,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5378004,Bergisch Gladbach,22,20,0,0.0,0,0,22,100.0,25,22,3,1,4.0,2017
621021,Widerstand gegen Polizeivollzugsbeamte,11000000,Berlin,"2,156",60,0,0.0,6,0,"2,126",98.6,"1,954","1,698",256,822,42.1,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5711000,Bielefeld,111,33,0,0.0,0,0,110,99.1,118,103,15,36,30.5,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5911000,Bochum,173,47,0,0.0,0,0,171,98.8,175,142,33,48,27.4,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5314000,Bonn,203,63,0,0.0,0,0,203,100.0,222,198,24,64,28.8,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5512000,Bottrop,23,20,0,0.0,0,0,23,100.0,28,21,7,5,17.9,2017
621021,Widerstand gegen Polizeivollzugsbeamte,3101000,Braunschweig,64,26,0,0.0,0,0,62,96.9,63,58,5,13,20.6,2017
621021,Widerstand gegen Polizeivollzugsbeamte,4011000,Bremen,303,54,0,0.0,0,0,297,98.0,282,242,40,86,30.5,2017
621021,Widerstand gegen Polizeivollzugsbeamte,4012000,Bremerhaven,58,51,0,0.0,0,0,55,94.8,55,47,8,19,34.5,2017
621021,Widerstand gegen Polizeivollzugsbeamte,14511000,Chemnitz,81,33,0,0.0,0,0,81,100.0,74,60,14,25,33.8,2017
621021,Widerstand gegen Polizeivollzugsbeamte,12052000,Cottbus,49,49,0,0.0,0,0,49,100.0,42,37,5,6,14.3,2017
621021,Widerstand gegen Polizeivollzugsbeamte,6411000,Darmstadt,34,22,0,0.0,0,0,34,100.0,33,30,3,13,39.4,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5913000,Dortmund,539,92,0,0.0,1,0,536,99.4,538,456,82,198,36.8,2017
621021,Widerstand gegen Polizeivollzugsbeamte,14612000,Dresden,196,36,0,0.0,0,0,196,100.0,187,171,16,51,27.3,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5112000,Duisburg,250,50,0,0.0,0,0,246,98.4,272,210,62,82,30.1,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5111000,Düsseldorf,354,58,0,0.0,0,0,349,98.6,374,311,63,158,42.2,2017
621021,Widerstand gegen Polizeivollzugsbeamte,16051000,Erfurt,126,60,0,0.0,0,0,126,100.0,121,110,11,17,14.0,2017
621021,Widerstand gegen Polizeivollzugsbeamte,9562000,Erlangen,12,11,0,0.0,0,0,12,100.0,12,12,0,2,16.7,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5113000,Essen,291,50,0,0.0,0,0,288,99.0,323,272,51,119,36.8,2017
621021,Widerstand gegen Polizeivollzugsbeamte,6412000,Frankfurt am Main,550,75,0,0.0,0,0,548,99.6,520,455,65,305,58.7,2017
621021,Widerstand gegen Polizeivollzugsbeamte,8311000,Freiburg im Breisgau,96,42,0,0.0,0,0,95,99.0,92,87,5,30,32.6,2017
621021,Widerstand gegen Polizeivollzugsbeamte,9563000,Fürth,11,9,0,0.0,0,0,11,100.0,12,9,3,5,41.7,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5513000,Gelsenkirchen,137,52,0,0.0,0,0,134,97.8,145,123,22,36,24.8,2017
621021,Widerstand gegen Polizeivollzugsbeamte,3159016,Göttingen,26,22,0,0.0,0,0,26,100.0,26,24,2,9,34.6,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5914000,Hagen,114,61,0,0.0,0,0,113,99.1,113,90,23,42,37.2,2017
621021,Widerstand gegen Polizeivollzugsbeamte,15002000,Halle (Saale),133,56,0,0.0,0,0,132,99.2,124,105,19,30,24.2,2017
621021,Widerstand gegen Polizeivollzugsbeamte,2000000,Hamburg,627,35,0,0.0,0,0,620,98.9,616,538,78,247,40.1,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5915000,Hamm,93,52,0,0.0,0,0,92,98.9,94,79,15,25,26.6,2017
621021,Widerstand gegen Polizeivollzugsbeamte,3241001,Hannover,248,47,0,0.0,0,0,244,98.4,244,222,22,88,36.1,2017
621021,Widerstand gegen Polizeivollzugsbeamte,8221000,Heidelberg,47,29,0,0.0,0,0,47,100.0,47,44,3,25,53.2,2017
621021,Widerstand gegen Polizeivollzugsbeamte,8121000,Heilbronn,20,16,0,0.0,0,0,20,100.0,22,21,1,7,31.8,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5916000,Herne,75,48,0,0.0,0,0,75,100.0,77,62,15,22,28.6,2017
621021,Widerstand gegen Polizeivollzugsbeamte,3254021,Hildesheim,31,30,0,0.0,0,0,31,100.0,31,26,5,14,45.2,2017
621021,Widerstand gegen Polizeivollzugsbeamte,9161000,Ingolstadt,25,19,0,0.0,0,0,25,100.0,24,21,3,13,54.2,2017
621021,Widerstand gegen Polizeivollzugsbeamte,16053000,Jena,47,43,0,0.0,0,0,47,100.0,45,39,6,4,8.9,2017
621021,Widerstand gegen Polizeivollzugsbeamte,8212000,Karlsruhe,68,22,0,0.0,0,0,67,98.5,67,63,4,31,46.3,2017
621021,Widerstand gegen Polizeivollzugsbeamte,6611000,Kassel,74,37,0,0.0,0,0,74,100.0,71,66,5,20,28.2,2017
621021,Widerstand gegen Polizeivollzugsbeamte,1002000,Kiel,126,51,0,0.0,0,0,125,99.2,121,104,17,34,28.1,2017
621021,Widerstand gegen Polizeivollzugsbeamte,7111000,Koblenz,57,50,0,0.0,0,0,57,100.0,51,48,3,8,15.7,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5315000,Köln,822,76,0,0.0,0,0,813,98.9,814,689,125,310,38.1,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5114000,Krefeld,140,62,0,0.0,0,0,140,100.0,142,115,27,36,25.4,2017
621021,Widerstand gegen Polizeivollzugsbeamte,14713000,Leipzig,207,36,0,0.0,0,0,207,100.0,192,175,17,47,24.5,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5316000,Leverkusen,84,51,0,0.0,0,0,84,100.0,84,70,14,28,33.3,2017
621021,Widerstand gegen Polizeivollzugsbeamte,1003000,Lübeck,123,57,0,0.0,0,0,122,99.2,124,110,14,28,22.6,2017
621021,Widerstand gegen Polizeivollzugsbeamte,7314000,Ludwigshafen am Rhein,30,18,0,0.0,0,0,30,100.0,29,27,2,12,41.4,2017
621021,Widerstand gegen Polizeivollzugsbeamte,15003000,Magdeburg,82,34,0,0.0,0,0,82,100.0,95,83,12,23,24.2,2017
621021,Widerstand gegen Polizeivollzugsbeamte,7315000,Mainz,97,45,0,0.0,0,0,95,97.9,86,69,17,26,30.2,2017
621021,Widerstand gegen Polizeivollzugsbeamte,8222000,Mannheim,77,25,0,0.0,0,0,77,100.0,78,69,9,40,51.3,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5170024,Moers,26,25,0,0.0,0,0,26,100.0,29,24,5,11,37.9,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5116000,Mönchengladbach,112,43,0,0.0,0,0,108,96.4,117,98,19,34,29.1,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5117000,Mülheim an der Ruhr,44,26,0,0.0,0,0,44,100.0,43,33,10,14,32.6,2017
621021,Widerstand gegen Polizeivollzugsbeamte,9162000,München,247,17,0,0.0,1,0,245,99.2,242,227,15,115,47.5,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5515000,Münster,138,44,0,0.0,0,0,137,99.3,133,108,25,35,26.3,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5162024,Neuss,55,36,0,0.0,0,0,54,98.2,52,40,12,15,28.8,2017
621021,Widerstand gegen Polizeivollzugsbeamte,9564000,Nürnberg,112,22,0,0.0,0,0,112,100.0,110,99,11,31,28.2,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5119000,Oberhausen,51,24,0,0.0,0,0,51,100.0,51,48,3,13,25.5,2017
621021,Widerstand gegen Polizeivollzugsbeamte,6413000,Offenbach am Main,37,30,0,0.0,0,0,37,100.0,41,35,6,18,43.9,2017
621021,Widerstand gegen Polizeivollzugsbeamte,3403000,Oldenburg (Oldenburg),42,25,0,0.0,0,0,41,97.6,39,36,3,10,25.6,2017
621021,Widerstand gegen Polizeivollzugsbeamte,3404000,Osnabrück,63,38,0,0.0,0,0,61,96.8,68,61,7,22,32.4,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5774032,Paderborn,83,56,0,0.0,0,0,83,100.0,79,70,9,25,31.6,2017
621021,Widerstand gegen Polizeivollzugsbeamte,8231000,Pforzheim,15,12,0,0.0,0,0,15,100.0,15,14,1,7,46.7,2017
621021,Widerstand gegen Polizeivollzugsbeamte,12054000,Potsdam,69,40,0,0.0,0,0,69,100.0,66,50,16,13,19.7,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5562032,Recklinghausen,75,66,0,0.0,0,0,75,100.0,74,64,10,26,35.1,2017
621021,Widerstand gegen Polizeivollzugsbeamte,9362000,Regensburg,40,27,0,0.0,0,0,36,90.0,35,34,1,10,28.6,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5120000,Remscheid,49,44,0,0.0,0,0,49,100.0,48,41,7,11,22.9,2017
621021,Widerstand gegen Polizeivollzugsbeamte,8415061,Reutlingen,16,14,0,0.0,0,0,16,100.0,15,14,1,7,46.7,2017
621021,Widerstand gegen Polizeivollzugsbeamte,13003000,Rostock,73,35,0,0.0,0,0,73,100.0,68,60,8,7,10.3,2017
621021,Widerstand gegen Polizeivollzugsbeamte,10041100,Saarbrücken,107,60,0,0.0,0,0,106,99.1,106,89,17,40,37.7,2017
621021,Widerstand gegen Polizeivollzugsbeamte,3102000,Salzgitter,21,20,0,0.0,0,0,21,100.0,19,16,3,3,15.8,2017
621021,Widerstand gegen Polizeivollzugsbeamte,13004000,Schwerin,54,56,0,0.0,0,0,54,100.0,55,50,5,9,16.4,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5970040,Siegen,36,35,0,0.0,0,0,36,100.0,39,35,4,10,25.6,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5122000,Solingen,52,33,0,0.0,0,0,52,100.0,49,41,8,13,26.5,2017
621021,Widerstand gegen Polizeivollzugsbeamte,8111000,Stuttgart,333,53,0,0.0,0,0,329,98.8,313,290,23,122,39.0,2017
621021,Widerstand gegen Polizeivollzugsbeamte,7211000,Trier,46,42,0,0.0,0,0,46,100.0,45,37,8,9,20.0,2017
621021,Widerstand gegen Polizeivollzugsbeamte,8421000,Ulm,22,18,0,0.0,0,0,21,95.5,23,22,1,9,39.1,2017
621021,Widerstand gegen Polizeivollzugsbeamte,6414000,Wiesbaden,77,28,0,0.0,1,0,77,100.0,73,58,15,25,34.2,2017
621021,Widerstand gegen Polizeivollzugsbeamte,3103000,Wolfsburg,28,23,0,0.0,0,0,28,100.0,28,22,6,3,10.7,2017
621021,Widerstand gegen Polizeivollzugsbeamte,5124000,Wuppertal,190,54,0,0.0,0,0,187,98.4,187,154,33,69,36.9,2017
621021,Widerstand gegen Polizeivollzugsbeamte,9663000,Würzburg,10,8,0,0.0,0,0,10,100.0,10,8,2,4,40.0,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5334002,Aachen,122,50,7,5.7,0,0,119,97.5,140,114,26,76,54.3,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",9761000,Augsburg,100,35,18,18.0,0,0,94,94.0,111,74,37,41,36.9,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5378004,Bergisch Gladbach,13,12,2,15.4,0,0,12,92.3,14,11,3,3,21.4,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",11000000,Berlin,"4,007",112,108,2.7,0,0,"3,711",92.6,"4,250","3,193","1,057","2,379",56.0,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5711000,Bielefeld,100,30,5,5.0,0,0,97,97.0,113,96,17,53,46.9,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5911000,Bochum,101,28,9,8.9,0,0,98,97.0,106,83,23,51,48.1,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5314000,Bonn,130,40,9,6.9,0,0,119,91.5,144,118,26,58,40.3,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5512000,Bottrop,8,7,0,0.0,0,0,7,87.5,6,6,0,1,16.7,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",3101000,Braunschweig,91,37,6,6.6,0,0,89,97.8,95,78,17,38,40.0,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",4011000,Bremen,492,87,39,7.9,0,0,415,84.3,465,381,84,240,51.6,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",4012000,Bremerhaven,82,73,5,6.1,0,0,75,91.5,96,72,24,43,44.8,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",14511000,Chemnitz,75,30,4,5.3,0,0,75,100.0,75,62,13,26,34.7,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",12052000,Cottbus,50,50,2,4.0,0,0,50,100.0,54,41,13,14,25.9,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",6411000,Darmstadt,65,41,1,1.5,0,0,65,100.0,72,54,18,31,43.1,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5913000,Dortmund,217,37,17,7.8,0,0,206,94.9,239,202,37,134,56.1,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",14612000,Dresden,201,37,13,6.5,0,0,192,95.5,208,164,44,69,33.2,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5112000,Duisburg,91,18,5,5.5,0,0,84,92.3,98,81,17,42,42.9,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5111000,Düsseldorf,194,32,9,4.6,0,0,180,92.8,216,179,37,114,52.8,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",16051000,Erfurt,158,75,5,3.2,0,0,156,98.7,140,107,33,17,12.1,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",9562000,Erlangen,52,47,2,3.8,0,0,50,96.2,50,43,7,42,84.0,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5113000,Essen,200,34,14,7.0,0,0,181,90.5,167,133,34,82,49.1,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",6412000,Frankfurt am Main,578,78,18,3.1,0,0,559,96.7,625,536,89,396,63.4,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",8311000,Freiburg im Breisgau,126,55,4,3.2,0,0,127,100.8,133,110,23,67,50.4,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",9563000,Fürth,36,29,4,11.1,0,0,36,100.0,47,34,13,16,34.0,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5513000,Gelsenkirchen,80,30,7,8.8,0,0,74,92.5,87,72,15,37,42.5,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",3159016,Göttingen,57,48,6,10.5,0,0,57,100.0,58,46,12,28,48.3,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5914000,Hagen,48,25,4,8.3,0,0,46,95.8,47,40,7,29,61.7,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",15002000,Halle (Saale),130,55,13,10.0,0,0,117,90.0,143,119,24,49,34.3,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",2000000,Hamburg,554,31,46,8.3,0,0,513,92.6,590,495,95,303,51.4,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5915000,Hamm,52,29,5,9.6,0,0,52,100.0,61,49,12,13,21.3,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",3241001,Hannover,362,68,18,5.0,0,0,350,96.7,375,287,88,175,46.7,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",8221000,Heidelberg,56,35,5,8.9,0,0,55,98.2,49,38,11,25,51.0,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",8121000,Heilbronn,49,40,6,12.2,0,0,47,95.9,57,46,11,22,38.6,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5916000,Herne,39,25,5,12.8,0,0,38,97.4,48,41,7,27,56.3,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",3254021,Hildesheim,41,40,7,17.1,0,0,40,97.6,41,32,9,13,31.7,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",9161000,Ingolstadt,55,41,9,16.4,0,0,54,98.2,62,45,17,35,56.5,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",16053000,Jena,59,53,2,3.4,0,0,60,101.7,56,45,11,12,21.4,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",8212000,Karlsruhe,105,34,10,9.5,0,0,98,93.3,105,81,24,58,55.2,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",6611000,Kassel,163,82,8,4.9,0,0,153,93.9,127,100,27,51,40.2,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",1002000,Kiel,58,23,6,10.3,0,0,52,89.7,62,54,8,31,50.0,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",7111000,Koblenz,44,39,4,9.1,0,0,42,95.5,42,26,16,15,35.7,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5315000,Köln,464,43,27,5.8,0,0,436,94.0,491,403,88,290,59.1,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5114000,Krefeld,52,23,5,9.6,0,0,43,82.7,49,39,10,18,36.7,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",14713000,Leipzig,271,47,10,3.7,0,0,248,91.5,257,187,70,99,38.5,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",5316000,Leverkusen,37,23,2,5.4,0,0,36,97.3,42,38,4,17,40.5,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",1003000,Lübeck,71,33,6,8.5,0,0,68,95.8,75,67,8,20,26.7,2017
630000,"Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB",7314000,Ludwigshafen am Rhein,73,44,6,8.2,0,0,72,98.6,80,59,21,34,42.5,2017
