Schluessel,Straftat,Gemeindeschluessel,Stadt,Faelle,HZ,Versuche,Versuche_Prozent,Schusswaffe_gedroht,Schusswaffe_geschossen,aufgeklaert,Aufklaerungsquote,Tatverdaechtige,Tatverdaechtige_maennlich,Tatverdaechtige_weiblich,Nichtdeutsche,Nichtdeutsche_Prozent,Jahr
530000,"Unterschlagung §§ 246, 247, 248a StGB",5113000,Essen,759,130,4,0.5,0,0,366,48.2,388,282,106,114,29.4,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",6412000,Frankfurt am Main,"1,375",187,2,0.1,0,0,675,49.1,579,468,111,258,44.6,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",8311000,Freiburg im Breisgau,361,159,0,0.0,0,0,176,48.8,184,143,41,64,34.8,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",9563000,Fürth,84,67,0,0.0,0,0,62,73.8,67,54,13,28,41.8,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5513000,Gelsenkirchen,322,123,2,0.6,0,0,175,54.3,188,129,59,68,36.2,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",3159016,Göttingen,324,272,4,1.2,0,0,86,26.5,91,70,21,16,17.6,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5914000,Hagen,527,280,5,0.9,0,0,137,26.0,145,105,40,39,26.9,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",15002000,Halle (Saale),627,263,5,0.8,0,0,245,39.1,234,159,75,41,17.5,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",2000000,Hamburg,"3,285",181,24,0.7,0,0,"1,734",52.8,"1,713","1,274",439,604,35.3,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5915000,Hamm,230,128,2,0.9,0,0,121,52.6,127,91,36,21,16.5,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",3241001,Hannover,"1,302",244,8,0.6,0,0,570,43.8,549,424,125,178,32.4,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",8221000,Heidelberg,237,148,0,0.0,0,0,96,40.5,97,83,14,33,34.0,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",8121000,Heilbronn,182,147,0,0.0,0,0,86,47.3,86,64,22,36,41.9,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5916000,Herne,337,215,0,0.0,0,0,144,42.7,136,98,38,43,31.6,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",3254021,Hildesheim,163,160,2,1.2,0,0,72,44.2,77,58,19,15,19.5,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",9161000,Ingolstadt,146,109,0,0.0,0,0,83,56.8,82,64,18,31,37.8,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",16053000,Jena,142,129,0,0.0,0,0,52,36.6,54,37,17,8,14.8,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",8212000,Karlsruhe,376,121,1,0.3,0,0,189,50.3,191,153,38,79,41.4,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",6611000,Kassel,424,213,1,0.2,0,0,147,34.7,136,102,34,36,26.5,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",1002000,Kiel,479,194,4,0.8,0,0,151,31.5,160,110,50,27,16.9,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",7111000,Koblenz,290,255,1,0.3,0,0,103,35.5,105,63,42,21,20.0,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5315000,Köln,"2,271",211,20,0.9,0,0,957,42.1,900,695,205,333,37.0,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5114000,Krefeld,266,117,4,1.5,0,0,161,60.5,177,130,47,50,28.2,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",14713000,Leipzig,"1,039",182,5,0.5,0,0,599,57.7,584,417,167,96,16.4,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5316000,Leverkusen,288,177,2,0.7,0,0,112,38.9,112,88,24,26,23.2,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",1003000,Lübeck,707,326,7,1.0,0,0,193,27.3,203,147,56,42,20.7,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",7314000,Ludwigshafen am Rhein,359,215,1,0.3,0,0,143,39.8,150,110,40,52,34.7,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",15003000,Magdeburg,514,216,4,0.8,0,0,264,51.4,255,168,87,27,10.6,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",7315000,Mainz,272,127,0,0.0,0,0,138,50.7,145,104,41,45,31.0,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",8222000,Mannheim,787,258,1,0.1,0,0,245,31.1,255,196,59,106,41.6,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5170024,Moers,118,114,2,1.7,0,0,62,52.5,61,43,18,18,29.5,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5116000,Mönchengladbach,474,182,3,0.6,0,0,218,46.0,224,161,63,48,21.4,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5117000,Mülheim an der Ruhr,339,198,2,0.6,0,0,125,36.9,131,91,40,27,20.6,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",9162000,München,"1,356",93,4,0.3,0,0,804,59.3,760,560,200,360,47.4,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5515000,Münster,604,194,2,0.3,0,0,201,33.3,205,155,50,56,27.3,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5162024,Neuss,217,142,0,0.0,0,0,113,52.1,121,86,35,29,24.0,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",9564000,Nürnberg,501,98,0,0.0,0,0,302,60.3,315,248,67,140,44.4,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5119000,Oberhausen,355,168,3,0.8,0,0,162,45.6,183,125,58,53,29.0,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",6413000,Offenbach am Main,221,177,0,0.0,0,0,118,53.4,132,111,21,64,48.5,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",3403000,Oldenburg (Oldenburg),271,164,8,3.0,0,0,173,63.8,180,132,48,27,15.0,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",3404000,Osnabrück,307,187,0,0.0,0,0,149,48.5,162,112,50,23,14.2,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5774032,Paderborn,236,159,2,0.8,0,0,85,36.0,86,62,24,19,22.1,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",8231000,Pforzheim,158,128,1,0.6,0,0,91,57.6,92,66,26,36,39.1,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",12054000,Potsdam,389,226,1,0.3,0,0,137,35.2,133,87,46,27,20.3,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5562032,Recklinghausen,221,194,1,0.5,0,0,109,49.3,116,79,37,31,26.7,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",9362000,Regensburg,169,114,0,0.0,0,0,108,63.9,108,87,21,29,26.9,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5120000,Remscheid,237,214,1,0.4,0,0,107,45.1,117,84,33,29,24.8,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",8415061,Reutlingen,126,110,0,0.0,0,0,50,39.7,52,43,9,19,36.5,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",13003000,Rostock,359,173,2,0.6,0,0,160,44.6,170,114,56,7,4.1,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",10041100,Saarbrücken,412,229,0,0.0,0,0,180,43.7,194,136,58,60,30.9,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",3102000,Salzgitter,94,91,0,0.0,0,0,64,68.1,67,43,24,8,11.9,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",13004000,Schwerin,223,233,0,0.0,0,0,79,35.4,87,56,31,14,16.1,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5970040,Siegen,308,302,3,1.0,0,0,160,51.9,139,100,39,39,28.1,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5122000,Solingen,453,285,5,1.1,0,0,140,30.9,150,100,50,54,36.0,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",8111000,Stuttgart,"1,084",173,1,0.1,0,0,404,37.3,418,308,110,163,39.0,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",7211000,Trier,178,162,0,0.0,0,0,98,55.1,98,75,23,22,22.4,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",8421000,Ulm,144,116,0,0.0,0,0,54,37.5,58,43,15,23,39.7,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",6414000,Wiesbaden,423,152,3,0.7,0,0,189,44.7,209,155,54,78,37.3,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",3103000,Wolfsburg,167,135,1,0.6,0,0,82,49.1,72,46,26,16,22.2,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",5124000,Wuppertal,985,280,6,0.6,0,0,322,32.7,334,244,90,98,29.3,2017
530000,"Unterschlagung §§ 246, 247, 248a StGB",9663000,Würzburg,124,98,0,0.0,0,0,84,67.7,83,66,17,25,30.1,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5334002,Aachen,250,102,3,1.2,0,0,218,87.2,225,181,44,122,54.2,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",9761000,Augsburg,243,84,0,0.0,0,0,219,90.1,227,185,42,131,57.7,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5378004,Bergisch Gladbach,77,69,2,2.6,0,0,56,72.7,58,40,18,23,39.7,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",11000000,Berlin,"5,141",144,110,2.1,0,0,"3,771",73.4,"3,238","2,598",640,"2,028",62.6,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5711000,Bielefeld,394,118,2,0.5,0,0,348,88.3,316,253,63,203,64.2,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5911000,Bochum,279,76,5,1.8,0,0,233,83.5,221,181,40,94,42.5,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5314000,Bonn,200,62,2,1.0,0,0,174,87.0,181,152,29,84,46.4,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5512000,Bottrop,84,72,2,2.4,0,0,69,82.1,60,48,12,29,48.3,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",3101000,Braunschweig,181,73,7,3.9,0,0,161,89.0,152,117,35,66,43.4,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",4011000,Bremen,651,115,68,10.4,0,0,537,82.5,508,410,98,347,68.3,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",4012000,Bremerhaven,143,127,4,2.8,0,0,84,58.7,87,72,15,43,49.4,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",14511000,Chemnitz,371,151,1,0.3,0,0,365,98.4,349,288,61,279,79.9,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",12052000,Cottbus,73,73,2,2.7,0,0,56,76.7,55,48,7,13,23.6,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",6411000,Darmstadt,124,79,1,0.8,0,0,114,91.9,115,97,18,75,65.2,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5913000,Dortmund,850,145,9,1.1,0,0,748,88.0,737,600,137,496,67.3,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",14612000,Dresden,648,118,12,1.9,0,0,616,95.1,607,451,156,266,43.8,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5112000,Duisburg,420,84,3,0.7,0,0,356,84.8,381,304,77,217,57.0,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5111000,Düsseldorf,917,150,9,1.0,0,0,812,88.5,832,642,190,626,75.2,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",16051000,Erfurt,130,62,0,0.0,0,0,111,85.4,107,80,27,26,24.3,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",9562000,Erlangen,129,117,4,3.1,0,0,118,91.5,123,93,30,76,61.8,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5113000,Essen,538,92,10,1.9,0,0,427,79.4,465,396,69,271,58.3,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",6412000,Frankfurt am Main,"1,564",212,12,0.8,0,0,"1,447",92.5,"1,521","1,148",373,"1,309",86.1,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8311000,Freiburg im Breisgau,169,74,5,3.0,0,0,137,81.1,137,114,23,89,65.0,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",9563000,Fürth,85,68,0,0.0,0,0,78,91.8,82,62,20,42,51.2,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5513000,Gelsenkirchen,247,94,0,0.0,0,0,218,88.3,211,170,41,119,56.4,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",3159016,Göttingen,132,111,5,3.8,0,0,118,89.4,115,84,31,39,33.9,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5914000,Hagen,161,86,3,1.9,0,0,136,84.5,140,108,32,70,50.0,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",15002000,Halle (Saale),222,93,7,3.2,0,0,187,84.2,182,152,30,51,28.0,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",2000000,Hamburg,"1,788",99,39,2.2,0,0,"1,511",84.5,"1,579","1,266",313,"1,034",65.5,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5915000,Hamm,103,57,0,0.0,0,0,82,79.6,97,87,10,47,48.5,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",3241001,Hannover,788,148,15,1.9,0,0,682,86.5,703,573,130,412,58.6,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8221000,Heidelberg,207,129,2,1.0,0,0,197,95.2,197,146,51,156,79.2,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8121000,Heilbronn,120,97,2,1.7,0,0,111,92.5,106,89,17,56,52.8,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5916000,Herne,169,108,2,1.2,0,0,155,91.7,112,92,20,51,45.5,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",3254021,Hildesheim,108,106,3,2.8,0,0,96,88.9,100,79,21,48,48.0,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",9161000,Ingolstadt,100,75,1,1.0,0,0,96,96.0,102,89,13,61,59.8,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",16053000,Jena,102,92,1,1.0,0,0,74,72.5,70,56,14,21,30.0,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8212000,Karlsruhe,313,101,10,3.2,0,0,280,89.5,285,234,51,189,66.3,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",6611000,Kassel,283,142,4,1.4,0,0,252,89.0,248,196,52,142,57.3,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",1002000,Kiel,238,96,5,2.1,0,0,206,86.6,214,167,47,105,49.1,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",7111000,Koblenz,86,76,1,1.2,0,0,74,86.0,72,59,13,37,51.4,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5315000,Köln,"1,250",116,25,2.0,0,0,"1,056",84.5,"1,067",877,190,661,61.9,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5114000,Krefeld,222,98,3,1.4,0,0,198,89.2,181,153,28,88,48.6,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",14713000,Leipzig,584,102,6,1.0,0,0,541,92.6,523,440,83,251,48.0,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5316000,Leverkusen,99,61,2,2.0,0,0,82,82.8,79,68,11,33,41.8,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",1003000,Lübeck,228,105,14,6.1,0,0,205,89.9,226,172,54,85,37.6,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",7314000,Ludwigshafen am Rhein,262,157,6,2.3,0,0,219,83.6,200,164,36,141,70.5,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",15003000,Magdeburg,376,158,8,2.1,0,0,340,90.4,313,245,68,102,32.6,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",7315000,Mainz,156,73,2,1.3,0,0,133,85.3,129,101,28,61,47.3,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8222000,Mannheim,233,76,4,1.7,0,0,211,90.6,216,181,35,128,59.3,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5170024,Moers,46,44,0,0.0,0,0,39,84.8,36,26,10,13,36.1,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5116000,Mönchengladbach,361,138,17,4.7,0,0,294,81.4,259,202,57,118,45.6,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5117000,Mülheim an der Ruhr,97,57,1,1.0,0,0,77,79.4,79,69,10,39,49.4,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",9162000,München,"1,227",84,12,1.0,0,0,"1,073",87.4,"1,078",873,205,764,70.9,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5515000,Münster,172,55,7,4.1,0,0,149,86.6,150,124,26,75,50.0,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5162024,Neuss,108,71,0,0.0,0,0,98,90.7,93,78,15,36,38.7,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",9564000,Nürnberg,730,143,6,0.8,0,0,678,92.9,695,511,184,453,65.2,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5119000,Oberhausen,215,102,1,0.5,0,0,195,90.7,127,106,21,67,52.8,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",6413000,Offenbach am Main,189,152,1,0.5,0,0,177,93.7,186,158,28,150,80.6,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",3403000,Oldenburg (Oldenburg),112,68,10,8.9,0,0,101,90.2,112,76,36,51,45.5,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",3404000,Osnabrück,361,220,3,0.8,0,0,325,90.0,326,250,76,224,68.7,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5774032,Paderborn,75,50,1,1.3,0,0,67,89.3,65,58,7,26,40.0,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8231000,Pforzheim,117,95,2,1.7,0,0,108,92.3,109,85,24,53,48.6,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",12054000,Potsdam,119,69,3,2.5,0,0,100,84.0,105,84,21,27,25.7,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5562032,Recklinghausen,138,121,1,0.7,0,0,106,76.8,106,79,27,50,47.2,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",9362000,Regensburg,201,135,0,0.0,0,0,188,93.5,199,158,41,145,72.9,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5120000,Remscheid,206,186,3,1.5,0,0,171,83.0,107,80,27,43,40.2,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8415061,Reutlingen,89,77,3,3.4,0,0,82,92.1,66,56,10,33,50.0,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",13003000,Rostock,211,102,2,0.9,0,0,175,82.9,172,147,25,93,54.1,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",10041100,Saarbrücken,292,162,3,1.0,0,0,233,79.8,220,182,38,108,49.1,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",3102000,Salzgitter,68,66,1,1.5,0,0,65,95.6,74,64,10,35,47.3,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",13004000,Schwerin,255,267,8,3.1,0,0,242,94.9,96,76,20,28,29.2,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5970040,Siegen,127,125,1,0.8,0,0,117,92.1,100,89,11,70,70.0,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5122000,Solingen,107,67,2,1.9,0,0,90,84.1,104,92,12,46,44.2,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8111000,Stuttgart,574,91,9,1.6,0,0,510,88.9,496,390,106,264,53.2,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",7211000,Trier,210,191,0,0.0,0,0,202,96.2,194,152,42,167,86.1,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",8421000,Ulm,95,77,2,2.1,0,0,89,93.7,91,75,16,54,59.3,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",6414000,Wiesbaden,154,55,2,1.3,0,0,138,89.6,144,125,19,76,52.8,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",3103000,Wolfsburg,56,45,4,7.1,0,0,51,91.1,44,34,10,24,54.5,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",5124000,Wuppertal,318,90,5,1.6,0,0,276,86.8,299,239,60,179,59.9,2017
540000,"Urkundenfälschung §§ 267-271, 273-279, 281 StGB",9663000,Würzburg,117,93,1,0.9,0,0,109,93.2,112,81,31,53,47.3,2017
621020,Widerstand gegen Vollstreckungsbeamte,5334002,Aachen,170,69,0,0.0,0,1,170,100.0,197,168,29,70,35.5,2017
621020,Widerstand gegen Vollstreckungsbeamte,9761000,Augsburg,99,34,0,0.0,0,0,99,100.0,95,87,8,46,48.4,2017
621020,Widerstand gegen Vollstreckungsbeamte,5378004,Bergisch Gladbach,23,21,0,0.0,0,0,23,100.0,26,23,3,2,7.7,2017
621020,Widerstand gegen Vollstreckungsbeamte,11000000,Berlin,"2,205",62,0,0.0,6,0,"2,175",98.6,"1,993","1,734",259,841,42.2,2017
621020,Widerstand gegen Vollstreckungsbeamte,5711000,Bielefeld,114,34,0,0.0,0,0,113,99.1,122,106,16,38,31.1,2017
621020,Widerstand gegen Vollstreckungsbeamte,5911000,Bochum,182,50,0,0.0,0,0,180,98.9,183,150,33,52,28.4,2017
621020,Widerstand gegen Vollstreckungsbeamte,5314000,Bonn,205,64,0,0.0,0,0,205,100.0,225,201,24,64,28.4,2017
621020,Widerstand gegen Vollstreckungsbeamte,5512000,Bottrop,23,20,0,0.0,0,0,23,100.0,28,21,7,5,17.9,2017
621020,Widerstand gegen Vollstreckungsbeamte,3101000,Braunschweig,68,27,0,0.0,0,0,66,97.1,66,61,5,14,21.2,2017
621020,Widerstand gegen Vollstreckungsbeamte,4011000,Bremen,307,54,0,0.0,0,0,301,98.0,286,245,41,88,30.8,2017
621020,Widerstand gegen Vollstreckungsbeamte,4012000,Bremerhaven,58,51,0,0.0,0,0,55,94.8,55,47,8,19,34.5,2017
621020,Widerstand gegen Vollstreckungsbeamte,14511000,Chemnitz,81,33,0,0.0,0,0,81,100.0,74,60,14,25,33.8,2017
621020,Widerstand gegen Vollstreckungsbeamte,12052000,Cottbus,56,56,0,0.0,0,0,55,98.2,48,43,5,10,20.8,2017
621020,Widerstand gegen Vollstreckungsbeamte,6411000,Darmstadt,35,22,0,0.0,0,0,35,100.0,34,31,3,14,41.2,2017
621020,Widerstand gegen Vollstreckungsbeamte,5913000,Dortmund,544,93,0,0.0,1,0,541,99.4,542,460,82,199,36.7,2017
621020,Widerstand gegen Vollstreckungsbeamte,14612000,Dresden,199,36,0,0.0,0,0,199,100.0,190,174,16,53,27.9,2017
621020,Widerstand gegen Vollstreckungsbeamte,5112000,Duisburg,258,52,0,0.0,0,0,254,98.4,279,216,63,87,31.2,2017
621020,Widerstand gegen Vollstreckungsbeamte,5111000,Düsseldorf,390,64,0,0.0,0,0,385,98.7,416,348,68,169,40.6,2017
621020,Widerstand gegen Vollstreckungsbeamte,16051000,Erfurt,130,62,0,0.0,0,0,129,99.2,124,112,12,17,13.7,2017
621020,Widerstand gegen Vollstreckungsbeamte,9562000,Erlangen,12,11,0,0.0,0,0,12,100.0,12,12,0,2,16.7,2017
621020,Widerstand gegen Vollstreckungsbeamte,5113000,Essen,299,51,0,0.0,0,0,296,99.0,333,280,53,121,36.3,2017
621020,Widerstand gegen Vollstreckungsbeamte,6412000,Frankfurt am Main,561,76,0,0.0,0,0,559,99.6,532,465,67,314,59.0,2017
621020,Widerstand gegen Vollstreckungsbeamte,8311000,Freiburg im Breisgau,97,43,0,0.0,0,0,96,99.0,93,88,5,30,32.3,2017
621020,Widerstand gegen Vollstreckungsbeamte,9563000,Fürth,11,9,0,0.0,0,0,11,100.0,12,9,3,5,41.7,2017
621020,Widerstand gegen Vollstreckungsbeamte,5513000,Gelsenkirchen,137,52,0,0.0,0,0,134,97.8,145,123,22,36,24.8,2017
621020,Widerstand gegen Vollstreckungsbeamte,3159016,Göttingen,26,22,0,0.0,0,0,26,100.0,26,24,2,9,34.6,2017
621020,Widerstand gegen Vollstreckungsbeamte,5914000,Hagen,114,61,0,0.0,0,0,113,99.1,113,90,23,42,37.2,2017
621020,Widerstand gegen Vollstreckungsbeamte,15002000,Halle (Saale),146,61,0,0.0,0,0,145,99.3,137,118,19,31,22.6,2017
621020,Widerstand gegen Vollstreckungsbeamte,2000000,Hamburg,647,36,0,0.0,0,0,640,98.9,635,554,81,256,40.3,2017
621020,Widerstand gegen Vollstreckungsbeamte,5915000,Hamm,93,52,0,0.0,0,0,92,98.9,94,79,15,25,26.6,2017
621020,Widerstand gegen Vollstreckungsbeamte,3241001,Hannover,253,47,0,0.0,0,0,249,98.4,248,226,22,90,36.3,2017
621020,Widerstand gegen Vollstreckungsbeamte,8221000,Heidelberg,48,30,0,0.0,0,0,48,100.0,48,45,3,25,52.1,2017
621020,Widerstand gegen Vollstreckungsbeamte,8121000,Heilbronn,22,18,0,0.0,0,0,22,100.0,25,23,2,7,28.0,2017
621020,Widerstand gegen Vollstreckungsbeamte,5916000,Herne,75,48,0,0.0,0,0,75,100.0,77,62,15,22,28.6,2017
621020,Widerstand gegen Vollstreckungsbeamte,3254021,Hildesheim,33,32,0,0.0,0,0,33,100.0,33,28,5,14,42.4,2017
621020,Widerstand gegen Vollstreckungsbeamte,9161000,Ingolstadt,25,19,0,0.0,0,0,25,100.0,24,21,3,13,54.2,2017
621020,Widerstand gegen Vollstreckungsbeamte,16053000,Jena,47,43,0,0.0,0,0,47,100.0,45,39,6,4,8.9,2017
621020,Widerstand gegen Vollstreckungsbeamte,8212000,Karlsruhe,69,22,0,0.0,0,0,68,98.6,68,63,5,31,45.6,2017
621020,Widerstand gegen Vollstreckungsbeamte,6611000,Kassel,80,40,0,0.0,0,0,80,100.0,77,72,5,23,29.9,2017
621020,Widerstand gegen Vollstreckungsbeamte,1002000,Kiel,128,52,0,0.0,0,0,127,99.2,123,106,17,34,27.6,2017
621020,Widerstand gegen Vollstreckungsbeamte,7111000,Koblenz,62,55,0,0.0,0,0,62,100.0,54,50,4,8,14.8,2017
621020,Widerstand gegen Vollstreckungsbeamte,5315000,Köln,844,78,0,0.0,0,0,835,98.9,834,705,129,319,38.2,2017
