Schluessel,Straftat,Gemeindeschluessel,Stadt,Sexus,gesamt,Alter_unter_6,Alter_6_bis_8,Alter_8_bis_10,Alter_10_bis_12,Alter_12_bis_14,Kinder_gesamt,Alter_14_bis_16,Alter_16_bis_18,Jugendliche_gesamt,Alter_18_bis_21,unter_21_gesamt,Alter_21_bis_23,Alter_23_bis_25,Alter_21_bis_25,Alter_25_bis_30,Alter_30_bis_40,Alter_40_bis_50,Alter_50_bis_60,Alter_ueber_60,Erwachsene_gesamt,Jahr
------,Straftaten insgesamt,5117000,Mülheim an der Ruhr,W,"1,050",0,0,1,3,31,35,40,40,80,66,181,52,48,100,114,236,175,137,107,869,2021
------,Straftaten insgesamt,5117000,Mülheim an der Ruhr,X,"4,026",1,3,7,36,74,121,134,179,313,315,749,211,188,399,447,916,664,487,364,"3,277",2021
------,Straftaten insgesamt,9162000,München,M,"28,985",4,19,44,120,382,569,983,"1,406","2,389","2,625","5,583","1,939","1,940","3,879","4,192","6,312","4,415","2,900","1,704","23,402",2021
------,Straftaten insgesamt,9162000,München,W,"10,113",0,2,16,65,219,302,474,495,969,822,"2,093",576,529,"1,105","1,242","2,015","1,556","1,135",967,"8,020",2021
------,Straftaten insgesamt,9162000,München,X,"39,098",4,21,60,185,601,871,"1,457","1,901","3,358","3,447","7,676","2,515","2,469","4,984","5,434","8,327","5,971","4,035","2,671","31,422",2021
------,Straftaten insgesamt,5515000,Münster,M,"6,186",1,3,8,34,75,121,190,346,536,662,"1,319",391,389,780,795,"1,462",868,576,386,"4,867",2021
------,Straftaten insgesamt,5515000,Münster,W,"1,746",3,2,4,15,48,72,94,103,197,140,409,94,91,185,180,352,255,216,149,"1,337",2021
------,Straftaten insgesamt,5515000,Münster,X,"7,932",4,5,12,49,123,193,284,449,733,802,"1,728",485,480,965,975,"1,814","1,123",792,535,"6,204",2021
------,Straftaten insgesamt,5162024,Neuss,M,"3,436",1,2,5,25,40,73,108,168,276,286,635,202,167,369,420,821,586,372,233,"2,801",2021
------,Straftaten insgesamt,5162024,Neuss,W,"1,081",1,3,2,5,28,39,58,58,116,94,249,51,41,92,145,221,176,106,92,832,2021
------,Straftaten insgesamt,5162024,Neuss,X,"4,517",2,5,7,30,68,112,166,226,392,380,884,253,208,461,565,"1,042",762,478,325,"3,633",2021
------,Straftaten insgesamt,9564000,Nürnberg,M,"11,851",6,22,44,94,195,361,313,488,801,996,"2,158",734,714,"1,448","1,645","2,741","1,896","1,252",711,"9,693",2021
------,Straftaten insgesamt,9564000,Nürnberg,W,"4,021",4,2,13,38,111,168,223,223,446,343,957,203,197,400,430,807,632,430,365,"3,064",2021
------,Straftaten insgesamt,9564000,Nürnberg,X,"15,872",10,24,57,132,306,529,536,711,"1,247","1,339","3,115",937,911,"1,848","2,075","3,548","2,528","1,682","1,076","12,757",2021
------,Straftaten insgesamt,5119000,Oberhausen,M,"4,825",2,4,13,32,97,148,139,218,357,405,910,296,290,586,744,"1,129",744,437,275,"3,915",2021
------,Straftaten insgesamt,5119000,Oberhausen,W,"1,677",0,0,1,12,54,67,102,97,199,134,400,99,74,173,190,384,236,176,118,"1,277",2021
------,Straftaten insgesamt,5119000,Oberhausen,X,"6,502",2,4,14,44,151,215,241,315,556,539,"1,310",395,364,759,934,"1,513",980,613,393,"5,192",2021
------,Straftaten insgesamt,6413000,Offenbach am Main,M,"3,696",0,4,4,14,31,53,84,159,243,328,624,224,206,430,538,935,617,354,198,"3,072",2021
------,Straftaten insgesamt,6413000,Offenbach am Main,W,"1,081",0,0,2,6,26,34,47,57,104,95,233,61,65,126,131,224,202,101,64,848,2021
------,Straftaten insgesamt,6413000,Offenbach am Main,X,"4,777",0,4,6,20,57,87,131,216,347,423,857,285,271,556,669,"1,159",819,455,262,"3,920",2021
------,Straftaten insgesamt,3403000,Oldenburg (Oldenburg),M,"3,623",1,4,4,22,42,73,103,199,302,384,759,277,225,502,471,801,521,367,202,"2,864",2021
------,Straftaten insgesamt,3403000,Oldenburg (Oldenburg),W,"1,193",1,0,4,6,30,41,63,76,139,129,309,69,60,129,144,237,150,130,94,884,2021
------,Straftaten insgesamt,3403000,Oldenburg (Oldenburg),X,"4,816",2,4,8,28,72,114,166,275,441,513,"1,068",346,285,631,615,"1,038",671,497,296,"3,748",2021
------,Straftaten insgesamt,3404000,Osnabrück,M,"4,602",1,5,6,24,62,98,136,181,317,401,816,311,273,584,678,"1,068",696,474,286,"3,786",2021
------,Straftaten insgesamt,3404000,Osnabrück,W,"1,397",0,1,2,10,41,54,58,70,128,104,286,66,80,146,177,287,216,166,119,"1,111",2021
------,Straftaten insgesamt,3404000,Osnabrück,X,"5,999",1,6,8,34,103,152,194,251,445,505,"1,102",377,353,730,855,"1,355",912,640,405,"4,897",2021
------,Straftaten insgesamt,5774032,Paderborn,M,"3,330",0,6,15,16,36,73,97,177,274,351,698,226,193,419,430,696,503,353,231,"2,632",2021
------,Straftaten insgesamt,5774032,Paderborn,W,"1,162",1,0,1,3,36,41,72,85,157,115,313,53,67,120,109,223,168,121,108,849,2021
------,Straftaten insgesamt,5774032,Paderborn,X,"4,492",1,6,16,19,72,114,169,262,431,466,"1,011",279,260,539,539,919,671,474,339,"3,481",2021
------,Straftaten insgesamt,8231000,Pforzheim,M,"3,044",0,1,9,20,75,105,135,161,296,277,678,170,153,323,383,689,437,321,213,"2,366",2021
------,Straftaten insgesamt,8231000,Pforzheim,W,940,0,0,2,8,31,41,45,34,79,74,194,42,43,85,111,192,165,108,85,746,2021
------,Straftaten insgesamt,8231000,Pforzheim,X,"3,984",0,1,11,28,106,146,180,195,375,351,872,212,196,408,494,881,602,429,298,"3,112",2021
------,Straftaten insgesamt,12054000,Potsdam,M,"3,279",0,0,8,25,54,87,116,197,313,298,698,175,190,365,394,823,446,335,218,"2,581",2021
------,Straftaten insgesamt,12054000,Potsdam,W,"1,026",0,1,0,8,20,29,53,61,114,63,206,46,36,82,95,264,153,101,125,820,2021
------,Straftaten insgesamt,12054000,Potsdam,X,"4,305",0,1,8,33,74,116,169,258,427,361,904,221,226,447,489,"1,087",599,436,343,"3,401",2021
------,Straftaten insgesamt,5562032,Recklinghausen,M,"2,781",0,3,9,27,59,98,94,133,227,229,554,166,152,318,327,628,482,274,198,"2,227",2021
------,Straftaten insgesamt,5562032,Recklinghausen,W,"1,016",0,0,3,9,35,47,47,59,106,72,225,48,42,90,121,222,142,128,88,791,2021
------,Straftaten insgesamt,5562032,Recklinghausen,X,"3,797",0,3,12,36,94,145,141,192,333,301,779,214,194,408,448,850,624,402,286,"3,018",2021
------,Straftaten insgesamt,9362000,Regensburg,M,"4,073",1,0,4,10,42,57,109,177,286,402,745,319,286,605,620,982,581,344,196,"3,328",2021
------,Straftaten insgesamt,9362000,Regensburg,W,"1,495",1,0,0,12,23,36,76,89,165,147,348,99,95,194,200,307,189,142,115,"1,147",2021
------,Straftaten insgesamt,9362000,Regensburg,X,"5,568",2,0,4,22,65,93,185,266,451,549,"1,093",418,381,799,820,"1,289",770,486,311,"4,475",2021
------,Straftaten insgesamt,5120000,Remscheid,M,"2,223",0,0,3,22,46,71,71,84,155,198,424,98,108,206,242,528,369,273,181,"1,799",2021
------,Straftaten insgesamt,5120000,Remscheid,W,801,0,1,3,3,31,38,47,27,74,43,155,38,33,71,79,207,127,94,68,646,2021
------,Straftaten insgesamt,5120000,Remscheid,X,"3,024",0,1,6,25,77,109,118,111,229,241,579,136,141,277,321,735,496,367,249,"2,445",2021
------,Straftaten insgesamt,8415061,Reutlingen,M,"2,054",0,1,9,26,55,91,80,98,178,172,441,124,131,255,264,451,288,208,147,"1,613",2021
------,Straftaten insgesamt,8415061,Reutlingen,W,668,1,1,0,4,30,36,49,33,82,48,166,43,25,68,68,144,96,69,57,502,2021
------,Straftaten insgesamt,8415061,Reutlingen,X,"2,722",1,2,9,30,85,127,129,131,260,220,607,167,156,323,332,595,384,277,204,"2,115",2021
------,Straftaten insgesamt,13003000,Rostock,M,"5,815",28,21,35,48,102,234,194,247,441,495,"1,170",395,385,780,737,"1,527",816,477,308,"4,645",2021
------,Straftaten insgesamt,13003000,Rostock,W,"1,874",22,10,13,19,57,121,100,111,211,143,475,93,88,181,218,422,237,179,162,"1,399",2021
------,Straftaten insgesamt,13003000,Rostock,X,"7,689",50,31,48,67,159,355,294,358,652,638,"1,645",488,473,961,955,"1,949","1,053",656,470,"6,044",2021
------,Straftaten insgesamt,10041100,Saarbrücken,M,"5,803",7,3,22,43,93,168,154,309,463,474,"1,105",339,353,692,801,"1,349",868,581,407,"4,698",2021
------,Straftaten insgesamt,10041100,Saarbrücken,W,"1,981",2,3,2,19,72,98,114,85,199,140,437,110,88,198,230,441,286,227,162,"1,544",2021
------,Straftaten insgesamt,10041100,Saarbrücken,X,"7,784",9,6,24,62,165,266,268,394,662,614,"1,542",449,441,890,"1,031","1,790","1,154",808,569,"6,242",2021
------,Straftaten insgesamt,3102000,Salzgitter,M,"2,258",0,5,9,31,52,97,63,102,165,191,453,124,124,248,279,499,357,271,151,"1,805",2021
------,Straftaten insgesamt,3102000,Salzgitter,W,781,2,3,6,12,16,39,38,27,65,74,178,34,35,69,98,169,118,84,65,603,2021
------,Straftaten insgesamt,3102000,Salzgitter,X,"3,039",2,8,15,43,68,136,101,129,230,265,631,158,159,317,377,668,475,355,216,"2,408",2021
------,Straftaten insgesamt,13004000,Schwerin,M,"2,822",3,9,12,28,57,109,84,95,179,248,536,172,142,314,340,779,432,247,174,"2,286",2021
------,Straftaten insgesamt,13004000,Schwerin,W,888,4,2,4,13,24,47,29,44,73,73,193,65,32,97,90,236,108,93,71,695,2021
------,Straftaten insgesamt,13004000,Schwerin,X,"3,710",7,11,16,41,81,156,113,139,252,321,729,237,174,411,430,"1,015",540,340,245,"2,981",2021
------,Straftaten insgesamt,5970040,Siegen,M,"2,603",1,5,6,25,36,73,78,136,214,249,536,191,175,366,369,590,363,224,155,"2,067",2021
------,Straftaten insgesamt,5970040,Siegen,W,789,1,1,6,5,30,43,41,52,93,56,192,36,49,85,101,162,98,92,59,597,2021
------,Straftaten insgesamt,5970040,Siegen,X,"3,392",2,6,12,30,66,116,119,188,307,305,728,227,224,451,470,752,461,316,214,"2,664",2021
------,Straftaten insgesamt,5122000,Solingen,M,"3,059",1,0,8,22,59,90,100,138,238,251,579,174,144,318,354,714,509,357,228,"2,480",2021
------,Straftaten insgesamt,5122000,Solingen,W,"1,074",1,0,4,10,17,32,35,43,78,85,195,53,48,101,111,254,168,140,105,879,2021
------,Straftaten insgesamt,5122000,Solingen,X,"4,133",2,0,12,32,76,122,135,181,316,336,774,227,192,419,465,968,677,497,333,"3,359",2021
------,Straftaten insgesamt,8111000,Stuttgart,M,"15,585",3,18,40,90,192,343,480,783,"1,263","1,506","3,112","1,208","1,123","2,331","2,260","3,344","2,160","1,394",984,"12,473",2021
------,Straftaten insgesamt,8111000,Stuttgart,W,"4,502",4,1,15,52,122,194,230,252,482,361,"1,037",287,234,521,499,840,717,508,380,"3,465",2021
------,Straftaten insgesamt,8111000,Stuttgart,X,"20,087",7,19,55,142,314,537,710,"1,035","1,745","1,867","4,149","1,495","1,357","2,852","2,759","4,184","2,877","1,902","1,364","15,938",2021
------,Straftaten insgesamt,7211000,Trier,M,"3,913",0,2,13,15,39,69,108,158,266,443,778,298,285,583,664,982,471,264,171,"3,135",2021
------,Straftaten insgesamt,7211000,Trier,W,"1,403",0,0,0,5,26,31,73,64,137,115,283,88,91,179,212,333,162,134,100,"1,120",2021
------,Straftaten insgesamt,7211000,Trier,X,"5,316",0,2,13,20,65,100,181,222,403,558,"1,061",386,376,762,876,"1,315",633,398,271,"4,255",2021
------,Straftaten insgesamt,8421000,Ulm,M,"3,030",0,0,8,21,41,70,98,177,275,297,642,231,209,440,426,694,409,225,194,"2,388",2021
------,Straftaten insgesamt,8421000,Ulm,W,"1,034",1,1,5,5,41,53,69,63,132,90,275,57,48,105,113,202,155,79,105,759,2021
------,Straftaten insgesamt,8421000,Ulm,X,"4,064",1,1,13,26,82,123,167,240,407,387,917,288,257,545,539,896,564,304,299,"3,147",2021
------,Straftaten insgesamt,6414000,Wiesbaden,M,"6,252",0,6,14,36,120,176,178,295,473,552,"1,201",415,322,737,750,"1,353","1,021",736,454,"5,051",2021
------,Straftaten insgesamt,6414000,Wiesbaden,W,"2,166",0,3,4,12,63,82,129,116,245,149,476,111,101,212,208,475,342,252,201,"1,690",2021
------,Straftaten insgesamt,6414000,Wiesbaden,X,"8,418",0,9,18,48,183,258,307,411,718,701,"1,677",526,423,949,958,"1,828","1,363",988,655,"6,741",2021
------,Straftaten insgesamt,3103000,Wolfsburg,M,"2,582",0,4,8,12,49,73,83,107,190,215,478,165,167,332,358,622,401,243,148,"2,104",2021
------,Straftaten insgesamt,3103000,Wolfsburg,W,805,1,2,1,8,41,53,53,28,81,57,191,36,41,77,93,177,113,78,76,614,2021
------,Straftaten insgesamt,3103000,Wolfsburg,X,"3,387",1,6,9,20,90,126,136,135,271,272,669,201,208,409,451,799,514,321,224,"2,718",2021
------,Straftaten insgesamt,5124000,Wuppertal,M,"8,489",2,12,27,57,137,235,269,376,645,684,"1,564",448,477,925,"1,105","1,993","1,345",957,600,"6,925",2021
------,Straftaten insgesamt,5124000,Wuppertal,W,"2,844",0,3,13,34,93,143,143,124,267,220,630,151,114,265,357,624,412,331,225,"2,214",2021
------,Straftaten insgesamt,5124000,Wuppertal,X,"11,333",2,15,40,91,230,378,412,500,912,904,"2,194",599,591,"1,190","1,462","2,617","1,757","1,288",825,"9,139",2021
------,Straftaten insgesamt,9663000,Würzburg,M,"3,227",0,2,6,13,41,62,97,173,270,359,691,271,256,527,479,693,391,287,159,"2,536",2021
------,Straftaten insgesamt,9663000,Würzburg,W,865,2,0,1,0,18,21,49,60,109,84,214,57,56,113,96,152,108,99,83,651,2021
------,Straftaten insgesamt,9663000,Würzburg,X,"4,092",2,2,7,13,59,83,146,233,379,443,905,328,312,640,575,845,499,386,242,"3,187",2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5334002,Aachen,M,28,0,0,0,0,0,0,1,0,1,5,6,0,4,4,2,10,2,2,2,22,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5334002,Aachen,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5334002,Aachen,X,28,0,0,0,0,0,0,1,0,1,5,6,0,4,4,2,10,2,2,2,22,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",9761000,Augsburg,M,23,0,0,0,0,0,0,1,0,1,4,5,1,5,6,4,1,4,2,1,18,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",9761000,Augsburg,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",9761000,Augsburg,X,23,0,0,0,0,0,0,1,0,1,4,5,1,5,6,4,1,4,2,1,18,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5378004,Bergisch Gladbach,M,4,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,1,0,0,0,2,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5378004,Bergisch Gladbach,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5378004,Bergisch Gladbach,X,4,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,1,0,0,0,2,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",11000000,Berlin,M,677,0,2,0,1,7,10,35,48,83,69,162,50,50,100,110,146,89,46,24,515,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",11000000,Berlin,W,17,0,0,0,0,1,1,2,1,3,0,4,0,1,1,0,8,1,1,2,13,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",11000000,Berlin,X,694,0,2,0,1,8,11,37,49,86,69,166,50,51,101,110,154,90,47,26,528,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5711000,Bielefeld,M,48,0,0,0,0,0,0,3,1,4,3,7,9,4,13,9,10,6,2,1,41,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5711000,Bielefeld,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5711000,Bielefeld,X,48,0,0,0,0,0,0,3,1,4,3,7,9,4,13,9,10,6,2,1,41,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5911000,Bochum,M,37,0,0,0,0,1,1,2,0,2,5,8,5,2,7,7,7,3,4,1,29,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5911000,Bochum,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5911000,Bochum,X,37,0,0,0,0,1,1,2,0,2,5,8,5,2,7,7,7,3,4,1,29,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5314000,Bonn,M,51,0,0,0,0,0,0,0,2,2,6,8,6,1,7,10,18,6,2,0,43,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5314000,Bonn,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5314000,Bonn,X,52,0,0,0,0,0,0,0,2,2,6,8,6,1,7,10,19,6,2,0,44,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5512000,Bottrop,M,13,0,0,0,0,1,1,1,1,2,3,6,0,1,1,2,4,0,0,0,7,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5512000,Bottrop,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",5512000,Bottrop,X,13,0,0,0,0,1,1,1,1,2,3,6,0,1,1,2,4,0,0,0,7,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",3101000,Braunschweig,M,37,0,0,0,0,1,1,0,0,0,1,2,2,2,4,4,13,5,5,4,35,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",3101000,Braunschweig,W,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",3101000,Braunschweig,X,39,0,0,0,0,1,1,0,0,0,1,2,2,3,5,4,13,6,5,4,37,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",4011000,Bremen,M,97,0,0,0,0,0,0,1,7,8,10,18,4,11,15,12,18,15,15,4,79,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",4011000,Bremen,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",4011000,Bremen,X,97,0,0,0,0,0,0,1,7,8,10,18,4,11,15,12,18,15,15,4,79,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",4012000,Bremerhaven,M,32,0,0,0,0,0,0,1,1,2,0,2,3,4,7,5,8,7,2,1,30,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",4012000,Bremerhaven,W,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",4012000,Bremerhaven,X,33,0,0,0,0,0,0,1,1,2,0,2,3,5,8,5,8,7,2,1,31,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",14511000,Chemnitz,M,23,0,0,0,0,0,0,0,2,2,3,5,0,3,3,5,4,3,2,1,18,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",14511000,Chemnitz,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",14511000,Chemnitz,X,23,0,0,0,0,0,0,0,2,2,3,5,0,3,3,5,4,3,2,1,18,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",12052000,Cottbus,M,9,0,0,0,0,0,0,0,0,0,3,3,2,0,2,1,1,2,0,0,6,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",12052000,Cottbus,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",12052000,Cottbus,X,9,0,0,0,0,0,0,0,0,0,3,3,2,0,2,1,1,2,0,0,6,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",6411000,Darmstadt,M,23,0,0,0,0,0,0,0,0,0,3,3,4,3,7,3,6,4,0,0,20,2021
111000,"Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB",6411000,Darmstadt,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
