Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;9564000;N rnberg;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5119000;Oberhausen;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5119000;Oberhausen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5119000;Oberhausen;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;6413000;Offenbach am Main;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;6413000;Offenbach am Main;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;6413000;Offenbach am Main;insg.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3403000;Oldenburg (Oldenburg);voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3403000;Oldenburg (Oldenburg);vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3403000;Oldenburg (Oldenburg);insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3404000;Osnabr ck;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3404000;Osnabr ck;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3404000;Osnabr ck;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5774032;Paderborn;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5774032;Paderborn;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5774032;Paderborn;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8231000;Pforzheim;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8231000;Pforzheim;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8231000;Pforzheim;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;12054000;Potsdam;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;12054000;Potsdam;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;12054000;Potsdam;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5562032;Recklinghausen;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5562032;Recklinghausen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5562032;Recklinghausen;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;9362000;Regensburg;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;9362000;Regensburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;9362000;Regensburg;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5120000;Remscheid;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5120000;Remscheid;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5120000;Remscheid;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8415061;Reutlingen;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8415061;Reutlingen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8415061;Reutlingen;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;13003000;Rostock;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;13003000;Rostock;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;13003000;Rostock;insg.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;10041100;Saarbr cken;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;10041100;Saarbr cken;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;10041100;Saarbr cken;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3102000;Salzgitter;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3102000;Salzgitter;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3102000;Salzgitter;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;13004000;Schwerin;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;13004000;Schwerin;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;13004000;Schwerin;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5970040;Siegen;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5970040;Siegen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5970040;Siegen;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5122000;Solingen;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5122000;Solingen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5122000;Solingen;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8111000;Stuttgart;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8111000;Stuttgart;vers.;15;15;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;13;13;0;1;1;0;14;14;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8111000;Stuttgart;insg.;15;15;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;13;13;0;1;1;0;14;14;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;7211000;Trier;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;7211000;Trier;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;7211000;Trier;insg.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8421000;Ulm;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8421000;Ulm;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;8421000;Ulm;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;6414000;Wiesbaden;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;6414000;Wiesbaden;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;6414000;Wiesbaden;insg.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3103000;Wolfsburg;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3103000;Wolfsburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3103000;Wolfsburg;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5124000;Wuppertal;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5124000;Wuppertal;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5124000;Wuppertal;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;9663000;W rzburg;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;9663000;W rzburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211000;Raub, r uberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;9663000;W rzburg;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5334002;Aachen;voll.;12;5;7;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;10;3;7;1;1;0;11;4;7
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5334002;Aachen;vers.;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;1;0;1;3;1;2
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5334002;Aachen;insg.;16;7;9;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;12;4;8;2;1;1;14;5;9
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;9761000;Augsburg;voll.;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;3;2;1;5;2;3
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;9761000;Augsburg;vers.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;9761000;Augsburg;insg.;7;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;3;2;1;7;3;4
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5378004;Bergisch Gladbach;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5378004;Bergisch Gladbach;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5378004;Bergisch Gladbach;insg.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;11000000;Berlin;voll.;463;268;195;0;0;0;1;0;1;1;0;1;5;4;1;35;23;12;381;220;161;41;21;20;422;241;181
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;11000000;Berlin;vers.;122;71;51;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;100;60;40;17;8;9;117;68;49
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;11000000;Berlin;insg.;585;339;246;0;0;0;1;0;1;1;0;1;5;4;1;40;26;14;481;280;201;58;29;29;539;309;230
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5711000;Bielefeld;voll.;11;4;7;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;8;2;6;0;0;0;8;2;6
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5711000;Bielefeld;vers.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5711000;Bielefeld;insg.;13;6;7;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;9;3;6;0;0;0;9;3;6
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5911000;Bochum;voll.;29;10;19;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;24;10;14;4;0;4;28;10;18
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5911000;Bochum;vers.;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;0;0;0;2;2;0
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5911000;Bochum;insg.;32;13;19;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;26;12;14;4;0;4;30;12;18
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5314000;Bonn;voll.;20;16;4;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;18;14;4;0;0;0;18;14;4
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5314000;Bonn;vers.;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;3;2;1;1;8;4;4
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5314000;Bonn;insg.;28;20;8;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;24;17;7;2;1;1;26;18;8
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5512000;Bottrop;voll.;7;1;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;6;1;5;0;0;0;6;1;5
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5512000;Bottrop;vers.;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;4;4;0
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5512000;Bottrop;insg.;11;5;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;10;5;5;0;0;0;10;5;5
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;3101000;Braunschweig;voll.;17;6;11;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;13;4;9;2;1;1;15;5;10
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;3101000;Braunschweig;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;3101000;Braunschweig;insg.;18;7;11;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;14;5;9;2;1;1;16;6;10
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;4011000;Bremen;voll.;47;12;35;0;0;0;0;0;0;0;0;0;0;0;0;5;1;4;36;10;26;6;1;5;42;11;31
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;4011000;Bremen;vers.;19;9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;7;8;4;2;2;19;9;10
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;4011000;Bremen;insg.;66;21;45;0;0;0;0;0;0;0;0;0;0;0;0;5;1;4;51;17;34;10;3;7;61;20;41
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;4012000;Bremerhaven;voll.;18;11;7;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;14;9;5;1;1;0;15;10;5
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;4012000;Bremerhaven;vers.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;3;0;3
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;4012000;Bremerhaven;insg.;21;11;10;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;17;9;8;1;1;0;18;10;8
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;14511000;Chemnitz;voll.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;14511000;Chemnitz;vers.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;14511000;Chemnitz;insg.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;3;1;2
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;12052000;Cottbus;voll.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;0;0;0;2;1;1
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;12052000;Cottbus;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;12052000;Cottbus;insg.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;0;0;0;2;1;1
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;6411000;Darmstadt;voll.;10;7;3;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;7;5;2;0;0;0;7;5;2
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;6411000;Darmstadt;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;6411000;Darmstadt;insg.;11;7;4;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;8;5;3;0;0;0;8;5;3
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5913000;Dortmund;voll.;35;14;21;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;30;13;17;3;0;3;33;13;20
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5913000;Dortmund;vers.;10;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;2;3;1;2;10;6;4
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;5913000;Dortmund;insg.;45;20;25;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;37;18;19;6;1;5;43;19;24
212000;Raub, r uberische Erpressung auf/gegen sonstige Zahlstellen und Gesch fte;14612000;Dresden;voll.;13;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;7;4;2;2;0;13;9;4
