Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Opfer insgesamt - Anzahl;Opfer insgesamt maennlich- Anzahl;Opfer insgesamt weiblich- Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder bis unter 6 Jahre maennlich- Anzahl;Kinder bis unter 6 Jahre weiblich - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 6 bis unter 8 Jahre maennlich - Anzahl;Kinder 6 bis unter 8 Jahre weiblich - Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 8 bis unter 10 Jahre maennlich - Anzahl;Kinder 8 bis unter 10 Jahre weiblich - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre maennlich- Anzahl;Kinder 10 bis unter 12 Jahre weiblich - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre maennlich - Anzahl;Kinder 12 bis unter 14 Jahre weiblich - Anzahl;Kinder bis unter 14 Jahre insgesamt;Kinder bis unter 14 Jahre insgesamt maennlich;Kinder bis unter 14 Jahre insgesamt weiblich;Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 14 bis unter 16 Jahre maennlich - Anzahl;Jugendliche 14 bis unter 16 Jahre weiblich - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre maennlich - Anzahl;Jugendliche 16 bis unter 18 Jahre weiblich - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt;Jugendliche 14 bis unter 18 Jahre insgesamt - maennlich;Jugendliche 14 bis unter 18 Jahre insgesamt - weiblich;Heranwachsende 18 bis unter 21 Jahre - Anzahl;Heranwachsende 18 bis unter 21 Jahre maennlich - Anzahl;Heranwachsende 18 bis unter 21 Jahre weiblich - Anzahl;Opfer insgesamt unter 21 Jahre;Opfer insgesamt unter 21 Jahre - maennlich;Opfer insgesamt unter 21 Jahre - weiblich;Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 21 bis unter 23 Jahre maennlich - Anzahl;Erwachsene 21 bis unter 23 Jahre weiblich - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre maennlich- Anzahl;Erwachsene 23 bis unter 25 Jahre weiblich - Anzahl;Erwachsene 21 bis unter 25 Jahre;Erwachsene 21 bis unter 25 Jahre - maennlich;Erwachsene 21 bis unter 25 Jahre - weiblich;Erwachsene 25 bis unter 30 Jahre;Erwachsene 25 bis unter 30 Jahre - maennlich;Erwachsene 25 bis unter 30 Jahre - weiblich;Erwachsene 30 bis unter 40 Jahre;Erwachsene 30 bis unter 40 Jahre - maennlich;Erwachsene 30 bis unter 40 Jahre - weiblich;Erwachsene 40 bis unter 50 Jahre;Erwachsene 40 bis unter 50 Jahre - maennlich;Erwachsene 40 bis unter 50 Jahre - weiblich;Erwachsene 50 bis unter 60 Jahre;Erwachsene 50 bis unter 60 Jahre - maennlich;Erwachsene 50 bis unter 60 Jahre - weiblich;Erwachsene 60 Jahre und aelter;Erwachsene 60 Jahre und aelter - maennlich;Erwachsene 60 Jahre und aelter - weiblich;Erwachsene ab 21 Jahre;Erwachsene ab 21 Jahre - maennlich;Erwachsene ab 21 Jahre - weiblich
621021;Widerstand gegen Polizeivollzugsbeamte;3404000;Osnabrueck;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;5774032;Paderborn;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;8231000;Pforzheim;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;12054000;Potsdam;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;5562032;Recklinghausen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;9362000;Regensburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;5120000;Remscheid;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;8415061;Reutlingen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;13003000;Rostock;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;10041100;Saarbruecken;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;3102000;Salzgitter;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;13004000;Schwerin;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;5970040;Siegen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;5122000;Solingen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;8111000;Stuttgart;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;7211000;Trier;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;8421000;Ulm;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;6414000;Wiesbaden;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;3103000;Wolfsburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;5124000;Wuppertal;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;9663000;Wuerzburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621021;Widerstand gegen Polizeivollzugsbeamte;5334002;Aachen;insg.;426;334;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;2;3;1;2;2;0;2;5;1;4;24;20;4;68;52;16;92;72;20;81;55;26;143;117;26;55;42;13;46;43;3;4;4;0;421;333;88
621021;Widerstand gegen Polizeivollzugsbeamte;9761000;Augsburg;insg.;265;224;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;4;3;1;14;10;4;28;15;13;42;25;17;82;64;18;104;100;4;18;17;1;15;15;0;0;0;0;261;221;40
621021;Widerstand gegen Polizeivollzugsbeamte;5378004;Bergisch Gladbach;insg.;54;33;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;3;2;1;7;2;5;17;11;6;13;8;5;7;5;2;8;6;2;2;1;1;54;33;21
621021;Widerstand gegen Polizeivollzugsbeamte;11000000;Berlin;insg.;4,213;3,606;607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;12;9;3;14;11;3;61;56;5;218;187;31;279;243;36;1,081;925;156;1,338;1,122;216;1,017;852;165;467;436;31;17;17;0;4,199;3,595;604
621021;Widerstand gegen Polizeivollzugsbeamte;5711000;Bielefeld;insg.;213;176;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;5;3;2;6;4;2;8;6;2;12;6;6;20;12;8;26;23;3;53;45;8;67;51;16;40;40;0;1;1;0;207;172;35
621021;Widerstand gegen Polizeivollzugsbeamte;5911000;Bochum;insg.;345;271;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;21;9;12;41;23;18;62;32;30;70;55;15;100;83;17;75;64;11;32;32;0;5;4;1;344;270;74
621021;Widerstand gegen Polizeivollzugsbeamte;5314000;Bonn;insg.;363;287;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;4;2;2;7;3;4;48;30;18;55;33;22;86;59;27;65;54;11;69;58;11;83;80;3;1;1;0;359;285;74
621021;Widerstand gegen Polizeivollzugsbeamte;5512000;Bottrop;insg.;54;42;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;4;4;0;7;6;1;11;9;2;13;9;4;10;7;3;8;8;0;5;3;2;54;42;12
621021;Widerstand gegen Polizeivollzugsbeamte;3101000;Braunschweig;insg.;161;145;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;3;2;1;5;5;0;8;7;1;29;24;5;56;49;7;20;17;3;45;45;0;2;2;0;160;144;16
621021;Widerstand gegen Polizeivollzugsbeamte;4011000;Bremen;insg.;636;499;137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;18;12;6;106;80;26;124;92;32;211;150;61;167;132;35;80;75;5;47;45;2;5;4;1;634;498;136
621021;Widerstand gegen Polizeivollzugsbeamte;4012000;Bremerhaven;insg.;158;122;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;19;15;4;22;17;5;63;44;19;39;29;10;24;22;2;7;7;0;3;3;0;158;122;36
621021;Widerstand gegen Polizeivollzugsbeamte;14511000;Chemnitz;insg.;142;129;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;5;5;0;7;6;1;30;28;2;60;52;8;20;18;2;25;25;0;0;0;0;142;129;13
621021;Widerstand gegen Polizeivollzugsbeamte;6411000;Darmstadt;insg.;76;65;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;5;4;1;7;6;1;31;25;6;26;23;3;9;8;1;3;3;0;0;0;0;76;65;11
621021;Widerstand gegen Polizeivollzugsbeamte;5913000;Dortmund;insg.;983;795;188;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;11;9;2;12;9;3;39;24;15;102;65;37;141;89;52;293;237;56;324;269;55;140;128;12;66;58;8;7;5;2;971;786;185
621021;Widerstand gegen Polizeivollzugsbeamte;14612000;Dresden;insg.;362;317;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;7;6;1;21;18;3;28;24;4;133;113;20;139;124;15;50;44;6;10;10;0;0;0;0;360;315;45
621021;Widerstand gegen Polizeivollzugsbeamte;5112000;Duisburg;insg.;462;356;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;4;2;2;18;10;8;67;49;18;85;59;26;131;97;34;115;84;31;85;80;5;38;30;8;4;4;0;458;354;104
621021;Widerstand gegen Polizeivollzugsbeamte;5111000;Duesseldorf;insg.;725;589;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;11;6;5;12;7;5;19;16;3;95;76;19;114;92;22;294;214;80;169;148;21;94;88;6;38;37;1;4;3;1;713;582;131
621021;Widerstand gegen Polizeivollzugsbeamte;16051000;Erfurt;insg.;243;219;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;3;2;1;4;4;0;15;15;0;19;19;0;94;84;10;77;69;8;39;34;5;11;11;0;0;0;0;240;217;23
621021;Widerstand gegen Polizeivollzugsbeamte;9562000;Erlangen;insg.;17;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;9;8;1;1;1;0;2;2;0;0;0;0;17;16;1
621021;Widerstand gegen Polizeivollzugsbeamte;5113000;Essen;insg.;397;320;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;3;2;1;18;14;4;69;48;21;87;62;25;113;79;34;90;82;8;63;56;7;39;38;1;2;1;1;394;318;76
621021;Widerstand gegen Polizeivollzugsbeamte;6412000;Frankfurt am Main;insg.;1,068;921;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;3;8;5;3;25;17;8;57;44;13;82;61;21;440;363;77;416;375;41;105;100;5;17;17;0;0;0;0;1,060;916;144
621021;Widerstand gegen Polizeivollzugsbeamte;8311000;Freiburg im Breisgau;insg.;163;137;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;6;4;2;5;3;2;10;10;0;15;13;2;43;32;11;63;55;8;33;30;3;3;3;0;0;0;0;157;133;24
621021;Widerstand gegen Polizeivollzugsbeamte;9563000;Fuerth;insg.;11;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;2;4;2;2;0;0;0;0;0;0;0;0;0;11;7;4
621021;Widerstand gegen Polizeivollzugsbeamte;5513000;Gelsenkirchen;insg.;258;201;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;10;6;4;28;19;9;38;25;13;55;39;16;97;82;15;46;35;11;21;19;2;0;0;0;257;200;57
621021;Widerstand gegen Polizeivollzugsbeamte;3152012;Goettingen;insg.;96;68;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;5;4;1;9;7;2;19;10;9;27;18;9;23;16;7;18;17;1;0;0;0;96;68;28
621021;Widerstand gegen Polizeivollzugsbeamte;5914000;Hagen;insg.;227;159;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;8;6;2;50;24;26;58;30;28;77;53;24;45;35;10;28;23;5;18;17;1;0;0;0;226;158;68
621021;Widerstand gegen Polizeivollzugsbeamte;15002000;Halle (Saale);insg.;238;201;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;4;29;18;11;36;21;15;47;39;8;52;44;8;62;56;6;41;41;0;0;0;0;238;201;37
621021;Widerstand gegen Polizeivollzugsbeamte;2000000;Hamburg;insg.;1,055;890;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;7;3;10;7;3;35;25;10;46;35;11;81;60;21;208;173;35;516;435;81;188;166;22;50;47;3;2;2;0;1,045;883;162
621021;Widerstand gegen Polizeivollzugsbeamte;5915000;Hamm;insg.;131;105;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;6;3;3;12;9;3;18;12;6;15;8;7;40;31;9;41;37;4;15;15;0;0;0;0;129;103;26
621021;Widerstand gegen Polizeivollzugsbeamte;3241001;Hannover;insg.;423;353;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;13;6;41;35;6;60;48;12;153;119;34;148;131;17;45;39;6;17;16;1;0;0;0;423;353;70
621021;Widerstand gegen Polizeivollzugsbeamte;8221000;Heidelberg;insg.;65;51;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;7;4;3;11;5;6;25;19;6;17;15;2;8;8;0;4;4;0;0;0;0;65;51;14
621021;Widerstand gegen Polizeivollzugsbeamte;8121000;Heilbronn;insg.;22;17;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;1;1;8;7;1;5;3;2;6;5;1;1;1;0;0;0;0;22;17;5
621021;Widerstand gegen Polizeivollzugsbeamte;5916000;Herne;insg.;126;89;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;11;7;4;12;5;7;23;12;11;26;18;8;40;26;14;21;18;3;14;14;0;0;0;0;124;88;36
621021;Widerstand gegen Polizeivollzugsbeamte;3254021;Hildesheim;insg.;76;70;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;5;5;0;6;5;1;11;10;1;22;21;1;17;14;3;9;8;1;15;15;0;0;0;0;74;68;6
621021;Widerstand gegen Polizeivollzugsbeamte;9161000;Ingolstadt;insg.;37;29;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;12;7;5;20;15;5;8;7;1;5;3;2;1;1;0;3;3;0;0;0;0;37;29;8
621021;Widerstand gegen Polizeivollzugsbeamte;16053000;Jena;insg.;78;71;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;6;3;3;7;4;3;24;22;2;22;21;1;18;17;1;6;6;0;0;0;0;77;70;7
621021;Widerstand gegen Polizeivollzugsbeamte;8212000;Karlsruhe;insg.;124;111;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;4;3;1;7;6;1;11;9;2;30;27;3;37;34;3;29;24;5;16;16;0;0;0;0;123;110;13
621021;Widerstand gegen Polizeivollzugsbeamte;6611000;Kassel;insg.;195;177;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;7;4;11;7;4;0;0;0;4;3;1;4;3;1;16;14;2;73;66;7;78;74;4;13;13;0;0;0;0;184;170;14
621021;Widerstand gegen Polizeivollzugsbeamte;1002000;Kiel;insg.;199;163;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;5;5;0;6;5;1;17;13;4;23;18;5;45;32;13;68;56;12;44;38;6;14;14;0;0;0;0;194;158;36
621021;Widerstand gegen Polizeivollzugsbeamte;7111000;Koblenz;insg.;173;141;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;6;2;4;5;1;4;11;3;8;54;44;10;79;71;8;20;15;5;7;7;0;1;1;0;172;141;31
621021;Widerstand gegen Polizeivollzugsbeamte;5315000;Koeln;insg.;2,187;1,598;589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;6;7;13;6;7;85;48;37;312;176;136;397;224;173;775;530;245;627;513;114;260;219;41;115;106;9;0;0;0;2,174;1,592;582
621021;Widerstand gegen Polizeivollzugsbeamte;5114000;Krefeld;insg.;278;175;103;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;3;3;0;4;3;1;14;8;6;45;21;24;59;29;30;99;47;52;61;49;12;41;33;8;14;14;0;0;0;0;274;172;102
621021;Widerstand gegen Polizeivollzugsbeamte;14713000;Leipzig;insg.;661;570;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;3;0;8;5;3;30;22;8;38;27;11;240;208;32;252;214;38;89;79;10;39;39;0;0;0;0;658;567;91
621021;Widerstand gegen Polizeivollzugsbeamte;5316000;Leverkusen;insg.;256;192;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;29;25;4;29;19;10;58;44;14;80;46;34;72;62;10;29;23;6;14;14;0;1;1;0;254;190;64
621021;Widerstand gegen Polizeivollzugsbeamte;1003000;Luebeck;insg.;318;258;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;7;3;10;7;3;18;10;8;19;12;7;37;22;15;52;41;11;127;107;20;63;52;11;26;26;0;3;3;0;308;251;57
621021;Widerstand gegen Polizeivollzugsbeamte;7314000;Ludwigshafen am Rhein;insg.;77;55;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;6;2;4;9;3;6;37;26;11;25;21;4;4;3;1;2;2;0;0;0;0;77;55;22
621021;Widerstand gegen Polizeivollzugsbeamte;15003000;Magdeburg;insg.;159;130;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;13;6;7;7;6;1;20;12;8;37;25;12;44;43;1;26;21;5;28;26;2;3;3;0;158;130;28
621021;Widerstand gegen Polizeivollzugsbeamte;7315000;Mainz;insg.;279;215;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;14;11;3;25;18;7;39;29;10;117;87;30;102;79;23;11;11;0;8;8;0;0;0;0;277;214;63
621021;Widerstand gegen Polizeivollzugsbeamte;8222000;Mannheim;insg.;112;99;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;3;2;1;4;3;1;5;3;2;9;6;3;27;23;4;39;37;2;26;23;3;8;8;0;0;0;0;109;97;12
621021;Widerstand gegen Polizeivollzugsbeamte;5170024;Moers;insg.;70;38;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;15;4;11;19;7;12;30;15;15;8;3;5;9;9;0;4;4;0;0;0;0;70;38;32
621021;Widerstand gegen Polizeivollzugsbeamte;5116000;Moenchengladbach;insg.;274;199;75;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;3;1;2;5;3;2;23;12;11;56;42;14;79;54;25;50;26;24;49;35;14;62;52;10;29;29;0;0;0;0;269;196;73
621021;Widerstand gegen Polizeivollzugsbeamte;5117000;Muelheim an der Ruhr;insg.;91;70;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;9;5;4;9;5;4;33;22;11;27;24;3;11;8;3;10;10;0;0;0;0;90;69;21
621021;Widerstand gegen Polizeivollzugsbeamte;9162000;Muenchen;insg.;663;594;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;10;4;14;10;4;54;41;13;97;81;16;151;122;29;226;209;17;208;193;15;53;49;4;11;11;0;0;0;0;649;584;65
