Schluessel;Straftat;Gemeindeschluessel;Stadt;Sexus;Tatverdaechtige insgesamt - Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder bis unter 14 Jahre insgesamt (Anzahl Spalte 7 bis 11);Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt (Anzahl Spalte 13 und 14);Heranwachsende 18 bis unter 21 Jahre - Anzahl;Tatverdaechtige insgesamt unter 21 Jahre (Anzahl Spalte 12, 15 und 16);Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 21 bis unter 25 Jahre (Anzahl Spalte 18 und 19);Erwachsene 25 bis unter 30 Jahre;Erwachsene 30 bis unter 40 Jahre;Erwachsene 40 bis unter 50 Jahre;Erwachsene 50 bis unter 60 Jahre;Erwachsene 60 Jahre und aelter;Erwachsene ab 21 Jahre (Anzahl Spalten 20 bis 25)
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5378004;Bergisch Gladbach;X;41;0;0;0;0;0;0;0;1;1;2;3;3;4;7;15;9;4;3;0;38
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;11000000;Berlin;M;14,132;6;0;1;0;7;14;329;651;980;1,523;2,517;1,269;1,353;2,622;2,928;3,702;1,604;556;203;11,615
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;11000000;Berlin;W;4,350;2;2;2;1;3;10;102;101;203;344;557;275;304;579;852;1,148;668;346;200;3,793
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;11000000;Berlin;X;18,482;8;2;3;1;10;24;431;752;1,183;1,867;3,074;1,544;1,657;3,201;3,780;4,850;2,272;902;403;15,408
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5711000;Bielefeld;M;292;3;2;2;3;3;13;4;17;21;30;64;30;33;63;50;68;32;11;4;228
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5711000;Bielefeld;W;60;4;3;1;0;1;9;4;0;4;3;16;3;1;4;12;16;9;3;0;44
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5711000;Bielefeld;X;352;7;5;3;3;4;22;8;17;25;33;80;33;34;67;62;84;41;14;4;272
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5911000;Bochum;M;682;41;17;9;11;8;86;11;16;27;49;162;42;52;94;138;172;81;24;11;520
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5911000;Bochum;W;285;35;8;17;10;6;76;7;5;12;3;91;8;9;17;48;75;39;9;6;194
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5911000;Bochum;X;967;76;25;26;21;14;162;18;21;39;52;253;50;61;111;186;247;120;33;17;714
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5314000;Bonn;M;320;3;0;0;1;4;8;16;40;56;36;100;22;32;54;53;70;25;13;5;220
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5314000;Bonn;W;78;3;1;1;2;1;8;0;4;4;2;14;3;4;7;10;28;11;4;4;64
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5314000;Bonn;X;398;6;1;1;3;5;16;16;44;60;38;114;25;36;61;63;98;36;17;9;284
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5512000;Bottrop;M;8;0;0;0;0;0;0;0;1;1;0;1;1;0;1;2;4;0;0;0;7
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5512000;Bottrop;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5512000;Bottrop;X;8;0;0;0;0;0;0;0;1;1;0;1;1;0;1;2;4;0;0;0;7
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3101000;Braunschweig;M;246;6;3;1;3;2;15;6;13;19;26;60;28;18;46;49;66;19;5;1;186
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3101000;Braunschweig;W;84;11;3;6;1;0;21;3;1;4;3;28;4;2;6;11;23;7;4;5;56
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3101000;Braunschweig;X;330;17;6;7;4;2;36;9;14;23;29;88;32;20;52;60;89;26;9;6;242
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;4011000;Bremen;M;1,721;7;6;2;3;6;24;241;602;843;121;988;107;102;209;177;205;100;30;12;733
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;4011000;Bremen;W;317;13;5;2;1;5;26;14;53;67;8;101;15;11;26;31;64;42;26;27;216
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;4011000;Bremen;X;2,038;20;11;4;4;11;50;255;655;910;129;1,089;122;113;235;208;269;142;56;39;949
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;4012000;Bremerhaven;M;96;0;0;0;1;0;1;18;25;43;4;48;1;11;12;13;16;4;2;1;48
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;4012000;Bremerhaven;W;19;1;0;1;0;0;2;1;1;2;1;5;0;0;0;2;4;2;5;1;14
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;4012000;Bremerhaven;X;115;1;0;1;1;0;3;19;26;45;5;53;1;11;12;15;20;6;7;2;62
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;14511000;Chemnitz;M;1,692;90;41;23;19;36;209;36;43;79;179;467;145;164;309;331;370;152;49;14;1,225
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;14511000;Chemnitz;W;559;76;30;31;29;18;184;10;11;21;29;234;29;20;49;72;111;55;24;14;325
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;14511000;Chemnitz;X;2,251;166;71;54;48;54;393;46;54;100;208;701;174;184;358;403;481;207;73;28;1,550
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6411000;Darmstadt;M;225;0;0;2;3;2;7;21;62;83;12;102;16;14;30;37;35;12;8;1;123
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6411000;Darmstadt;W;29;0;0;1;1;0;2;2;4;6;0;8;1;1;2;6;9;1;3;0;21
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6411000;Darmstadt;X;254;0;0;3;4;2;9;23;66;89;12;110;17;15;32;43;44;13;11;1;144
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5913000;Dortmund;M;1,779;28;8;6;5;5;52;30;75;105;144;301;138;153;291;329;458;215;112;73;1,478
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5913000;Dortmund;W;763;35;3;3;3;3;47;4;4;8;48;103;37;35;72;114;112;89;111;162;660
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5913000;Dortmund;X;2,542;63;11;9;8;8;99;34;79;113;192;404;175;188;363;443;570;304;223;235;2,138
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;14612000;Dresden;M;3,714;96;29;38;42;76;281;200;324;524;528;1,333;401;388;789;667;620;228;61;16;2,381
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;14612000;Dresden;W;560;74;36;26;26;14;176;19;12;31;24;231;24;34;58;76;109;53;20;13;329
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;14612000;Dresden;X;4,274;170;65;64;68;90;457;219;336;555;552;1,564;425;422;847;743;729;281;81;29;2,710
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5112000;Duisburg;M;409;1;0;0;1;3;5;8;25;33;35;73;30;36;66;85;114;55;13;3;336
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5112000;Duisburg;W;60;1;0;0;0;0;1;1;1;2;3;6;3;3;6;8;21;7;10;2;54
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5112000;Duisburg;X;469;2;0;0;1;3;6;9;26;35;38;79;33;39;72;93;135;62;23;5;390
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5111000;Düsseldorf;M;3,718;33;15;13;15;13;89;86;196;282;256;627;224;262;486;586;988;573;259;199;3,091
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5111000;Düsseldorf;W;1,833;33;16;19;17;12;97;27;29;56;61;214;49;94;143;187;318;248;283;440;1,619
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5111000;Düsseldorf;X;5,551;66;31;32;32;25;186;113;225;338;317;841;273;356;629;773;1,306;821;542;639;4,710
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;16051000;Erfurt;M;539;4;2;3;3;5;17;22;86;108;78;203;57;59;116;84;90;35;8;3;336
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;16051000;Erfurt;W;49;7;0;0;2;0;9;3;3;6;1;16;3;3;6;8;8;3;6;2;33
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;16051000;Erfurt;X;588;11;2;3;5;5;26;25;89;114;79;219;60;62;122;92;98;38;14;5;369
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9562000;Erlangen;M;108;0;0;0;0;1;1;2;2;4;9;14;10;13;23;18;30;17;3;3;94
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9562000;Erlangen;W;22;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;7;4;5;2;21
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9562000;Erlangen;X;130;0;0;0;0;1;1;2;2;4;10;15;11;14;25;19;37;21;8;5;115
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5113000;Essen;M;417;2;0;1;1;1;5;8;35;43;33;81;24;24;48;109;110;54;8;7;336
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5113000;Essen;W;71;3;3;2;1;1;10;1;4;5;2;17;0;1;1;10;20;11;8;4;54
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5113000;Essen;X;488;5;3;3;2;2;15;9;39;48;35;98;24;25;49;119;130;65;16;11;390
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6412000;Frankfurt am Main;M;12,809;141;49;44;47;74;355;257;652;909;821;2,085;758;886;1,644;2,170;3,405;1,720;955;830;10,724
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6412000;Frankfurt am Main;W;7,861;136;47;51;53;34;321;69;87;156;270;747;345;351;696;965;1,666;1,173;1,124;1,490;7,114
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6412000;Frankfurt am Main;X;20,670;277;96;95;100;108;676;326;739;1,065;1,091;2,832;1,103;1,237;2,340;3,135;5,071;2,893;2,079;2,320;17,838
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8311000;Freiburg im Breisgau;M;1,234;3;2;1;2;6;14;107;323;430;158;602;101;93;194;203;179;40;12;4;632
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8311000;Freiburg im Breisgau;W;104;7;4;1;0;0;12;4;2;6;11;29;8;7;15;17;23;13;7;0;75
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8311000;Freiburg im Breisgau;X;1,338;10;6;2;2;6;26;111;325;436;169;631;109;100;209;220;202;53;19;4;707
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9563000;Fürth;M;20;0;0;0;0;0;0;0;0;0;0;0;2;2;4;4;7;2;2;1;20
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9563000;Fürth;W;8;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;4;1;1;7
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9563000;Fürth;X;28;0;0;0;0;1;1;0;0;0;0;1;2;2;4;4;8;6;3;2;27
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5513000;Gelsenkirchen;M;116;0;0;0;0;1;1;2;7;9;6;16;6;6;12;25;44;15;2;2;100
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5513000;Gelsenkirchen;W;17;0;0;0;0;0;0;1;0;1;1;2;2;1;3;2;6;2;0;2;15
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5513000;Gelsenkirchen;X;133;0;0;0;0;1;1;3;7;10;7;18;8;7;15;27;50;17;2;4;115
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3159016;Göttingen;M;74;0;0;0;0;0;0;8;14;22;13;35;3;8;11;6;14;5;0;3;39
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3159016;Göttingen;W;11;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;3;3;2;0;11
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3159016;Göttingen;X;85;0;0;0;0;0;0;8;14;22;13;35;5;8;13;7;17;8;2;3;50
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5754008;Gütersloh;M;22;0;0;0;0;0;0;0;0;0;3;3;2;0;2;8;3;5;1;0;19
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5754008;Gütersloh;W;17;0;0;0;0;0;0;0;0;0;0;0;1;2;3;1;4;7;2;0;17
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5754008;Gütersloh;X;39;0;0;0;0;0;0;0;0;0;3;3;3;2;5;9;7;12;3;0;36
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5914000;Hagen;M;52;0;0;0;0;1;1;1;8;9;3;13;4;6;10;6;11;10;1;1;39
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5914000;Hagen;W;7;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;2;2;1;0;6
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5914000;Hagen;X;59;0;0;0;0;1;1;1;9;10;3;14;4;6;10;7;13;12;2;1;45
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;15002000;Halle (Saale);M;297;0;0;1;2;4;7;28;28;56;33;96;22;29;51;54;64;24;7;1;201
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;15002000;Halle (Saale);W;35;1;0;0;0;1;2;1;4;5;1;8;1;2;3;9;10;3;0;2;27
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;15002000;Halle (Saale);X;332;1;0;1;2;5;9;29;32;61;34;104;23;31;54;63;74;27;7;3;228
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;2000000;Hamburg;M;4,897;34;26;21;14;17;112;56;176;232;358;702;334;431;765;1,079;1,435;623;198;95;4,195
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;2000000;Hamburg;W;1,255;51;18;12;12;14;107;15;23;38;47;192;46;69;115;187;301;190;117;153;1,063
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;2000000;Hamburg;X;6,152;85;44;33;26;31;219;71;199;270;405;894;380;500;880;1,266;1,736;813;315;248;5,258
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5915000;Hamm;M;183;0;0;0;0;0;0;5;19;24;22;46;17;9;26;48;43;16;4;0;137
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5915000;Hamm;W;13;0;0;0;0;0;0;0;0;0;1;1;0;1;1;2;6;2;0;1;12
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5915000;Hamm;X;196;0;0;0;0;0;0;5;19;24;23;47;17;10;27;50;49;18;4;1;149
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6435014;Hanau;M;171;1;0;0;0;1;2;5;24;29;12;43;10;12;22;38;41;16;10;1;128
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6435014;Hanau;W;40;0;1;1;0;0;2;0;3;3;0;5;0;2;2;4;18;7;3;1;35
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6435014;Hanau;X;211;1;1;1;0;1;4;5;27;32;12;48;10;14;24;42;59;23;13;2;163
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3241001;Hannover;M;1,651;0;1;2;2;10;15;61;140;201;209;425;189;164;353;314;383;122;41;13;1,226
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3241001;Hannover;W;173;1;0;0;3;3;7;5;15;20;11;38;9;9;18;24;54;26;11;2;135
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3241001;Hannover;X;1,824;1;1;2;5;13;22;66;155;221;220;463;198;173;371;338;437;148;52;15;1,361
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8221000;Heidelberg;M;526;6;2;0;2;3;13;9;19;28;51;92;53;51;104;125;128;58;14;5;434
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8221000;Heidelberg;W;97;5;3;3;1;3;15;1;1;2;3;20;5;2;7;19;26;15;9;1;77
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8221000;Heidelberg;X;623;11;5;3;3;6;28;10;20;30;54;112;58;53;111;144;154;73;23;6;511
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8121000;Heilbronn;M;89;0;0;0;1;0;1;3;17;20;9;30;6;7;13;14;17;10;4;1;59
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8121000;Heilbronn;W;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;6;5;1;20
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8121000;Heilbronn;X;109;0;0;0;1;0;1;3;17;20;9;30;6;7;13;15;24;16;9;2;79
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5916000;Herne;M;23;0;0;0;0;0;0;0;1;1;3;4;1;2;3;7;7;2;0;0;19
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5916000;Herne;W;2;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5916000;Herne;X;25;0;0;0;0;0;0;0;2;2;3;5;1;2;3;7;7;3;0;0;20
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3254021;Hildesheim;M;48;0;0;0;0;0;0;0;3;3;2;5;3;5;8;7;15;8;1;4;43
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3254021;Hildesheim;W;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;3254021;Hildesheim;X;51;0;0;0;0;0;0;0;3;3;2;5;3;5;8;7;15;10;1;5;46
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9161000;Ingolstadt;M;1,009;0;1;0;30;30;61;25;46;71;147;279;94;134;228;204;200;65;27;6;730
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9161000;Ingolstadt;W;281;0;0;1;24;20;45;5;9;14;16;75;14;21;35;41;64;40;16;10;206
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;9161000;Ingolstadt;X;1,290;0;1;1;54;50;106;30;55;85;163;354;108;155;263;245;264;105;43;16;936
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;16053000;Jena;M;22;0;0;0;0;0;0;2;1;3;2;5;3;2;5;4;8;0;0;0;17
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;16053000;Jena;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;16053000;Jena;X;23;0;0;0;0;0;0;2;1;3;2;5;3;2;5;4;9;0;0;0;18
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;7312000;Kaiserslautern;M;106;0;0;0;0;0;0;2;10;12;8;20;9;11;20;20;27;13;3;3;86
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;7312000;Kaiserslautern;W;22;0;0;0;0;0;0;0;0;0;2;2;1;0;1;4;8;3;2;2;20
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;7312000;Kaiserslautern;X;128;0;0;0;0;0;0;2;10;12;10;22;10;11;21;24;35;16;5;5;106
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8212000;Karlsruhe;M;1,848;11;6;3;7;13;40;127;461;588;216;844;140;197;337;280;249;109;19;10;1,004
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8212000;Karlsruhe;W;176;12;3;9;1;6;31;6;13;19;12;62;6;3;9;29;34;31;8;3;114
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;8212000;Karlsruhe;X;2,024;23;9;12;8;19;71;133;474;607;228;906;146;200;346;309;283;140;27;13;1,118
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6611000;Kassel;M;347;2;0;1;2;4;9;20;50;70;33;112;42;28;70;84;58;13;9;1;235
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6611000;Kassel;W;26;3;0;0;0;0;3;1;1;2;3;8;1;0;1;3;4;5;5;0;18
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;6611000;Kassel;X;373;5;0;1;2;4;12;21;51;72;36;120;43;28;71;87;62;18;14;1;253
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;1002000;Kiel;M;157;1;0;0;1;0;2;5;15;20;17;39;17;10;27;32;38;17;3;1;118
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;1002000;Kiel;W;28;2;0;0;0;0;2;1;3;4;1;7;4;2;6;3;6;3;2;1;21
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;1002000;Kiel;X;185;3;0;0;1;0;4;6;18;24;18;46;21;12;33;35;44;20;5;2;139
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;7111000;Koblenz;M;283;0;0;0;0;2;2;20;40;60;36;98;30;25;55;46;48;28;7;1;185
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;7111000;Koblenz;W;23;0;0;0;0;2;2;0;2;2;0;4;2;0;2;8;5;4;0;0;19
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;7111000;Koblenz;X;306;0;0;0;0;4;4;20;42;62;36;102;32;25;57;54;53;32;7;1;204
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5315000;Köln;M;3,793;27;10;11;8;17;73;165;404;569;365;1,007;286;264;550;668;866;409;189;104;2,786
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5315000;Köln;W;1,531;30;9;11;6;9;65;46;46;92;114;271;79;93;172;227;314;188;144;215;1,260
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5315000;Köln;X;5,324;57;19;22;14;26;138;211;450;661;479;1,278;365;357;722;895;1,180;597;333;319;4,046
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5114000;Krefeld;M;84;0;0;0;0;0;0;1;5;6;9;15;9;6;15;21;22;9;2;0;69
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5114000;Krefeld;W;9;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;4;1;1;8
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5114000;Krefeld;X;93;0;0;0;0;0;0;1;6;7;9;16;9;6;15;22;23;13;3;1;77
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;14713000;Leipzig;M;2,283;53;31;27;18;37;166;80;125;205;292;663;236;227;463;434;492;165;43;23;1,620
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;14713000;Leipzig;W;551;64;15;18;8;20;125;12;22;34;21;180;32;32;64;98;112;53;32;12;371
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;14713000;Leipzig;X;2,834;117;46;45;26;57;291;92;147;239;313;843;268;259;527;532;604;218;75;35;1,991
725000;Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU;5316000;Leverkusen;M;49;0;0;0;1;2;3;5;9;14;0;17;2;2;4;8;12;7;1;0;32
