Schluessel;Straftat;Gemeindeschluessel;Stadt;Anzahl erfasste Faelle;Haeufigkeitszahl;erfasse Faelle, davon Versuche - Anzahl;erfasste Faelle, davon Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;Aufkaerung - Anzahl Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in % an Gesamtzahl;
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;5162024;Neuss;9;5.8;0;0;0;0;9;100;8;8;0;4;50;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;9564000;Nürnberg;222;42.4;0;0;1;0;221;99.5;205;169;36;92;44.9;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;5119000;Oberhausen;38;18;0;0;0;0;35;92.1;38;29;9;8;21.1;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;6413000;Offenbach am Main;44;32.8;0;0;0;0;44;100;49;36;13;19;38.8;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;3403000;Oldenburg (Oldenburg);28;16.2;0;0;0;0;26;92.9;25;23;2;10;40;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;3404000;Osnabrück;94;56.2;0;0;0;0;94;100;89;73;16;32;36;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;5774032;Paderborn;45;29.1;0;0;0;0;43;95.6;37;26;11;7;18.9;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;8231000;Pforzheim;48;37.5;0;0;0;0;47;97.9;45;29;16;15;33.3;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;12054000;Potsdam;69;37.1;0;0;0;0;68;98.6;62;42;20;20;32.3;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;5562032;Recklinghausen;30;26.8;0;0;0;0;28;93.3;26;18;8;11;42.3;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;9362000;Regensburg;104;66.1;0;0;0;0;104;100;88;68;20;36;40.9;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;5120000;Remscheid;44;39.1;0;0;0;0;44;100;28;19;9;11;39.3;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;8415061;Reutlingen;66;56.1;0;0;0;0;65;98.5;59;43;16;19;32.2;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;13003000;Rostock, Hanse- und Universitätsstadt;119;56.7;0;0;0;0;109;91.6;105;85;20;14;13.3;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;10041100;Saarbrücken;86;47.3;0;0;0;0;83;96.5;85;66;19;26;30.6;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;3102000;Salzgitter;11;10.5;0;0;0;0;11;100;11;9;2;7;63.6;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;13004000;Schwerin;51;53.3;0;0;0;0;50;98;52;41;11;8;15.4;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;5970040;Siegen;36;35.1;0;0;0;0;36;100;36;26;10;12;33.3;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;5122000;Solingen;50;31.1;0;0;0;0;49;98;52;37;15;20;38.5;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;8111000;Stuttgart;444;70.2;0;0;0;0;437;98.4;395;325;70;185;46.8;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;7211000;Trier;48;42.8;0;0;0;0;48;100;45;36;9;9;20;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;8421000;Ulm;59;45.8;0;0;0;0;59;100;59;47;12;27;45.8;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;6414000;Wiesbaden;63;22.3;0;0;0;0;62;98.4;60;49;11;17;28.3;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;3103000;Wolfsburg;34;27;0;0;0;0;34;100;32;29;3;15;46.9;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;5124000;Wuppertal;131;36.5;0;0;0;0;133;101.5;128;112;16;49;38.3;2079266
621120;Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114, 115 StGB;9663000;Würzburg;57;44.6;0;0;0;0;57;100;52;43;9;20;38.5;2079266
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5334002;Aachen;184;73;4;2.2;0;0;176;95.7;205;156;49;108;52.7;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;9761000;Augsburg;107;35.5;7;6.5;0;0;106;99.1;99;69;30;39;39.4;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5378004;Bergisch Gladbach;75;66.5;1;1.3;0;0;73;97.3;79;59;20;24;30.4;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;11000000;Berlin;3,305;88;122;3.7;0;0;2,956;89.4;2,625;1,917;708;1,412;53.8;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5711000;Bielefeld;311;91.9;10;3.2;0;0;288;92.6;266;196;70;88;33.1;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5911000;Bochum;208;56.9;18;8.7;0;0;191;91.8;218;163;55;79;36.2;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5314000;Bonn;303;90.1;9;3;0;0;274;90.4;277;192;85;120;43.3;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5512000;Bottrop;61;51.6;2;3.3;0;0;56;91.8;55;38;17;20;36.4;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;3101000;Braunschweig;160;63.5;9;5.6;0;0;157;98.1;170;125;45;63;37.1;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;4011000;Bremen;1,065;187;49;4.6;0;0;968;90.9;944;676;268;449;47.6;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;4012000;Bremerhaven;142;123;5;3.5;0;0;134;94.4;136;106;30;64;47.1;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;14511000;Chemnitz;82;33;3;3.7;0;0;81;98.8;84;64;20;25;29.8;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;6411000;Darmstadt;93;57.3;4;4.3;0;0;89;95.7;95;71;24;40;42.1;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5913000;Dortmund;737;124.2;66;9;0;0;709;96.2;620;469;151;295;47.6;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;14612000;Dresden;177;31.4;14;7.9;0;0;174;98.3;186;151;35;63;33.9;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5112000;Duisburg;462;92;22;4.8;0;0;433;93.7;480;346;134;256;53.3;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5111000;Düsseldorf;690;109.7;17;2.5;0;0;643;93.2;710;538;172;359;50.6;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;16051000;Erfurt;171;79.5;4;2.3;0;0;167;97.7;163;126;37;39;23.9;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;9562000;Erlangen;58;49.8;11;19;0;0;56;96.6;53;38;15;29;54.7;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5113000;Essen;524;89.6;33;6.3;0;0;483;92.2;522;377;145;237;45.4;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;6412000;Frankfurt am Main;923;119.4;26;2.8;0;0;902;97.7;960;784;176;523;54.5;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;8311000;Freiburg im Breisgau;188;79.6;5;2.7;0;0;183;97.3;185;136;49;94;50.8;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;9563000;Fürth;87;66.2;3;3.4;0;0;86;98.9;87;54;33;43;49.4;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5513000;Gelsenkirchen;324;123.2;6;1.9;0;0;315;97.2;351;255;96;154;43.9;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;3159016;Göttingen;109;91.6;6;5.5;0;0;107;98.2;131;98;33;57;43.5;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5754008;Gütersloh;140;136.7;3;2.1;0;0;130;92.9;134;105;29;49;36.6;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5914000;Hagen;220;115.9;17;7.7;0;0;211;95.9;204;140;64;92;45.1;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;15002000;Halle (Saale);213;88;4;1.9;0;0;205;96.2;201;168;33;62;30.8;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;2000000;Hamburg;892;47.1;98;11;0;0;799;89.6;812;673;139;440;54.2;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5915000;Hamm;119;65.8;5;4.2;0;0;116;97.5;127;96;31;55;43.3;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;6435014;Hanau;75;74;1;1.3;0;0;74;98.7;73;57;16;32;43.8;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;3241001;Hannover;530;97.2;18;3.4;0;0;518;97.7;566;426;140;282;49.8;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;8221000;Heidelberg;46;28.3;3;6.5;0;0;42;91.3;49;35;14;25;51;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;8121000;Heilbronn;106;82.6;8;7.5;0;0;102;96.2;96;71;25;48;50;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5916000;Herne;101;64.2;6;5.9;0;0;93;92.1;88;62;26;27;30.7;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;3254021;Hildesheim;105;103.1;1;1;0;0;103;98.1;113;73;40;26;23;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;9161000;Ingolstadt;68;48.2;8;11.8;0;0;66;97.1;64;50;14;27;42.2;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;16053000;Jena;22;19.8;2;9.1;0;0;20;90.9;20;15;5;9;45;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;7312000;Kaiserslautern;61;60.3;5;8.2;0;0;60;98.4;65;46;19;25;38.5;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;8212000;Karlsruhe;139;45;19;13.7;0;0;139;100;137;94;43;62;45.3;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;6611000;Kassel;213;104.3;5;2.3;0;0;212;99.5;216;175;41;118;54.6;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;1002000;Kiel;115;46.4;6;5.2;0;0;111;96.5;127;101;26;54;42.5;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;7111000;Koblenz;55;47.7;7;12.7;0;0;52;94.5;55;45;10;19;34.5;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5315000;Köln;1,423;131.2;69;4.8;0;0;1,305;91.7;1,377;1,058;319;661;48;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5114000;Krefeld;227;99.4;7;3.1;0;0;221;97.4;221;163;58;95;43;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;14713000;Leipzig;106;17.2;4;3.8;0;0;105;99.1;119;96;23;41;34.5;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5316000;Leverkusen;170;102.6;6;3.5;0;0;162;95.3;179;130;49;49;27.4;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;1003000;Lübeck;97;44.5;12;12.4;0;0;92;94.8;88;63;25;18;20.5;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;7314000;Ludwigshafen am Rhein;146;83.8;5;3.4;0;0;143;97.9;121;91;30;51;42.1;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;15003000;Magdeburg;120;50.1;8;6.7;0;0;116;96.7;116;78;38;35;30.2;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;7315000;Mainz;80;36.3;14;17.5;0;0;75;93.8;69;46;23;24;34.8;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;8222000;Mannheim;189;59.9;14;7.4;0;0;181;95.8;182;133;49;96;52.7;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5170024;Moers;103;97.8;17;16.5;0;0;101;98.1;76;60;16;28;36.8;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5116000;Mönchengladbach;337;125.5;14;4.2;0;0;329;97.6;331;245;86;123;37.2;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5117000;Mülheim an der Ruhr;120;69.6;11;9.2;0;0;105;87.5;110;83;27;55;50;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;9162000;München;592;39.1;46;7.8;0;0;567;95.8;590;419;171;334;56.6;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5515000;Münster;201;62.6;6;3;0;0;193;96;209;153;56;64;30.6;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5162024;Neuss;138;89.5;5;3.6;0;0;129;93.5;141;102;39;62;44;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;9564000;Nürnberg;336;64.2;41;12.2;0;0;326;97;332;225;107;139;41.9;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5119000;Oberhausen;134;63.6;15;11.2;0;0;131;97.8;143;105;38;64;44.8;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;6413000;Offenbach am Main;210;156.5;4;1.9;0;0;206;98.1;214;173;41;114;53.3;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;3403000;Oldenburg (Oldenburg);117;67.7;9;7.7;0;0;113;96.6;122;88;34;24;19.7;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;3404000;Osnabrück;182;108.7;12;6.6;0;0;162;89;171;123;48;72;42.1;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5774032;Paderborn;147;95;5;3.4;0;0;133;90.5;134;101;33;26;19.4;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;8231000;Pforzheim;68;53.2;1;1.5;0;0;67;98.5;74;52;22;31;41.9;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;12054000;Potsdam;74;39.8;2;2.7;0;0;72;97.3;72;52;20;24;33.3;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5562032;Recklinghausen;84;75.2;8;9.5;0;0;76;90.5;82;65;17;28;34.1;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;9362000;Regensburg;89;56.5;2;2.2;0;0;87;97.8;91;59;32;41;45.1;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5120000;Remscheid;84;74.6;1;1.2;0;0;82;97.6;99;67;32;40;40.4;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;8415061;Reutlingen;51;43.4;2;3.9;0;0;47;92.2;44;33;11;24;54.5;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;13003000;Rostock, Hanse- und Universitätsstadt;52;24.8;3;5.8;0;0;47;90.4;47;36;11;5;10.6;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;10041100;Saarbrücken;87;47.8;8;9.2;0;0;82;94.3;93;61;32;45;48.4;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;3102000;Salzgitter;44;42.1;6;13.6;0;0;43;97.7;52;42;10;30;57.7;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;13004000;Schwerin;46;48.1;3;6.5;0;0;43;93.5;51;43;8;16;31.4;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5970040;Siegen;89;86.8;3;3.4;0;0;86;96.6;95;65;30;44;46.3;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5122000;Solingen;114;71;1;0.9;0;0;103;90.4;116;72;44;48;41.4;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;8111000;Stuttgart;255;40.3;17;6.7;0;0;249;97.6;252;188;64;134;53.2;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;7211000;Trier;39;34.8;2;5.1;0;0;38;97.4;42;29;13;20;47.6;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;8421000;Ulm;55;42.7;2;3.6;0;0;54;98.2;57;39;18;23;40.4;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;6414000;Wiesbaden;238;84.1;10;4.2;0;0;237;99.6;231;160;71;71;30.7;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;3103000;Wolfsburg;84;66.7;5;6;0;0;84;100;95;77;18;39;41.1;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;5124000;Wuppertal;376;104.8;19;5.1;0;0;359;95.5;411;301;110;180;43.8;2098106
630000;Begünstigung, Strafvereitelung (ohne Strafvereitelung im Amt), Hehlerei und Geldwäsche §§ 257, 258, 259-261 StGB;9663000;Würzburg;62;48.5;8;12.9;0;0;62;100;65;43;22;32;49.2;2098106
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5334002;Aachen;90;35.7;15;16.7;0;0;35;38.9;25;19;6;4;16;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;9761000;Augsburg;37;12.3;4;10.8;0;0;20;54.1;22;17;5;6;27.3;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5378004;Bergisch Gladbach;25;22.2;3;12;0;0;10;40;10;8;2;1;10;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;11000000;Berlin;1,125;30;191;17;0;0;334;29.7;365;268;97;112;30.7;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5711000;Bielefeld;98;29;14;14.3;0;0;44;44.9;51;35;16;16;31.4;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5911000;Bochum;45;12.3;3;6.7;0;0;17;37.8;18;13;5;4;22.2;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5314000;Bonn;51;15.2;9;17.6;0;0;15;29.4;21;18;3;9;42.9;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5512000;Bottrop;16;13.5;1;6.3;0;0;7;43.8;7;7;0;1;14.3;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;3101000;Braunschweig;57;22.6;11;19.3;0;0;24;42.1;24;23;1;4;16.7;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;4011000;Bremen;126;22.1;11;8.7;0;0;27;21.4;32;27;5;9;28.1;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;4012000;Bremerhaven;22;19.1;3;13.6;0;0;13;59.1;16;13;3;2;12.5;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;14511000;Chemnitz;87;35;9;10.3;0;0;33;37.9;34;26;8;10;29.4;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;6411000;Darmstadt;24;14.8;4;16.7;0;0;15;62.5;15;13;2;2;13.3;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5913000;Dortmund;119;20.1;11;9.2;0;0;51;42.9;52;36;16;17;32.7;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;14612000;Dresden;149;26.5;7;4.7;0;0;74;49.7;77;58;19;13;16.9;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5112000;Duisburg;167;33.3;15;9;0;0;71;42.5;77;62;15;19;24.7;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;5111000;Düsseldorf;88;14;11;12.5;0;0;30;34.1;31;23;8;3;9.7;2118842
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;16051000;Erfurt;83;38.6;9;10.8;0;0;27;32.5;27;20;7;3;11.1;2118842
