Schluessel;Straftat;Gemeindeschluessel;Stadt;Anzahl erfasste Faelle;Haeufigkeitszahl;erfasse Faelle, davon Versuche - Anzahl;erfasste Faelle, davon Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;Aufkaerung - Anzahl Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in % an Gesamtzahl
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5911000;Bochum;1,115;305;124;11.1;0;0;57;5.1;46;41;5;20;43.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5314000;Bonn;1,396;423;169;12.1;0;0;88;6.3;60;57;3;19;31.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5512000;Bottrop;462;393;66;14.3;0;0;10;2.2;11;10;1;6;54.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3101000;Braunschweig;609;244;79;13;0;0;60;9.9;39;36;3;17;43.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;4011000;Bremen;3,489;615;365;10.5;0;0;124;3.6;103;96;7;57;55.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;4012000;Bremerhaven;533;469;105;19.7;0;0;43;8.1;32;29;3;11;34.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;14511000;Chemnitz;488;198;28;5.7;0;0;81;16.6;75;68;7;30;40
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6411000;Darmstadt;386;241;55;14.2;0;0;139;36;37;35;2;15;40.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5913000;Dortmund;3,779;642;712;18.8;0;0;221;5.8;178;162;16;87;48.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;14612000;Dresden;1,402;252;227;16.2;0;0;223;15.9;136;120;16;49;36
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5112000;Duisburg;2,388;479;323;13.5;0;0;96;4;95;90;5;32;33.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5111000;Düsseldorf;3,253;523;364;11.2;0;0;214;6.6;182;174;8;97;53.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;16051000;Erfurt;673;315;96;14.3;0;0;102;15.2;63;59;4;15;23.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9562000;Erlangen;94;84;14;14.9;0;0;35;37.2;14;14;0;5;35.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5113000;Essen;2,149;369;285;13.3;0;0;178;8.3;141;128;13;68;48.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6412000;Frankfurt am Main;3,257;427;524;16.1;0;0;419;12.9;264;244;20;141;53.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8311000;Freiburg im Breisgau;498;215;47;9.4;0;0;53;10.6;50;46;4;25;50
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9563000;Fürth;113;88;12;10.6;0;0;26;23;13;11;2;6;46.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5513000;Gelsenkirchen;1,493;575;296;19.8;0;0;126;8.4;64;59;5;27;42.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3159016;Göttingen;254;214;19;7.5;0;0;40;15.7;27;25;2;11;40.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5754008;Gütersloh;238;236;21;8.8;0;0;25;10.5;14;14;0;7;50
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5914000;Hagen;549;291;56;10.2;0;0;88;16;50;46;4;23;46
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;15002000;Halle (Saale);963;403;143;14.8;0;0;81;8.4;50;43;7;15;30
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;2000000;Hamburg;12,009;650;1,565;13;0;0;469;3.9;289;278;11;156;54
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5915000;Hamm;1,015;564;129;12.7;0;0;84;8.3;64;61;3;25;39.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3241001;Hannover;2,389;445;261;10.9;0;0;244;10.2;137;125;12;74;54
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8221000;Heidelberg;310;192;47;15.2;0;0;44;14.2;35;34;1;18;51.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8121000;Heilbronn;255;201;28;11;0;0;67;26.3;22;19;3;9;40.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5916000;Herne;642;410;103;16;0;0;28;4.4;42;39;3;19;45.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3254021;Hildesheim;243;239;24;9.9;0;0;22;9.1;31;26;5;15;48.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9161000;Ingolstadt;165;120;13;7.9;0;0;22;13.3;16;15;1;10;62.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;16053000;Jena;105;94;5;4.8;0;0;15;14.3;13;13;0;3;23.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7312000;Kaiserslautern;370;370;39;10.5;0;0;35;9.5;31;29;2;8;25.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8212000;Karlsruhe;691;221;83;12;0;0;70;10.1;66;63;3;24;36.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6611000;Kassel;606;300;72;11.9;0;0;77;12.7;73;67;6;28;38.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1002000;Kiel;1,599;648;251;15.7;0;0;77;4.8;49;44;5;17;34.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7111000;Koblenz;261;229;23;8.8;0;0;13;5;12;11;1;5;41.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5315000;Köln;7,170;659;1,053;14.7;0;0;346;4.8;297;269;28;132;44.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5114000;Krefeld;1,086;478;146;13.4;0;0;82;7.6;58;49;9;17;29.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;14713000;Leipzig;4,247;716;465;10.9;0;0;574;13.5;373;335;38;104;27.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5316000;Leverkusen;591;361;80;13.5;0;0;52;8.8;46;42;4;19;41.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1003000;Lübeck;887;410;129;14.5;0;0;69;7.8;63;57;6;17;27
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7314000;Ludwigshafen am Rhein;720;418;36;5;0;0;81;11.3;48;45;3;18;37.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;15003000;Magdeburg;1,207;508;137;11.4;0;0;165;13.7;97;88;9;24;24.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7315000;Mainz;407;186;43;10.6;0;0;52;12.8;39;39;0;13;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8222000;Mannheim;1,111;358;78;7;0;0;114;10.3;67;61;6;22;32.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5170024;Moers;292;281;44;15.1;0;0;19;6.5;23;21;2;5;21.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5116000;Mönchengladbach;1,282;491;192;15;0;0;70;5.5;73;66;7;28;38.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5117000;Mülheim an der Ruhr;405;237;56;13.8;0;0;16;4;20;20;0;10;50
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9162000;München;1,580;106;137;8.7;0;0;330;20.9;207;188;19;119;57.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5515000;Münster;1,492;473;238;16;0;0;122;8.2;97;90;7;50;51.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5162024;Neuss;536;348;91;17;0;0;49;9.1;49;43;6;18;36.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9564000;Nürnberg;893;172;121;13.5;0;0;173;19.4;82;77;5;47;57.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5119000;Oberhausen;677;321;55;8.1;0;0;38;5.6;38;35;3;16;42.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6413000;Offenbach am Main;425;326;56;13.2;0;0;62;14.6;19;19;0;11;57.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3403000;Oldenburg (Oldenburg);323;191;24;7.4;0;0;28;8.7;32;27;5;12;37.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3404000;Osnabrück;483;292;38;7.9;0;0;66;13.7;42;41;1;18;42.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5774032;Paderborn;314;207;32;10.2;0;0;24;7.6;24;21;3;6;25
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8231000;Pforzheim;242;192;13;5.4;0;0;34;14;33;31;2;18;54.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;12054000;Potsdam;418;232;32;7.7;0;0;45;10.8;24;22;2;13;54.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5562032;Recklinghausen;399;358;47;11.8;0;0;36;9;30;28;2;7;23.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9362000;Regensburg;349;228;34;9.7;0;0;78;22.3;48;43;5;20;41.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5120000;Remscheid;247;222;43;17.4;0;0;13;5.3;12;12;0;5;41.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8415061;Reutlingen;143;123;17;11.9;0;0;31;21.7;15;15;0;9;60
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;13003000;Rostock;462;221;33;7.1;0;0;37;8;31;31;0;6;19.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;10041100;Saarbrücken;1,539;853;188;12.2;0;0;149;9.7;93;79;14;28;30.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3102000;Salzgitter;147;141;19;12.9;0;0;11;7.5;12;11;1;1;8.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;13004000;Schwerin;186;194;12;6.5;0;0;20;10.8;20;20;0;3;15
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5970040;Siegen;240;234;22;9.2;0;0;31;12.9;25;24;1;7;28
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5122000;Solingen;436;274;53;12.2;0;0;23;5.3;27;24;3;9;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8111000;Stuttgart;883;139;74;8.4;0;0;99;11.2;98;88;10;42;42.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;7211000;Trier;343;308;56;16.3;0;0;52;15.2;37;34;3;22;59.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;8421000;Ulm;223;176;16;7.2;0;0;52;23.3;23;18;5;9;39.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6414000;Wiesbaden;816;293;78;9.6;0;0;68;8.3;73;67;6;20;27.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3103000;Wolfsburg;333;268;53;15.9;0;0;115;34.5;18;18;0;4;22.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5124000;Wuppertal;1,378;388;164;11.9;0;0;64;4.6;70;64;6;24;34.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;9663000;Würzburg;140;109;16;11.4;0;0;32;22.9;30;26;4;11;36.7
*90*00;Taschendiebstahl insgesamt;5334002;Aachen;694;279;10;1.4;0;0;20;2.9;24;11;13;19;79.2
*90*00;Taschendiebstahl insgesamt;9761000;Augsburg;115;39;4;3.5;0;0;29;25.2;16;12;4;11;68.8
*90*00;Taschendiebstahl insgesamt;5378004;Bergisch Gladbach;146;131;4;2.7;0;0;8;5.5;9;6;3;4;44.4
*90*00;Taschendiebstahl insgesamt;11000000;Berlin;14,362;391;326;2.3;0;0;889;6.2;684;544;140;610;89.2
*90*00;Taschendiebstahl insgesamt;5711000;Bielefeld;493;148;5;1;0;0;26;5.3;26;21;5;19;73.1
*90*00;Taschendiebstahl insgesamt;5911000;Bochum;801;219;18;2.2;0;0;30;3.7;37;9;28;29;78.4
*90*00;Taschendiebstahl insgesamt;5314000;Bonn;790;240;14;1.8;0;0;52;6.6;57;31;26;43;75.4
*90*00;Taschendiebstahl insgesamt;5512000;Bottrop;183;156;3;1.6;0;0;11;6;16;3;13;14;87.5
*90*00;Taschendiebstahl insgesamt;3101000;Braunschweig;211;85;3;1.4;0;0;17;8.1;15;10;5;11;73.3
*90*00;Taschendiebstahl insgesamt;4011000;Bremen;1,068;188;18;1.7;0;0;68;6.4;71;54;17;43;60.6
*90*00;Taschendiebstahl insgesamt;4012000;Bremerhaven;104;92;1;1;0;0;8;7.7;10;6;4;5;50
*90*00;Taschendiebstahl insgesamt;14511000;Chemnitz;94;38;3;3.2;0;0;14;14.9;16;14;2;12;75
*90*00;Taschendiebstahl insgesamt;6411000;Darmstadt;119;74;2;1.7;0;0;9;7.6;11;8;3;8;72.7
*90*00;Taschendiebstahl insgesamt;5913000;Dortmund;1,593;271;46;2.9;0;0;98;6.2;111;70;41;94;84.7
*90*00;Taschendiebstahl insgesamt;14612000;Dresden;422;76;4;0.9;0;0;42;10;41;36;5;30;73.2
*90*00;Taschendiebstahl insgesamt;5112000;Duisburg;1,244;249;21;1.7;0;0;46;3.7;51;19;32;47;92.2
*90*00;Taschendiebstahl insgesamt;5111000;Düsseldorf;3,541;569;35;1;0;0;144;4.1;153;106;47;126;82.4
*90*00;Taschendiebstahl insgesamt;16051000;Erfurt;130;61;3;2.3;0;0;19;14.6;18;15;3;14;77.8
*90*00;Taschendiebstahl insgesamt;9562000;Erlangen;16;14;0;0;0;0;1;6.3;1;1;0;0;0
*90*00;Taschendiebstahl insgesamt;5113000;Essen;1,300;223;29;2.2;0;0;72;5.5;79;42;37;68;86.1
*90*00;Taschendiebstahl insgesamt;6412000;Frankfurt am Main;1,874;245;48;2.6;0;0;204;10.9;197;161;36;170;86.3
*90*00;Taschendiebstahl insgesamt;8311000;Freiburg im Breisgau;229;99;4;1.7;0;0;17;7.4;20;14;6;17;85
*90*00;Taschendiebstahl insgesamt;9563000;Fürth;21;16;0;0;0;0;1;4.8;2;2;0;2;100
*90*00;Taschendiebstahl insgesamt;5513000;Gelsenkirchen;1,281;493;27;2.1;0;0;70;5.5;72;15;57;63;87.5
*90*00;Taschendiebstahl insgesamt;3159016;Göttingen;110;93;1;0.9;0;0;7;6.4;9;5;4;6;66.7
*90*00;Taschendiebstahl insgesamt;5754008;Gütersloh;140;139;4;2.9;0;0;9;6.4;12;6;6;12;100
*90*00;Taschendiebstahl insgesamt;5914000;Hagen;590;313;7;1.2;0;0;56;9.5;46;19;27;39;84.8
*90*00;Taschendiebstahl insgesamt;15002000;Halle (Saale);239;100;4;1.7;0;0;17;7.1;16;12;4;5;31.3
*90*00;Taschendiebstahl insgesamt;2000000;Hamburg;9,045;490;110;1.2;0;0;336;3.7;336;264;72;263;78.3
*90*00;Taschendiebstahl insgesamt;5915000;Hamm;434;241;9;2.1;0;0;32;7.4;36;20;16;27;75
*90*00;Taschendiebstahl insgesamt;3241001;Hannover;1,087;202;14;1.3;0;0;113;10.4;112;78;34;83;74.1
*90*00;Taschendiebstahl insgesamt;8221000;Heidelberg;183;113;4;2.2;0;0;22;12;21;12;9;20;95.2
*90*00;Taschendiebstahl insgesamt;8121000;Heilbronn;52;41;0;0;0;0;2;3.8;2;2;0;2;100
*90*00;Taschendiebstahl insgesamt;5916000;Herne;425;272;3;0.7;0;0;7;1.6;9;1;8;9;100
*90*00;Taschendiebstahl insgesamt;3254021;Hildesheim;74;73;2;2.7;0;0;2;2.7;2;1;1;2;100
*90*00;Taschendiebstahl insgesamt;9161000;Ingolstadt;25;18;1;4;0;0;1;4;1;1;0;1;100
*90*00;Taschendiebstahl insgesamt;16053000;Jena;22;20;0;0;0;0;4;18.2;4;3;1;0;0
*90*00;Taschendiebstahl insgesamt;7312000;Kaiserslautern;160;160;2;1.3;0;0;12;7.5;10;4;6;9;90
*90*00;Taschendiebstahl insgesamt;8212000;Karlsruhe;404;129;7;1.7;0;0;36;8.9;36;27;9;25;69.4
*90*00;Taschendiebstahl insgesamt;6611000;Kassel;232;115;0;0;0;0;12;5.2;13;9;4;9;69.2
*90*00;Taschendiebstahl insgesamt;1002000;Kiel;621;252;32;5.2;0;0;73;11.8;43;41;2;31;72.1
*90*00;Taschendiebstahl insgesamt;7111000;Koblenz;193;169;2;1;0;0;6;3.1;7;4;3;6;85.7
*90*00;Taschendiebstahl insgesamt;5315000;Köln;4,687;431;137;2.9;0;0;359;7.7;298;179;119;264;88.6
*90*00;Taschendiebstahl insgesamt;5114000;Krefeld;514;226;3;0.6;0;0;17;3.3;23;17;6;12;52.2
*90*00;Taschendiebstahl insgesamt;14713000;Leipzig;686;116;15;2.2;0;0;66;9.6;61;54;7;43;70.5
*90*00;Taschendiebstahl insgesamt;5316000;Leverkusen;301;184;6;2;0;0;20;6.6;24;10;14;21;87.5
*90*00;Taschendiebstahl insgesamt;1003000;Lübeck;253;117;1;0.4;0;0;9;3.6;11;7;4;3;27.3
*90*00;Taschendiebstahl insgesamt;7314000;Ludwigshafen am Rhein;151;88;0;0;0;0;5;3.3;6;4;2;4;66.7
*90*00;Taschendiebstahl insgesamt;15003000;Magdeburg;157;66;0;0;0;0;2;1.3;2;2;0;1;50
*90*00;Taschendiebstahl insgesamt;7315000;Mainz;336;154;5;1.5;0;0;21;6.3;18;17;1;9;50
*90*00;Taschendiebstahl insgesamt;8222000;Mannheim;665;214;10;1.5;0;0;103;15.5;53;25;28;46;86.8
*90*00;Taschendiebstahl insgesamt;5170024;Moers;180;173;3;1.7;0;0;3;1.7;5;0;5;5;100
*90*00;Taschendiebstahl insgesamt;5116000;Mönchengladbach;582;223;15;2.6;0;0;32;5.5;33;27;6;27;81.8
*90*00;Taschendiebstahl insgesamt;5117000;Mülheim an der Ruhr;145;85;2;1.4;0;0;6;4.1;10;0;10;10;100
*90*00;Taschendiebstahl insgesamt;9162000;München;1,099;74;25;2.3;0;0;331;30.1;130;109;21;101;77.7
*90*00;Taschendiebstahl insgesamt;5515000;Münster;681;216;21;3.1;0;0;36;5.3;36;28;8;25;69.4
*90*00;Taschendiebstahl insgesamt;5162024;Neuss;404;263;2;0.5;0;0;9;2.2;12;5;7;10;83.3
*90*00;Taschendiebstahl insgesamt;9564000;Nürnberg;420;81;15;3.6;0;0;55;13.1;40;33;7;33;82.5
*90*00;Taschendiebstahl insgesamt;5119000;Oberhausen;613;291;9;1.5;0;0;34;5.5;40;13;27;36;90
*90*00;Taschendiebstahl insgesamt;6413000;Offenbach am Main;101;78;0;0;0;0;2;2;3;1;2;3;100
*90*00;Taschendiebstahl insgesamt;3403000;Oldenburg (Oldenburg);145;86;2;1.4;0;0;8;5.5;9;9;0;6;66.7
*90*00;Taschendiebstahl insgesamt;3404000;Osnabrück;320;194;6;1.9;0;0;23;7.2;25;19;6;14;56
*90*00;Taschendiebstahl insgesamt;5774032;Paderborn;193;127;6;3.1;0;0;17;8.8;20;11;9;14;70
*90*00;Taschendiebstahl insgesamt;8231000;Pforzheim;128;102;0;0;0;0;2;1.6;2;0;2;2;100
*90*00;Taschendiebstahl insgesamt;12054000;Potsdam;116;64;4;3.4;0;0;6;5.2;6;6;0;2;33.3
*90*00;Taschendiebstahl insgesamt;5562032;Recklinghausen;274;246;3;1.1;0;0;15;5.5;17;3;14;15;88.2
*90*00;Taschendiebstahl insgesamt;9362000;Regensburg;69;45;0;0;0;0;8;11.6;4;2;2;4;100
*90*00;Taschendiebstahl insgesamt;5120000;Remscheid;146;131;2;1.4;0;0;3;2.1;3;2;1;0;0
*90*00;Taschendiebstahl insgesamt;8415061;Reutlingen;27;23;1;3.7;0;0;2;7.4;2;1;1;1;50
*90*00;Taschendiebstahl insgesamt;13003000;Rostock;144;69;1;0.7;0;0;8;5.6;13;11;2;3;23.1
*90*00;Taschendiebstahl insgesamt;10041100;Saarbrücken;592;328;3;0.5;0;0;20;3.4;20;12;8;12;60
*90*00;Taschendiebstahl insgesamt;3102000;Salzgitter;42;40;0;0;0;0;3;7.1;4;2;2;0;0
*90*00;Taschendiebstahl insgesamt;13004000;Schwerin;94;98;1;1.1;0;0;7;7.4;9;4;5;4;44.4
*90*00;Taschendiebstahl insgesamt;5970040;Siegen;130;126;4;3.1;0;0;6;4.6;9;6;3;6;66.7
*90*00;Taschendiebstahl insgesamt;5122000;Solingen;384;241;4;1;0;0;2;0.5;2;2;0;0;0
*90*00;Taschendiebstahl insgesamt;8111000;Stuttgart;637;100;12;1.9;0;0;41;6.4;39;34;5;20;51.3
*90*00;Taschendiebstahl insgesamt;7211000;Trier;223;200;6;2.7;0;0;28;12.6;22;17;5;17;77.3
*90*00;Taschendiebstahl insgesamt;8421000;Ulm;40;32;1;2.5;0;0;2;5;3;3;0;3;100
*90*00;Taschendiebstahl insgesamt;6414000;Wiesbaden;287;103;3;1;0;0;10;3.5;10;9;1;9;90
*90*00;Taschendiebstahl insgesamt;3103000;Wolfsburg;105;84;2;1.9;0;0;5;4.8;8;5;3;3;37.5
*90*00;Taschendiebstahl insgesamt;5124000;Wuppertal;1,767;498;16;0.9;0;0;51;2.9;48;13;35;41;85.4
*90*00;Taschendiebstahl insgesamt;9663000;Würzburg;80;63;2;2.5;0;0;8;10;10;6;4;9;90
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5334002;Aachen;3,298;1,325;292;8.9;0;0;2,469;74.9;1,901;1,317;584;783;41.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;9761000;Augsburg;2,738;923;127;4.6;0;0;2,571;93.9;2,211;1,609;602;1,043;47.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5378004;Bergisch Gladbach;578;517;68;11.8;0;0;308;53.3;286;206;80;68;23.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;11000000;Berlin;82,104;2,237;8,954;10.9;0;0;37,145;45.2;26,356;18,698;7,658;11,835;44.9
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5711000;Bielefeld;4,573;1,368;314;6.9;0;0;3,654;79.9;2,673;1,984;689;1,043;39
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5911000;Bochum;3,485;953;352;10.1;0;0;2,289;65.7;1,807;1,319;488;620;34.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5314000;Bonn;2,649;804;274;10.3;0;0;1,799;67.9;1,536;1,116;420;544;35.4
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5512000;Bottrop;1,107;942;62;5.6;0;0;639;57.7;518;361;157;142;27.4
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;3101000;Braunschweig;3,065;1,229;197;6.4;0;0;2,649;86.4;2,100;1,592;508;906;43.1
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;4011000;Bremen;12,386;2,182;2,038;16.5;0;0;6,872;55.5;4,691;3,500;1,191;1,703;36.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;4012000;Bremerhaven;1,814;1,596;416;22.9;0;0;910;50.2;570;385;185;133;23.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;14511000;Chemnitz;2,729;1,108;244;8.9;0;0;2,484;91;1,766;1,208;558;510;28.9
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;6411000;Darmstadt;1,129;706;68;6;0;0;961;85.1;836;621;215;329;39.4
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5913000;Dortmund;10,824;1,840;566;5.2;0;0;8,949;82.7;5,610;4,121;1,489;2,143;38.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;14612000;Dresden;8,503;1,527;492;5.8;0;0;7,638;89.8;4,813;3,373;1,440;1,333;27.7
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5112000;Duisburg;9,206;1,846;250;2.7;0;0;8,364;90.9;4,522;3,099;1,423;1,914;42.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5111000;Düsseldorf;9,506;1,529;1,133;11.9;0;0;5,631;59.2;4,416;3,244;1,172;1,977;44.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;16051000;Erfurt;4,305;2,012;156;3.6;0;0;3,830;89;2,775;1,955;820;921;33.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;9562000;Erlangen;493;438;57;11.6;0;0;405;82.2;373;273;100;137;36.7
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5113000;Essen;8,665;1,487;688;7.9;0;0;5,527;63.8;3,819;2,800;1,019;1,459;38.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;6412000;Frankfurt am Main;20,282;2,657;648;3.2;0;0;18,096;89.2;9,510;7,153;2,357;4,858;51.1
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;8311000;Freiburg im Breisgau;3,677;1,590;429;11.7;0;0;2,921;79.4;2,348;1,666;682;1,152;49.1
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;9563000;Fürth;560;436;30;5.4;0;0;502;89.6;486;344;142;185;38.1
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5513000;Gelsenkirchen;3,308;1,274;189;5.7;0;0;2,321;70.2;1,621;1,140;481;653;40.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;3159016;Göttingen;1,655;1,392;93;5.6;0;0;1,398;84.5;1,071;752;319;459;42.9
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5754008;Gütersloh;788;781;101;12.8;0;0;533;67.6;481;351;130;186;38.7
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5914000;Hagen;1,770;938;110;6.2;0;0;1,392;78.6;1,233;863;370;488;39.6
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;15002000;Halle (Saale);2,268;950;172;7.6;0;0;1,845;81.3;1,471;1,047;424;544;37
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;2000000;Hamburg;24,717;1,338;2,936;11.9;0;0;13,132;53.1;9,888;7,428;2,460;4,800;48.5
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5915000;Hamm;1,724;958;110;6.4;0;0;1,386;80.4;1,274;958;316;559;43.9
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;3241001;Hannover;12,660;2,358;1,194;9.4;0;0;11,351;89.7;7,088;5,209;1,879;3,002;42.4
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;8221000;Heidelberg;2,102;1,302;203;9.7;0;0;1,731;82.4;976;703;273;385;39.4
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;8121000;Heilbronn;1,460;1,153;390;26.7;0;0;957;65.5;831;588;243;401;48.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5916000;Herne;1,506;963;149;9.9;0;0;1,000;66.4;770;537;233;282;36.6
