Schluessel;Straftat;Gemeindeschluessel;Stadt;erfasste Faelle;HZ nach Zensus;Versuche - Anzahl;Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;aufgeklaerte Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in %
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;08221000;Heidelberg;998;621;25;2.5;0;0;64;6.4;58;57;1;34;58.6
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;08121000;Heilbronn;307;245;3;1.0;0;0;23;7.5;26;25;1;12;46.2
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;05916000;Herne;444;284;14;3.2;0;0;38;8.6;44;42;2;13;29.5
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;03254021;Hildesheim;415;408;12;2.9;0;0;40;9.6;40;38;2;8;20.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;09161000;Ingolstadt;789;583;14;1.8;0;0;71;9.0;65;62;3;39;60.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16053000;Jena;486;437;13;2.7;0;0;46;9.5;44;40;4;8;18.2
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;08212000;Karlsruhe;1,890;606;30;1.6;0;0;93;4.9;102;94;8;49;48.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;06611000;Kassel;969;483;41;4.2;0;0;81;8.4;54;52;2;27;50.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;01002000;Kiel;2,201;888;57;2.6;0;0;149;6.8;126;121;5;42;33.3
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;07111000;Koblenz;521;458;17;3.3;0;0;48;9.2;41;35;6;9;22.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;05315000;Köln;8,417;779;284;3.4;0;0;443;5.3;444;427;17;198;44.6
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;05114000;Krefeld;1,289;569;32;2.5;0;0;88;6.8;106;93;13;38;35.8
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;14713000;Leipzig;8,781;1,509;165;1.9;0;0;753;8.6;514;457;57;120;23.3
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;05316000;Leverkusen;928;567;26;2.8;0;0;80;8.6;83;78;5;23;27.7
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;01003000;Lübeck;1,602;741;37;2.3;0;0;124;7.7;119;108;11;26;21.8
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;07314000;Ludwigshafen am Rhein;568;337;14;2.5;0;0;76;13.4;81;76;5;25;30.9
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;15003000;Magdeburg;3,178;1,333;39;1.2;0;0;432;13.6;150;138;12;21;14.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;07315000;Mainz;728;338;32;4.4;0;0;57;7.8;50;46;4;16;32.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;08222000;Mannheim;1,777;577;33;1.9;0;0;108;6.1;118;107;11;60;50.8
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;05170024;Moers;517;497;13;2.5;0;0;44;8.5;38;37;1;11;28.9
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;05116000;Mönchengladbach;1,008;384;32;3.2;0;0;82;8.1;92;88;4;28;30.4
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;05117000;Mülheim an der Ruhr;269;157;7;2.6;0;0;25;9.3;30;28;2;8;26.7
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;09162000;München;5,929;407;78;1.3;0;0;553;9.3;546;523;23;278;50.9
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;05515000;Münster;4,382;1,398;73;1.7;0;0;427;9.7;213;200;13;78;36.6
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;05162024;Neuss;967;629;13;1.3;0;0;99;10.2;92;87;5;20;21.7
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;09564000;Nürnberg;1,935;376;44;2.3;0;0;255;13.2;222;206;16;83;37.4
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;05119000;Oberhausen;465;220;16;3.4;0;0;71;15.3;55;49;6;15;27.3
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;06413000;Offenbach am Main;481;380;25;5.2;0;0;128;26.6;50;50;0;21;42.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;03403000;Oldenburg (Oldenburg);1,538;921;26;1.7;0;0;213;13.8;166;157;9;40;24.1
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;03404000;Osnabrück;1,686;1,026;41;2.4;0;0;111;6.6;109;98;11;43;39.4
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;05774032;Paderborn;761;510;14;1.8;0;0;63;8.3;54;47;7;10;18.5
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;08231000;Pforzheim;175;141;2;1.1;0;0;27;15.4;37;33;4;13;35.1
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;12054000;Potsdam;1,986;1,130;32;1.6;0;0;104;5.2;70;64;6;23;32.9
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;05562032;Recklinghausen;465;410;7;1.5;0;0;18;3.9;22;22;0;13;59.1
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;09362000;Regensburg;1,179;781;19;1.6;0;0;125;10.6;102;96;6;43;42.2
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;05120000;Remscheid;82;74;2;2.4;0;0;5;6.1;9;9;0;1;11.1
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;08415061;Reutlingen;334;289;5;1.5;0;0;26;7.8;23;23;0;10;43.5
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;13003000;Rostock;1,155;554;14;1.2;0;0;55;4.8;54;47;7;14;25.9
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;10041100;Saarbrücken;526;291;52;9.9;0;0;102;19.4;61;58;3;22;36.1
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;03102000;Salzgitter;196;187;2;1.0;0;0;27;13.8;31;29;2;11;35.5
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;13004000;Schwerin;351;366;3;0.9;0;0;15;4.3;20;19;1;4;20.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;05970040;Siegen;199;194;9;4.5;0;0;31;15.6;33;31;2;11;33.3
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;05122000;Solingen;138;87;11;8.0;0;0;15;10.9;19;18;1;7;36.8
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;08111000;Stuttgart;969;153;42;4.3;0;0;94;9.7;92;85;7;38;41.3
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;07211000;Trier;502;456;9;1.8;0;0;50;10.0;43;41;2;13;30.2
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;08421000;Ulm;436;347;5;1.1;0;0;24;5.5;20;18;2;12;60.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;06414000;Wiesbaden;616;221;15;2.4;0;0;47;7.6;60;59;1;23;38.3
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;03103000;Wolfsburg;699;564;27;3.9;0;0;54;7.7;36;36;0;11;30.6
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;05124000;Wuppertal;495;140;10;2.0;0;0;37;7.5;40;39;1;11;27.5
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;09663000;Würzburg;366;289;14;3.8;0;0;41;11.2;32;32;0;11;34.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05334002;Aachen;1,484;603;235;15.8;0;0;61;4.1;59;55;4;19;32.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;09761000;Augsburg;391;134;56;14.3;0;0;63;16.1;40;32;8;12;30.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05378004;Bergisch Gladbach;346;310;48;13.9;0;0;37;10.7;22;22;0;6;27.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;11000000;Berlin;29,080;805;2,957;10.2;0;0;1,162;4.0;826;790;36;468;56.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05711000;Bielefeld;931;280;126;13.5;0;0;76;8.2;68;60;8;33;48.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05911000;Bochum;1,461;400;243;16.6;0;0;84;5.7;69;60;9;29;42.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05314000;Bonn;1,223;376;192;15.7;0;0;75;6.1;70;66;4;28;40.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05512000;Bottrop;627;534;61;9.7;0;0;25;4.0;20;19;1;5;25.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;03101000;Braunschweig;641;258;65;10.1;0;0;47;7.3;47;42;5;13;27.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;04011000;Bremen;4,846;853;569;11.7;0;0;104;2.1;104;96;8;49;47.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;04012000;Bremerhaven;504;446;40;7.9;0;0;29;5.8;32;30;2;6;18.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;14511000;Chemnitz;660;267;77;11.7;0;0;122;18.5;74;66;8;19;25.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;12052000;Cottbus;245;242;34;13.9;0;0;24;9.8;22;18;4;5;22.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;06411000;Darmstadt;349;221;38;10.9;0;0;102;29.2;31;30;1;14;45.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05913000;Dortmund;4,085;696;707;17.3;0;0;306;7.5;203;185;18;93;45.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;14612000;Dresden;2,195;398;283;12.9;0;0;228;10.4;160;154;6;78;48.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05112000;Duisburg;2,671;536;382;14.3;0;0;86;3.2;84;80;4;36;42.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05111000;Düsseldorf;3,749;607;462;12.3;0;0;172;4.6;124;119;5;57;46.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;16051000;Erfurt;548;257;65;11.9;0;0;84;15.3;57;52;5;7;12.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;09562000;Erlangen;171;154;80;46.8;0;0;77;45.0;17;12;5;11;64.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05113000;Essen;2,926;502;351;12.0;0;0;243;8.3;143;132;11;75;52.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;06412000;Frankfurt am Main;4,520;605;684;15.1;0;0;523;11.6;221;203;18;127;57.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;08311000;Freiburg im Breisgau;758;330;82;10.8;0;0;70;9.2;55;49;6;29;52.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;09563000;Fürth;150;119;21;14.0;0;0;29;19.3;13;12;1;6;46.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05513000;Gelsenkirchen;1,596;613;231;14.5;0;0;110;6.9;60;53;7;29;48.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;03159016;Göttingen;321;269;35;10.9;0;0;31;9.7;34;30;4;5;14.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05914000;Hagen;672;358;87;12.9;0;0;74;11.0;20;20;0;8;40.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;15002000;Halle (Saale);1,022;427;103;10.1;0;0;90;8.8;68;60;8;10;14.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;02000000;Hamburg;14,635;799;1,870;12.8;0;0;406;2.8;300;285;15;172;57.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05915000;Hamm;919;513;179;19.5;0;0;206;22.4;29;29;0;16;55.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;03241001;Hannover;2,671;499;271;10.1;0;0;251;9.4;156;142;14;65;41.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;08221000;Heidelberg;435;271;42;9.7;0;0;37;8.5;30;30;0;27;90.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;08121000;Heilbronn;267;213;17;6.4;0;0;31;11.6;25;23;2;15;60.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05916000;Herne;674;431;105;15.6;0;0;33;4.9;24;21;3;9;37.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;03254021;Hildesheim;333;327;62;18.6;0;0;20;6.0;28;24;4;11;39.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;09161000;Ingolstadt;178;132;20;11.2;0;0;14;7.9;14;11;3;4;28.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;16053000;Jena;103;93;7;6.8;0;0;11;10.7;9;9;0;2;22.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;08212000;Karlsruhe;761;244;83;10.9;0;0;89;11.7;53;49;4;24;45.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;06611000;Kassel;672;335;80;11.9;0;0;62;9.2;53;47;6;17;32.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;01002000;Kiel;1,456;587;190;13.0;0;0;86;5.9;59;52;7;17;28.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;07111000;Koblenz;278;244;26;9.4;0;0;7;2.5;8;7;1;0;0.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05315000;Köln;8,377;775;1,445;17.2;0;0;635;7.6;393;372;21;213;54.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05114000;Krefeld;1,152;508;148;12.8;0;0;121;10.5;71;65;6;23;32.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;14713000;Leipzig;4,910;844;589;12.0;0;0;448;9.1;287;264;23;84;29.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05316000;Leverkusen;637;389;80;12.6;0;0;56;8.8;44;38;6;17;38.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;01003000;Lübeck;1,306;604;200;15.3;0;0;266;20.4;53;48;5;7;13.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;07314000;Ludwigshafen am Rhein;967;574;72;7.4;0;0;100;10.3;57;52;5;22;38.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;15003000;Magdeburg;1,040;436;120;11.5;0;0;125;12.0;104;92;12;15;14.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;07315000;Mainz;458;213;49;10.7;0;0;103;22.5;44;40;4;17;38.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;08222000;Mannheim;1,872;608;170;9.1;0;0;142;7.6;109;101;8;58;53.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05170024;Moers;613;590;95;15.5;0;0;62;10.1;33;32;1;8;24.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05116000;Mönchengladbach;1,171;447;100;8.5;0;0;49;4.2;60;56;4;19;31.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05117000;Mülheim an der Ruhr;751;439;93;12.4;0;0;13;1.7;16;13;3;6;37.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;09162000;München;1,900;130;157;8.3;0;0;370;19.5;219;198;21;112;51.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05515000;Münster;1,302;415;233;17.9;0;0;237;18.2;79;75;4;32;40.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05162024;Neuss;703;457;121;17.2;0;0;78;11.1;53;49;4;25;47.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;09564000;Nürnberg;872;169;92;10.6;0;0;156;17.9;85;75;10;44;51.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05119000;Oberhausen;885;419;117;13.2;0;0;64;7.2;44;41;3;19;43.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;06413000;Offenbach am Main;540;426;75;13.9;0;0;154;28.5;39;37;2;22;56.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;03403000;Oldenburg (Oldenburg);359;215;29;8.1;0;0;61;17.0;34;31;3;5;14.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;03404000;Osnabrück;718;437;69;9.6;0;0;135;18.8;62;55;7;22;35.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05774032;Paderborn;437;293;68;15.6;0;0;113;25.9;34;33;1;5;14.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;08231000;Pforzheim;346;278;30;8.7;0;0;71;20.5;26;23;3;11;42.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;12054000;Potsdam;449;256;43;9.6;0;0;24;5.3;21;20;1;4;19.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05562032;Recklinghausen;680;600;99;14.6;0;0;64;9.4;23;21;2;10;43.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;09362000;Regensburg;238;158;27;11.3;0;0;48;20.2;38;33;5;12;31.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05120000;Remscheid;271;245;28;10.3;0;0;22;8.1;21;21;0;6;28.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;08415061;Reutlingen;128;111;5;3.9;0;0;16;12.5;25;24;1;14;56.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;13003000;Rostock;640;307;54;8.4;0;0;59;9.2;43;39;4;7;16.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;10041100;Saarbrücken;1,401;774;117;8.4;0;0;103;7.4;79;67;12;34;43.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;03102000;Salzgitter;234;224;26;11.1;0;0;12;5.1;18;16;2;8;44.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;13004000;Schwerin;345;360;20;5.8;0;0;80;23.2;26;22;4;0;0.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05970040;Siegen;356;348;41;11.5;0;0;42;11.8;38;33;5;14;36.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05122000;Solingen;667;420;90;13.5;0;0;11;1.6;14;13;1;5;35.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;08111000;Stuttgart;1,180;186;174;14.7;0;0;200;16.9;99;87;12;42;42.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;07211000;Trier;244;222;38;15.6;0;0;35;14.3;24;24;0;12;50.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;08421000;Ulm;259;206;23;8.9;0;0;26;10.0;17;14;3;6;35.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;06414000;Wiesbaden;1,103;396;120;10.9;0;0;246;22.3;75;70;5;41;54.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;03103000;Wolfsburg;384;310;46;12.0;0;0;57;14.8;25;25;0;7;28.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;05124000;Wuppertal;2,032;575;377;18.6;0;0;69;3.4;65;59;6;36;55.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;09663000;Würzburg;214;169;14;6.5;0;0;78;36.4;20;20;0;11;55.0
*90*00;Taschendiebstahl insgesamt;05334002;Aachen;1,020;414;8;0.8;0;0;29;2.8;32;23;9;23;71.9
*90*00;Taschendiebstahl insgesamt;09761000;Augsburg;142;48;2;1.4;0;0;18;12.7;24;18;6;21;87.5
*90*00;Taschendiebstahl insgesamt;05378004;Bergisch Gladbach;109;98;0;0.0;0;0;2;1.8;2;2;0;1;50.0
*90*00;Taschendiebstahl insgesamt;11000000;Berlin;20,006;554;355;1.8;0;0;957;4.8;780;613;167;704;90.3
*90*00;Taschendiebstahl insgesamt;05711000;Bielefeld;455;137;2;0.4;0;0;13;2.9;14;11;3;10;71.4
*90*00;Taschendiebstahl insgesamt;05911000;Bochum;745;204;19;2.6;0;0;27;3.6;36;22;14;28;77.8
*90*00;Taschendiebstahl insgesamt;05314000;Bonn;953;293;17;1.8;0;0;26;2.7;30;20;10;25;83.3
*90*00;Taschendiebstahl insgesamt;05512000;Bottrop;197;168;5;2.5;0;0;18;9.1;16;7;9;13;81.3
*90*00;Taschendiebstahl insgesamt;03101000;Braunschweig;336;135;7;2.1;0;0;51;15.2;57;47;10;42;73.7
*90*00;Taschendiebstahl insgesamt;04011000;Bremen;1,608;283;36;2.2;0;0;113;7.0;108;100;8;95;88.0
*90*00;Taschendiebstahl insgesamt;04012000;Bremerhaven;92;81;3;3.3;0;0;0;0.0;0;0;0;0;0.0
*90*00;Taschendiebstahl insgesamt;14511000;Chemnitz;195;79;3;1.5;0;0;33;16.9;37;32;5;26;70.3
*90*00;Taschendiebstahl insgesamt;12052000;Cottbus;69;68;1;1.4;0;0;5;7.2;6;3;3;3;50.0
*90*00;Taschendiebstahl insgesamt;06411000;Darmstadt;148;94;1;0.7;0;0;9;6.1;15;11;4;10;66.7
*90*00;Taschendiebstahl insgesamt;05913000;Dortmund;2,119;361;32;1.5;0;0;127;6.0;147;126;21;106;72.1
*90*00;Taschendiebstahl insgesamt;14612000;Dresden;954;173;18;1.9;0;0;83;8.7;79;72;7;57;72.2
*90*00;Taschendiebstahl insgesamt;05112000;Duisburg;1,598;321;17;1.1;0;0;62;3.9;64;40;24;54;84.4
*90*00;Taschendiebstahl insgesamt;05111000;Düsseldorf;4,696;761;52;1.1;0;0;190;4.0;201;137;64;163;81.1
*90*00;Taschendiebstahl insgesamt;16051000;Erfurt;209;98;2;1.0;0;0;12;5.7;12;12;0;11;91.7
*90*00;Taschendiebstahl insgesamt;09562000;Erlangen;39;35;1;2.6;0;0;3;7.7;3;3;0;2;66.7
*90*00;Taschendiebstahl insgesamt;05113000;Essen;1,554;266;27;1.7;0;0;60;3.9;59;32;27;49;83.1
*90*00;Taschendiebstahl insgesamt;06412000;Frankfurt am Main;2,178;292;34;1.6;0;0;137;6.3;153;120;33;128;83.7
*90*00;Taschendiebstahl insgesamt;08311000;Freiburg im Breisgau;487;212;5;1.0;0;0;33;6.8;27;19;8;17;63.0
*90*00;Taschendiebstahl insgesamt;09563000;Fürth;35;28;1;2.9;0;0;2;5.7;3;3;0;0;0.0
*90*00;Taschendiebstahl insgesamt;05513000;Gelsenkirchen;1,400;538;16;1.1;0;0;52;3.7;53;17;36;43;81.1
*90*00;Taschendiebstahl insgesamt;03159016;Göttingen;213;178;2;0.9;0;0;10;4.7;12;7;5;7;58.3
*90*00;Taschendiebstahl insgesamt;05914000;Hagen;566;301;4;0.7;0;0;26;4.6;32;19;13;27;84.4
*90*00;Taschendiebstahl insgesamt;15002000;Halle (Saale);274;115;3;1.1;0;0;21;7.7;17;12;5;7;41.2
*90*00;Taschendiebstahl insgesamt;02000000;Hamburg;13,807;754;153;1.1;0;0;590;4.3;543;441;102;432;79.6
*90*00;Taschendiebstahl insgesamt;05915000;Hamm;288;161;4;1.4;0;0;9;3.1;13;10;3;10;76.9
*90*00;Taschendiebstahl insgesamt;03241001;Hannover;1,258;235;20;1.6;0;0;140;11.1;113;93;20;86;76.1
*90*00;Taschendiebstahl insgesamt;08221000;Heidelberg;457;285;9;2.0;0;0;56;12.3;51;40;11;47;92.2
*90*00;Taschendiebstahl insgesamt;08121000;Heilbronn;96;77;1;1.0;0;0;6;6.3;6;6;0;4;66.7
*90*00;Taschendiebstahl insgesamt;05916000;Herne;346;221;8;2.3;0;0;14;4.0;16;8;8;12;75.0
*90*00;Taschendiebstahl insgesamt;03254021;Hildesheim;176;173;1;0.6;0;0;10;5.7;11;9;2;8;72.7
*90*00;Taschendiebstahl insgesamt;09161000;Ingolstadt;63;47;0;0.0;0;0;3;4.8;3;2;1;2;66.7
*90*00;Taschendiebstahl insgesamt;16053000;Jena;28;25;0;0.0;0;0;2;7.1;3;2;1;1;33.3
*90*00;Taschendiebstahl insgesamt;08212000;Karlsruhe;577;185;5;0.9;0;0;18;3.1;23;20;3;16;69.6
*90*00;Taschendiebstahl insgesamt;06611000;Kassel;375;187;1;0.3;0;0;19;5.1;17;12;5;8;47.1
*90*00;Taschendiebstahl insgesamt;01002000;Kiel;516;208;6;1.2;0;0;39;7.6;25;23;2;13;52.0
*90*00;Taschendiebstahl insgesamt;07111000;Koblenz;231;203;2;0.9;0;0;8;3.5;9;6;3;8;88.9
*90*00;Taschendiebstahl insgesamt;05315000;Köln;6,662;617;182;2.7;0;0;493;7.4;400;271;129;343;85.8
*90*00;Taschendiebstahl insgesamt;05114000;Krefeld;311;137;3;1.0;0;0;30;9.6;30;23;7;18;60.0
*90*00;Taschendiebstahl insgesamt;14713000;Leipzig;1,024;176;1;0.1;0;0;84;8.2;89;80;9;58;65.2
*90*00;Taschendiebstahl insgesamt;05316000;Leverkusen;277;169;8;2.9;0;0;17;6.1;21;13;8;17;81.0
*90*00;Taschendiebstahl insgesamt;01003000;Lübeck;224;104;3;1.3;0;0;7;3.1;7;5;2;3;42.9
*90*00;Taschendiebstahl insgesamt;07314000;Ludwigshafen am Rhein;202;120;4;2.0;0;0;19;9.4;25;14;11;16;64.0
*90*00;Taschendiebstahl insgesamt;15003000;Magdeburg;243;102;1;0.4;0;0;12;4.9;19;13;6;4;21.1
*90*00;Taschendiebstahl insgesamt;07315000;Mainz;420;195;8;1.9;0;0;20;4.8;22;17;5;15;68.2
*90*00;Taschendiebstahl insgesamt;08222000;Mannheim;837;272;26;3.1;0;0;59;7.0;54;37;17;49;90.7
*90*00;Taschendiebstahl insgesamt;05170024;Moers;87;84;0;0.0;0;0;1;1.1;1;1;0;1;100.0
*90*00;Taschendiebstahl insgesamt;05116000;Mönchengladbach;327;125;7;2.1;0;0;19;5.8;23;22;1;10;43.5
*90*00;Taschendiebstahl insgesamt;05117000;Mülheim an der Ruhr;239;140;1;0.4;0;0;9;3.8;10;3;7;7;70.0
