Schluessel;Straftat;Gemeindeschluessel;Stadt;erfasste Faelle;HZ nach Zensus;Versuche - Anzahl;Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;aufgeklaerte Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in %
510000;Betrug ßß 263, 263a, 264, 264a, 265, 265a, 265b StGB;9362000;Regensburg;1,660;1,141;99;6;0;0;1,442;86.9;1,052;742;310;335;31.8
510000;Betrug ßß 263, 263a, 264, 264a, 265, 265a, 265b StGB;5120000;Remscheid;919;839;80;8.7;0;0;726;79;484;334;150;168;34.7
510000;Betrug ßß 263, 263a, 264, 264a, 265, 265a, 265b StGB;8415061;Reutlingen;721;631;79;11;0;0;608;84.3;501;351;150;214;42.7
510000;Betrug ßß 263, 263a, 264, 264a, 265, 265a, 265b StGB;13003000;Rostock;4,451;2,161;180;4;0;0;4,028;90.5;2,685;1,881;804;421;15.7
510000;Betrug ßß 263, 263a, 264, 264a, 265, 265a, 265b StGB;10041100;Saarbruecken;2,443;1,371;303;12.4;0;0;1,860;76.1;1,625;1,148;477;680;41.8
510000;Betrug ßß 263, 263a, 264, 264a, 265, 265a, 265b StGB;3102000;Salzgitter;808;799;81;10;0;0;672;83.2;531;347;184;136;25.6
510000;Betrug ßß 263, 263a, 264, 264a, 265, 265a, 265b StGB;13004000;Schwerin;3,601;3,720;333;9.2;0;0;3,298;91.6;1,783;1,255;528;347;19.5
510000;Betrug ßß 263, 263a, 264, 264a, 265, 265a, 265b StGB;5970040;Siegen;1,233;1,205;133;10.8;0;0;1,015;82.3;796;548;248;281;35.3
510000;Betrug ßß 263, 263a, 264, 264a, 265, 265a, 265b StGB;5122000;Solingen;1,788;1,126;122;6.8;0;0;1,158;64.8;803;540;263;282;35.1
510000;Betrug ßß 263, 263a, 264, 264a, 265, 265a, 265b StGB;8111000;Stuttgart;9,688;1,553;769;7.9;0;0;8,652;89.3;6,856;4,997;1,859;3,596;52.5
510000;Betrug ßß 263, 263a, 264, 264a, 265, 265a, 265b StGB;7211000;Trier;949;826;80;8.4;0;0;765;80.6;581;402;179;170;29.3
510000;Betrug ßß 263, 263a, 264, 264a, 265, 265a, 265b StGB;8421000;Ulm;2,049;1,671;100;4.9;0;0;1,866;91.1;1,505;1,144;361;954;63.4
510000;Betrug ßß 263, 263a, 264, 264a, 265, 265a, 265b StGB;6414000;Wiesbaden;4,226;1,530;163;3.9;0;0;3,865;91.5;2,533;1,759;774;1,048;41.4
510000;Betrug ßß 263, 263a, 264, 264a, 265, 265a, 265b StGB;3103000;Wolfsburg;1,081;871;79;7.3;0;0;915;84.6;805;583;222;334;41.5
510000;Betrug ßß 263, 263a, 264, 264a, 265, 265a, 265b StGB;5124000;Wuppertal;5,309;1,517;465;8.8;0;0;4,189;78.9;3,249;2,301;948;1,491;45.9
510000;Betrug ßß 263, 263a, 264, 264a, 265, 265a, 265b StGB;9663000;Wuerzburg;1,910;1,530;236;12.4;0;0;1,579;82.7;1,468;1,168;300;752;51.2
515000;Erschleichen von Leistungen ß 265a StGB;5334002;Aachen;1,131;460;1;0.1;0;0;1,066;94.3;876;607;269;349;39.8
515000;Erschleichen von Leistungen ß 265a StGB;9761000;Augsburg;1,556;543;2;0.1;0;0;1,550;99.6;1,269;957;312;738;58.2
515000;Erschleichen von Leistungen ß 265a StGB;5378004;Bergisch Gladbach;135;121;1;0.7;0;0;133;98.5;101;76;25;28;27.7
515000;Erschleichen von Leistungen ß 265a StGB;11000000;Berlin;21,849;621;17;0.1;0;0;21,548;98.6;18,030;12,843;5,187;7,633;42.3
515000;Erschleichen von Leistungen ß 265a StGB;5711000;Bielefeld;2,468;741;26;1.1;0;0;2,457;99.6;2,132;1,749;383;1,211;56.8
515000;Erschleichen von Leistungen ß 265a StGB;5911000;Bochum;2,078;570;11;0.5;0;0;2,063;99.3;1,552;1,234;318;615;39.6
515000;Erschleichen von Leistungen ß 265a StGB;5314000;Bonn;2,367;742;4;0.2;0;0;2,359;99.7;1,508;1,113;395;537;35.6
515000;Erschleichen von Leistungen ß 265a StGB;5512000;Bottrop;250;213;4;1.6;0;0;245;98;222;178;44;82;36.9
515000;Erschleichen von Leistungen ß 265a StGB;3101000;Braunschweig;1,216;484;10;0.8;0;0;1,208;99.3;1,041;817;224;451;43.3
515000;Erschleichen von Leistungen ß 265a StGB;4011000;Bremen;4,517;810;3;0.1;0;0;4,498;99.6;3,422;2,673;749;1,305;38.1
515000;Erschleichen von Leistungen ß 265a StGB;4012000;Bremerhaven;73;64;0;0;0;0;72;98.6;68;50;18;18;26.5
515000;Erschleichen von Leistungen ß 265a StGB;14511000;Chemnitz;988;397;0;0;0;0;987;99.9;820;615;205;341;41.6
515000;Erschleichen von Leistungen ß 265a StGB;6411000;Darmstadt;1,257;809;2;0.2;0;0;1,253;99.7;888;628;260;402;45.3
515000;Erschleichen von Leistungen ß 265a StGB;5913000;Dortmund;6,496;1,108;52;0.8;0;0;6,461;99.5;4,115;3,350;765;2,104;51.1
515000;Erschleichen von Leistungen ß 265a StGB;14612000;Dresden;5,336;981;9;0.2;0;0;5,320;99.7;3,354;2,552;802;972;29
515000;Erschleichen von Leistungen ß 265a StGB;5112000;Duisburg;6,218;1,266;4;0.1;0;0;6,195;99.6;3,458;2,552;906;1,653;47.8
515000;Erschleichen von Leistungen ß 265a StGB;5111000;Duesseldorf;3,048;498;3;0.1;0;0;3,042;99.8;2,490;1,925;565;1,165;46.8
515000;Erschleichen von Leistungen ß 265a StGB;16051000;Erfurt;1,526;726;1;0.1;0;0;1,475;96.7;1,335;925;410;384;28.8
515000;Erschleichen von Leistungen ß 265a StGB;9562000;Erlangen;52;48;0;0;0;0;52;100;51;35;16;24;47.1
515000;Erschleichen von Leistungen ß 265a StGB;5113000;Essen;9,436;1,620;37;0.4;0;0;9,396;99.6;5,434;3,994;1,440;2,322;42.7
515000;Erschleichen von Leistungen ß 265a StGB;6412000;Frankfurt am Main;11,111;1,516;5;0;0;0;11,064;99.6;7,661;5,967;1,694;4,233;55.3
515000;Erschleichen von Leistungen ß 265a StGB;8311000;Freiburg im Breisgau;3,328;1,470;1;0;0;0;3,320;99.8;2,704;2,031;673;1,482;54.8
515000;Erschleichen von Leistungen ß 265a StGB;9563000;Fuerth;190;153;0;0;0;0;188;98.9;186;128;58;69;37.1
515000;Erschleichen von Leistungen ß 265a StGB;5513000;Gelsenkirchen;1,056;406;7;0.7;0;0;1,047;99.1;803;625;178;355;44.2
515000;Erschleichen von Leistungen ß 265a StGB;3152012;Goettingen;381;320;2;0.5;0;0;379;99.5;368;297;71;210;57.1
515000;Erschleichen von Leistungen ß 265a StGB;5914000;Hagen;746;395;4;0.5;0;0;742;99.5;637;539;98;343;53.8
515000;Erschleichen von Leistungen ß 265a StGB;15002000;Halle (Saale);1,060;447;2;0.2;0;0;1,042;98.3;883;709;174;492;55.7
515000;Erschleichen von Leistungen ß 265a StGB;2000000;Hamburg;8,641;483;23;0.3;0;0;8,574;99.2;7,309;5,928;1,381;4,186;57.3
515000;Erschleichen von Leistungen ß 265a StGB;5915000;Hamm;1,011;564;7;0.7;0;0;1,008;99.7;928;807;121;657;70.8
515000;Erschleichen von Leistungen ß 265a StGB;3241001;Hannover;9,020;1,695;39;0.4;0;0;8,983;99.6;5,934;4,623;1,311;2,834;47.8
515000;Erschleichen von Leistungen ß 265a StGB;8221000;Heidelberg;841;538;0;0;0;0;839;99.8;763;505;258;382;50.1
515000;Erschleichen von Leistungen ß 265a StGB;8121000;Heilbronn;680;555;0;0;0;0;680;100;493;380;113;221;44.8
515000;Erschleichen von Leistungen ß 265a StGB;5916000;Herne;548;352;2;0.4;0;0;544;99.3;488;387;101;182;37.3
515000;Erschleichen von Leistungen ß 265a StGB;3254021;Hildesheim;119;117;0;0;0;0;119;100;112;96;16;53;47.3
515000;Erschleichen von Leistungen ß 265a StGB;9161000;Ingolstadt;549;415;1;0.2;0;0;544;99.1;495;420;75;337;68.1
515000;Erschleichen von Leistungen ß 265a StGB;16053000;Jena;306;279;0;0;0;0;306;100;233;177;56;67;28.8
515000;Erschleichen von Leistungen ß 265a StGB;8212000;Karlsruhe;4,517;1,468;2;0;0;0;4,498;99.6;3,516;2,745;771;2,048;58.2
515000;Erschleichen von Leistungen ß 265a StGB;6611000;Kassel;1,024;517;2;0.2;0;0;1,020;99.6;967;758;209;561;58
515000;Erschleichen von Leistungen ß 265a StGB;1002000;Kiel;314;127;1;0.3;0;0;312;99.4;292;226;66;152;52.1
515000;Erschleichen von Leistungen ß 265a StGB;7111000;Koblenz;500;444;1;0.2;0;0;498;99.6;484;421;63;321;66.3
515000;Erschleichen von Leistungen ß 265a StGB;5315000;Koeln;6,979;658;18;0.3;0;0;6,856;98.2;5,064;3,701;1,363;2,278;45
515000;Erschleichen von Leistungen ß 265a StGB;5114000;Krefeld;2,033;903;1;0;0;0;2,029;99.8;1,531;1,095;436;471;30.8
515000;Erschleichen von Leistungen ß 265a StGB;14713000;Leipzig;3,754;670;2;0.1;0;0;3,743;99.7;2,493;1,820;673;526;21.1
515000;Erschleichen von Leistungen ß 265a StGB;5316000;Leverkusen;305;187;1;0.3;0;0;305;100;294;199;95;104;35.4
515000;Erschleichen von Leistungen ß 265a StGB;1003000;Luebeck;270;125;12;4.4;0;0;266;98.5;252;208;44;155;61.5
515000;Erschleichen von Leistungen ß 265a StGB;7314000;Ludwigshafen am Rhein;1,286;781;0;0;0;0;1,284;99.8;1,126;714;412;478;42.5
515000;Erschleichen von Leistungen ß 265a StGB;15003000;Magdeburg;637;270;4;0.6;0;0;628;98.6;514;389;125;265;51.6
515000;Erschleichen von Leistungen ß 265a StGB;7315000;Mainz;2,076;990;3;0.1;0;0;2,060;99.2;1,666;1,205;461;689;41.4
515000;Erschleichen von Leistungen ß 265a StGB;8222000;Mannheim;3,274;1,071;2;0.1;0;0;3,262;99.6;2,824;2,144;680;1,735;61.4
515000;Erschleichen von Leistungen ß 265a StGB;5170024;Moers;86;82;1;1.2;0;0;86;100;78;69;9;39;50
515000;Erschleichen von Leistungen ß 265a StGB;5116000;Moenchengladbach;635;244;1;0.2;0;0;633;99.7;487;371;116;136;27.9
515000;Erschleichen von Leistungen ß 265a StGB;5117000;Muelheim an der Ruhr;2,017;1,192;2;0.1;0;0;2,016;100;1,245;897;348;472;37.9
515000;Erschleichen von Leistungen ß 265a StGB;9162000;Muenchen;7,611;525;16;0.2;0;0;7,579;99.6;6,979;5,010;1,969;3,552;50.9
515000;Erschleichen von Leistungen ß 265a StGB;5515000;Muenster;1,001;323;3;0.3;0;0;988;98.7;827;680;147;451;54.5
515000;Erschleichen von Leistungen ß 265a StGB;5162024;Neuss;1,327;854;0;0;0;0;1,326;99.9;993;700;293;285;28.7
515000;Erschleichen von Leistungen ß 265a StGB;9564000;Nuernberg;2,552;500;3;0.1;0;0;2,540;99.5;2,382;1,739;643;1,189;49.9
515000;Erschleichen von Leistungen ß 265a StGB;5119000;Oberhausen;695;329;1;0.1;0;0;686;98.7;401;305;96;106;26.4
515000;Erschleichen von Leistungen ß 265a StGB;6413000;Offenbach am Main;902;729;0;0;0;0;900;99.8;754;534;220;343;45.5
515000;Erschleichen von Leistungen ß 265a StGB;3403000;Oldenburg (Oldenburg);151;92;1;0.7;0;0;149;98.7;138;121;17;76;55.1
515000;Erschleichen von Leistungen ß 265a StGB;3404000;Osnabrueck;559;344;4;0.7;0;0;546;97.7;465;384;81;183;39.4
515000;Erschleichen von Leistungen ß 265a StGB;5774032;Paderborn;1,622;1,095;6;0.4;0;0;1,617;99.7;1,391;932;459;665;47.8
515000;Erschleichen von Leistungen ß 265a StGB;8231000;Pforzheim;209;171;1;0.5;0;0;209;100;198;154;44;115;58.1
515000;Erschleichen von Leistungen ß 265a StGB;12054000;Potsdam;831;495;0;0;0;0;823;99;580;423;157;165;28.4
515000;Erschleichen von Leistungen ß 265a StGB;5562032;Recklinghausen;425;372;2;0.5;0;0;423;99.5;366;269;97;155;42.3
515000;Erschleichen von Leistungen ß 265a StGB;9362000;Regensburg;558;384;4;0.7;0;0;556;99.6;468;349;119;131;28
515000;Erschleichen von Leistungen ß 265a StGB;5120000;Remscheid;62;57;0;0;0;0;61;98.4;58;48;10;26;44.8
515000;Erschleichen von Leistungen ß 265a StGB;8415061;Reutlingen;84;73;0;0;0;0;80;95.2;78;61;17;24;30.8
515000;Erschleichen von Leistungen ß 265a StGB;13003000;Rostock;2,930;1,422;1;0;0;0;2,922;99.7;1,885;1,386;499;341;18.1
515000;Erschleichen von Leistungen ß 265a StGB;10041100;Saarbruecken;557;313;6;1.1;0;0;548;98.4;470;390;80;266;56.6
515000;Erschleichen von Leistungen ß 265a StGB;3102000;Salzgitter;102;101;1;1;0;0;102;100;73;60;13;28;38.4
515000;Erschleichen von Leistungen ß 265a StGB;13004000;Schwerin;1,909;1,972;10;0.5;0;0;1,830;95.9;1,285;913;372;239;18.6
515000;Erschleichen von Leistungen ß 265a StGB;5970040;Siegen;141;138;4;2.8;0;0;134;95;135;100;35;83;61.5
515000;Erschleichen von Leistungen ß 265a StGB;5122000;Solingen;185;117;3;1.6;0;0;184;99.5;175;138;37;87;49.7
515000;Erschleichen von Leistungen ß 265a StGB;8111000;Stuttgart;5,155;826;9;0.2;0;0;5,128;99.5;4,512;3,403;1,109;2,432;53.9
515000;Erschleichen von Leistungen ß 265a StGB;7211000;Trier;119;104;0;0;0;0;115;96.6;105;84;21;45;42.9
515000;Erschleichen von Leistungen ß 265a StGB;8421000;Ulm;953;777;1;0.1;0;0;944;99.1;860;714;146;632;73.5
515000;Erschleichen von Leistungen ß 265a StGB;6414000;Wiesbaden;2,024;733;0;0;0;0;2,022;99.9;1,097;787;310;466;42.5
515000;Erschleichen von Leistungen ß 265a StGB;3103000;Wolfsburg;297;239;3;1;0;0;297;100;291;242;49;163;56
515000;Erschleichen von Leistungen ß 265a StGB;5124000;Wuppertal;1,978;565;4;0.2;0;0;1,962;99.2;1,702;1,266;436;895;52.6
515000;Erschleichen von Leistungen ß 265a StGB;9663000;Wuerzburg;780;625;2;0.3;0;0;777;99.6;733;650;83;533;72.7
515001;Befoerderungserschleichung;5334002;Aachen;1,102;448;0;0;0;0;1,039;94.3;852;587;265;339;39.8
515001;Befoerderungserschleichung;9761000;Augsburg;1,552;542;0;0;0;0;1,546;99.6;1,265;953;312;737;58.3
515001;Befoerderungserschleichung;5378004;Bergisch Gladbach;127;114;1;0.8;0;0;125;98.4;94;70;24;25;26.6
515001;Befoerderungserschleichung;11000000;Berlin;21,646;615;15;0.1;0;0;21,370;98.7;17,868;12,726;5,142;7,554;42.3
515001;Befoerderungserschleichung;5711000;Bielefeld;2,453;736;26;1.1;0;0;2,443;99.6;2,124;1,742;382;1,205;56.7
515001;Befoerderungserschleichung;5911000;Bochum;1,977;542;11;0.6;0;0;1,968;99.5;1,495;1,191;304;583;39
515001;Befoerderungserschleichung;5314000;Bonn;2,315;726;1;0;0;0;2,310;99.8;1,469;1,083;386;511;34.8
515001;Befoerderungserschleichung;5512000;Bottrop;244;208;3;1.2;0;0;240;98.4;212;172;40;79;37.3
515001;Befoerderungserschleichung;3101000;Braunschweig;1,214;483;10;0.8;0;0;1,206;99.3;1,039;815;224;450;43.3
515001;Befoerderungserschleichung;4011000;Bremen;4,481;804;2;0;0;0;4,462;99.6;3,393;2,654;739;1,297;38.2
515001;Befoerderungserschleichung;4012000;Bremerhaven;68;60;0;0;0;0;68;100;63;46;17;16;25.4
515001;Befoerderungserschleichung;14511000;Chemnitz;988;397;0;0;0;0;987;99.9;820;615;205;341;41.6
515001;Befoerderungserschleichung;6411000;Darmstadt;1,254;807;1;0.1;0;0;1,250;99.7;886;626;260;401;45.3
515001;Befoerderungserschleichung;5913000;Dortmund;6,433;1,097;50;0.8;0;0;6,403;99.5;4,061;3,301;760;2,069;50.9
515001;Befoerderungserschleichung;14612000;Dresden;5,331;980;9;0.2;0;0;5,316;99.7;3,352;2,550;802;972;29
515001;Befoerderungserschleichung;5112000;Duisburg;6,088;1,239;2;0;0;0;6,070;99.7;3,337;2,464;873;1,562;46.8
515001;Befoerderungserschleichung;5111000;Duesseldorf;3,022;494;3;0.1;0;0;3,017;99.8;2,467;1,907;560;1,151;46.7
515001;Befoerderungserschleichung;16051000;Erfurt;1,514;721;1;0.1;0;0;1,464;96.7;1,325;918;407;380;28.7
515001;Befoerderungserschleichung;9562000;Erlangen;51;47;0;0;0;0;51;100;50;34;16;24;48
515001;Befoerderungserschleichung;5113000;Essen;9,387;1,611;34;0.4;0;0;9,350;99.6;5,394;3,963;1,431;2,289;42.4
515001;Befoerderungserschleichung;6412000;Frankfurt am Main;11,098;1,515;5;0;0;0;11,054;99.6;7,652;5,960;1,692;4,229;55.3
515001;Befoerderungserschleichung;8311000;Freiburg im Breisgau;3,259;1,440;1;0;0;0;3,252;99.8;2,636;1,969;667;1,476;56
515001;Befoerderungserschleichung;9563000;Fuerth;190;153;0;0;0;0;188;98.9;186;128;58;69;37.1
515001;Befoerderungserschleichung;5513000;Gelsenkirchen;1,023;393;5;0.5;0;0;1,017;99.4;771;598;173;335;43.5
515001;Befoerderungserschleichung;3152012;Goettingen;381;320;2;0.5;0;0;379;99.5;368;297;71;210;57.1
515001;Befoerderungserschleichung;5914000;Hagen;719;380;3;0.4;0;0;718;99.9;611;518;93;331;54.2
515001;Befoerderungserschleichung;15002000;Halle (Saale);1,026;433;2;0.2;0;0;1,012;98.6;859;688;171;484;56.3
515001;Befoerderungserschleichung;2000000;Hamburg;8,390;469;22;0.3;0;0;8,332;99.3;7,109;5,772;1,337;4,095;57.6
515001;Befoerderungserschleichung;5915000;Hamm;994;554;7;0.7;0;0;992;99.8;917;798;119;654;71.3
515001;Befoerderungserschleichung;3241001;Hannover;9,013;1,694;38;0.4;0;0;8,976;99.6;5,925;4,615;1,310;2,830;47.8
515001;Befoerderungserschleichung;8221000;Heidelberg;835;534;0;0;0;0;833;99.8;757;503;254;380;50.2
515001;Befoerderungserschleichung;8121000;Heilbronn;678;553;0;0;0;0;678;100;491;378;113;220;44.8
515001;Befoerderungserschleichung;5916000;Herne;526;338;2;0.4;0;0;524;99.6;466;370;96;172;36.9
515001;Befoerderungserschleichung;3254021;Hildesheim;119;117;0;0;0;0;119;100;112;96;16;53;47.3
515001;Befoerderungserschleichung;9161000;Ingolstadt;549;415;1;0.2;0;0;544;99.1;495;420;75;337;68.1
515001;Befoerderungserschleichung;16053000;Jena;297;271;0;0;0;0;297;100;226;171;55;61;27
515001;Befoerderungserschleichung;8212000;Karlsruhe;4,507;1,464;2;0;0;0;4,488;99.6;3,509;2,739;770;2,047;58.3
515001;Befoerderungserschleichung;6611000;Kassel;1,021;516;2;0.2;0;0;1,017;99.6;966;757;209;560;58
515001;Befoerderungserschleichung;1002000;Kiel;307;125;1;0.3;0;0;306;99.7;284;219;65;148;52.1
515001;Befoerderungserschleichung;7111000;Koblenz;486;432;1;0.2;0;0;484;99.6;471;410;61;319;67.7
515001;Befoerderungserschleichung;5315000;Koeln;6,885;649;17;0.2;0;0;6,774;98.4;5,007;3,663;1,344;2,249;44.9
515001;Befoerderungserschleichung;5114000;Krefeld;1,977;878;1;0.1;0;0;1,973;99.8;1,485;1,060;425;451;30.4
515001;Befoerderungserschleichung;14713000;Leipzig;3,752;669;2;0.1;0;0;3,740;99.7;2,490;1,817;673;525;21.1
515001;Befoerderungserschleichung;5316000;Leverkusen;297;182;0;0;0;0;297;100;286;192;94;101;35.3
515001;Befoerderungserschleichung;1003000;Luebeck;261;121;12;4.6;0;0;259;99.2;245;202;43;153;62.4
515001;Befoerderungserschleichung;7314000;Ludwigshafen am Rhein;1,270;771;0;0;0;0;1,268;99.8;1,113;706;407;471;42.3
515001;Befoerderungserschleichung;15003000;Magdeburg;628;266;4;0.6;0;0;619;98.6;501;379;122;264;52.7
515001;Befoerderungserschleichung;7315000;Mainz;2,058;981;2;0.1;0;0;2,042;99.2;1,654;1,196;458;682;41.2
515001;Befoerderungserschleichung;8222000;Mannheim;3,257;1,065;2;0.1;0;0;3,245;99.6;2,813;2,139;674;1,728;61.4
515001;Befoerderungserschleichung;5170024;Moers;79;76;0;0;0;0;79;100;71;63;8;35;49.3
515001;Befoerderungserschleichung;5116000;Moenchengladbach;617;237;1;0.2;0;0;615;99.7;468;360;108;127;27.1
515001;Befoerderungserschleichung;5117000;Muelheim an der Ruhr;2,002;1,183;2;0.1;0;0;2,002;100;1,236;892;344;464;37.5
515001;Befoerderungserschleichung;9162000;Muenchen;7,602;524;16;0.2;0;0;7,570;99.6;6,970;5,002;1,968;3,545;50.9
515001;Befoerderungserschleichung;5515000;Muenster;967;312;2;0.2;0;0;959;99.2;796;657;139;434;54.5
515001;Befoerderungserschleichung;5162024;Neuss;1,322;851;0;0;0;0;1,321;99.9;990;698;292;283;28.6
515001;Befoerderungserschleichung;9564000;Nuernberg;2,533;497;2;0.1;0;0;2,522;99.6;2,364;1,729;635;1,185;50.1
515001;Befoerderungserschleichung;5119000;Oberhausen;670;318;1;0.1;0;0;662;98.8;382;290;92;99;25.9
515001;Befoerderungserschleichung;6413000;Offenbach am Main;901;728;0;0;0;0;899;99.8;754;534;220;343;45.5
515001;Befoerderungserschleichung;3403000;Oldenburg (Oldenburg);147;90;1;0.7;0;0;146;99.3;136;119;17;76;55.9
515001;Befoerderungserschleichung;3404000;Osnabrueck;556;342;4;0.7;0;0;543;97.7;462;382;80;182;39.4
515001;Befoerderungserschleichung;5774032;Paderborn;1,605;1,084;6;0.4;0;0;1,601;99.8;1,380;925;455;657;47.6
515001;Befoerderungserschleichung;8231000;Pforzheim;206;169;1;0.5;0;0;205;99.5;189;147;42;115;60.8
515001;Befoerderungserschleichung;12054000;Potsdam;810;483;0;0;0;0;802;99;567;411;156;156;27.5
515001;Befoerderungserschleichung;5562032;Recklinghausen;401;351;2;0.5;0;0;400;99.8;345;254;91;144;41.7
515001;Befoerderungserschleichung;9362000;Regensburg;558;384;4;0.7;0;0;556;99.6;468;349;119;131;28
515001;Befoerderungserschleichung;5120000;Remscheid;53;48;0;0;0;0;52;98.1;50;41;9;23;46
515001;Befoerderungserschleichung;8415061;Reutlingen;81;71;0;0;0;0;77;95.1;74;57;17;24;32.4
515001;Befoerderungserschleichung;13003000;Rostock;2,924;1,419;1;0;0;0;2,916;99.7;1,882;1,383;499;340;18.1
515001;Befoerderungserschleichung;10041100;Saarbruecken;547;307;5;0.9;0;0;541;98.9;464;386;78;266;57.3
515001;Befoerderungserschleichung;3102000;Salzgitter;102;101;1;1;0;0;102;100;73;60;13;28;38.4
515001;Befoerderungserschleichung;13004000;Schwerin;1,907;1,970;10;0.5;0;0;1,828;95.9;1,283;911;372;238;18.6
515001;Befoerderungserschleichung;5970040;Siegen;129;126;4;3.1;0;0;123;95.3;123;93;30;80;65
515001;Befoerderungserschleichung;5122000;Solingen;177;112;2;1.1;0;0;176;99.4;165;131;34;79;47.9
515001;Befoerderungserschleichung;8111000;Stuttgart;5,139;824;6;0.1;0;0;5,114;99.5;4,501;3,394;1,107;2,429;54
515001;Befoerderungserschleichung;7211000;Trier;113;98;0;0;0;0;109;96.5;98;78;20;43;43.9
515001;Befoerderungserschleichung;8421000;Ulm;949;774;1;0.1;0;0;940;99.1;857;711;146;631;73.6
515001;Befoerderungserschleichung;6414000;Wiesbaden;2,024;733;0;0;0;0;2,022;99.9;1,097;787;310;466;42.5
515001;Befoerderungserschleichung;3103000;Wolfsburg;291;235;0;0;0;0;291;100;283;234;49;157;55.5
515001;Befoerderungserschleichung;5124000;Wuppertal;1,859;531;3;0.2;0;0;1,847;99.4;1,603;1,193;410;831;51.8
515001;Befoerderungserschleichung;9663000;Wuerzburg;773;619;2;0.3;0;0;772;99.9;728;648;80;533;73.2
530000;Unterschlagung ßß 246, 247, 248a StGB;5334002;Aachen;557;227;4;0.7;0;0;239;42.9;241;186;55;90;37.3
530000;Unterschlagung ßß 246, 247, 248a StGB;9761000;Augsburg;378;132;1;0.3;0;0;198;52.4;195;151;44;62;31.8
530000;Unterschlagung ßß 246, 247, 248a StGB;5378004;Bergisch Gladbach;124;111;2;1.6;0;0;59;47.6;61;43;18;17;27.9
530000;Unterschlagung ßß 246, 247, 248a StGB;11000000;Berlin;7,308;208;73;1;0;0;3,314;45.3;3,160;2,322;838;989;31.3
530000;Unterschlagung ßß 246, 247, 248a StGB;5711000;Bielefeld;432;130;4;0.9;0;0;195;45.1;201;140;61;64;31.8
530000;Unterschlagung ßß 246, 247, 248a StGB;5911000;Bochum;717;197;5;0.7;0;0;331;46.2;348;250;98;80;23
530000;Unterschlagung ßß 246, 247, 248a StGB;5314000;Bonn;949;298;7;0.7;0;0;326;34.4;254;189;65;57;22.4
530000;Unterschlagung ßß 246, 247, 248a StGB;5512000;Bottrop;127;108;2;1.6;0;0;72;56.7;74;42;32;9;12.2
530000;Unterschlagung ßß 246, 247, 248a StGB;3101000;Braunschweig;476;189;5;1.1;0;0;192;40.3;196;139;57;43;21.9
530000;Unterschlagung ßß 246, 247, 248a StGB;4011000;Bremen;1,086;195;9;0.8;0;0;532;49;462;358;104;105;22.7
530000;Unterschlagung ßß 246, 247, 248a StGB;4012000;Bremerhaven;159;139;0;0;0;0;97;61;96;77;19;20;20.8
530000;Unterschlagung ßß 246, 247, 248a StGB;14511000;Chemnitz;318;128;4;1.3;0;0;221;69.5;236;159;77;27;11.4
530000;Unterschlagung ßß 246, 247, 248a StGB;6411000;Darmstadt;218;140;0;0;0;0;102;46.8;96;72;24;44;45.8
530000;Unterschlagung ßß 246, 247, 248a StGB;5913000;Dortmund;1,606;274;12;0.7;0;0;611;38;620;457;163;189;30.5
530000;Unterschlagung ßß 246, 247, 248a StGB;14612000;Dresden;1,229;226;12;1;0;0;534;43.4;510;352;158;76;14.9
530000;Unterschlagung ßß 246, 247, 248a StGB;5112000;Duisburg;587;119;4;0.7;0;0;322;54.9;331;244;87;113;34.1
530000;Unterschlagung ßß 246, 247, 248a StGB;5111000;Duesseldorf;1,353;221;9;0.7;0;0;507;37.5;492;390;102;197;40
530000;Unterschlagung ßß 246, 247, 248a StGB;16051000;Erfurt;481;229;1;0.2;0;0;264;54.9;266;194;72;23;8.6
530000;Unterschlagung ßß 246, 247, 248a StGB;9562000;Erlangen;78;72;0;0;0;0;54;69.2;58;45;13;27;46.6
530000;Unterschlagung ßß 246, 247, 248a StGB;5113000;Essen;831;143;10;1.2;0;0;444;53.4;468;320;148;104;22.2
530000;Unterschlagung ßß 246, 247, 248a StGB;6412000;Frankfurt am Main;1,395;190;5;0.4;0;0;519;37.2;531;413;118;267;50.3
530000;Unterschlagung ßß 246, 247, 248a StGB;8311000;Freiburg im Breisgau;408;180;1;0.2;0;0;213;52.2;182;139;43;50;27.5
530000;Unterschlagung ßß 246, 247, 248a StGB;9563000;Fuerth;75;60;0;0;0;0;54;72;54;35;19;21;38.9
530000;Unterschlagung ßß 246, 247, 248a StGB;5513000;Gelsenkirchen;298;114;1;0.3;0;0;194;65.1;209;156;53;66;31.6
530000;Unterschlagung ßß 246, 247, 248a StGB;3152012;Goettingen;370;311;4;1.1;0;0;117;31.6;111;80;31;16;14.4
530000;Unterschlagung ßß 246, 247, 248a StGB;5914000;Hagen;536;284;11;2.1;0;0;210;39.2;167;116;51;58;34.7
530000;Unterschlagung ßß 246, 247, 248a StGB;15002000;Halle (Saale);543;229;5;0.9;0;0;242;44.6;238;161;77;32;13.4
530000;Unterschlagung ßß 246, 247, 248a StGB;2000000;Hamburg;3,476;194;24;0.7;0;0;1,855;53.4;1,861;1,374;487;588;31.6
